Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,
PG,D.J. Augustin (11748685),D.J. Augustin,11748685,PG/G/UTIL,4500,ORL@MIA 12/04/2018 07:30PM ET,ORL,22.8,0.506666667
PF,Zach Collins (11748810),Zach Collins,11748810,PF/F/UTIL,3400,POR@DAL 12/04/2018 08:30PM ET,POR,17.2,0.505882353
PG,Luka Doncic (11748543),Luka Doncic,11748543,PG/G/UTIL,7000,POR@DAL 12/04/2018 08:30PM ET,DAL,35.32,0.504571429
SF,Dorian Finney-Smith (11748744),Dorian Finney-Smith,11748744,SF/F/UTIL,3800,POR@DAL 12/04/2018 08:30PM ET,DAL,18.99,0.499736842
PG/SG,Devin Booker (11748509),Devin Booker,11748509,PG/SG/G/UTIL,8000,SAC@PHO 12/04/2018 09:00PM ET,PHO,39.92,0.499
PF/C,LaMarcus Aldridge (11748519),LaMarcus Aldridge,11748519,PF/C/F/UTIL,7600,SA@UTA 12/04/2018 09:00PM ET,SA,37.77,0.496973684
PG,Shaquille Harrison (11748813),Shaquille Harrison,11748813,PG/G/UTIL,3300,CHI@IND 12/04/2018 07:00PM ET,CHI,16.3,0.493939394
C,Mohamed Bamba (11748789),Mohamed Bamba,11748789,C/UTIL,3500,ORL@MIA 12/04/2018 07:30PM ET,ORL,17.28,0.493714286
PF/C,Dwight Powell (11748756),Dwight Powell,11748756,PF/C/F/UTIL,3700,POR@DAL 12/04/2018 08:30PM ET,DAL,18.24,0.492972973
PG/SG,Dwyane Wade (11748603),Dwyane Wade,11748603,PG/SG/G/UTIL,5500,ORL@MIA 12/04/2018 07:30PM ET,MIA,27.07,0.492181818
PG,Ryan Arcidiacono (11748715),Ryan Arcidiacono,11748715,PG/G/UTIL,4000,CHI@IND 12/04/2018 07:00PM ET,CHI,19.67,0.49175
PG,Goran Dragic (11748575),Goran Dragic,11748575,PG/G/UTIL,5900,ORL@MIA 12/04/2018 07:30PM ET,MIA,28.92,0.490169492
C,Willie Cauley-Stein (11748560),Willie Cauley-Stein,11748560,C/UTIL,6400,SAC@PHO 12/04/2018 09:00PM ET,SAC,31.33,0.48953125
PG,De'Aaron Fox (11748523),De'Aaron Fox,11748523,PG/G/UTIL,7500,SAC@PHO 12/04/2018 09:00PM ET,SAC,36.69,0.4892
SG/SF,Josh Richardson (11748538),Josh Richardson,11748538,SG/SF/F/G/UTIL,7000,ORL@MIA 12/04/2018 07:30PM ET,MIA,34.23,0.489
SF/PF,Jae Crowder (11748644),Jae Crowder,11748644,SF/PF/F/UTIL,5000,SA@UTA 12/04/2018 09:00PM ET,UTA,24.44,0.4888
PF,Maxi Kleber (11748838),Maxi Kleber,11748838,PF/F/UTIL,3200,POR@DAL 12/04/2018 08:30PM ET,DAL,15.64,0.48875
PG/SG,Zach LaVine (11748500),Zach LaVine,11748500,PG/SG/G/UTIL,8400,CHI@IND 12/04/2018 07:00PM ET,CHI,40.94,0.487380952
PG/SG,Victor Oladipo (11748496),Victor Oladipo,11748496,PG/SG/G/UTIL,8500,CHI@IND 12/04/2018 07:00PM ET,IND,41.31,0.486
SG/SF,Marco Belinelli (11748784),Marco Belinelli,11748784,SG/SF/F/G/UTIL,3500,SA@UTA 12/04/2018 09:00PM ET,SA,17,0.485714286
SF/PF,T.J. Warren (11748578),T.J. Warren,11748578,SF/PF/F/UTIL,5900,SAC@PHO 12/04/2018 09:00PM ET,PHO,28.62,0.485084746
SF/PF,Al-Farouq Aminu (11748661),Al-Farouq Aminu,11748661,SF/PF/F/UTIL,4800,POR@DAL 12/04/2018 08:30PM ET,POR,23.18,0.482916667
PG/SG,J.J. Barea (11748640),J.J. Barea,11748640,PG/SG/G/UTIL,5100,POR@DAL 12/04/2018 08:30PM ET,DAL,24.61,0.48254902
C,Kosta Koufos (11749010),Kosta Koufos,11749010,C/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,SAC,14.47,0.482333333
C,DeAndre Jordan (11748528),DeAndre Jordan,11748528,C/UTIL,7300,POR@DAL 12/04/2018 08:30PM ET,DAL,35.08,0.480547945
C,Jusuf Nurkic (11748526),Jusuf Nurkic,11748526,C/UTIL,7400,POR@DAL 12/04/2018 08:30PM ET,POR,35.49,0.479594595
SF/PF,Aaron Gordon (11748546),Aaron Gordon,11748546,SF/PF/F/UTIL,6900,ORL@MIA 12/04/2018 07:30PM ET,ORL,32.98,0.477971014
PG,Cory Joseph (11748701),Cory Joseph,11748701,PG/G/UTIL,4300,CHI@IND 12/04/2018 07:00PM ET,IND,20.51,0.476976744
SG/SF,Terrence Ross (11748648),Terrence Ross,11748648,SG/SF/F/G/UTIL,5000,ORL@MIA 12/04/2018 07:30PM ET,ORL,23.83,0.4766
C,Bam Adebayo (11748699),Bam Adebayo,11748699,C/UTIL,4300,ORL@MIA 12/04/2018 07:30PM ET,MIA,20.44,0.475348837
PG,Ricky Rubio (11748565),Ricky Rubio,11748565,PG/G/UTIL,6200,SA@UTA 12/04/2018 09:00PM ET,UTA,29.41,0.474354839
C,Rudy Gobert (11748494),Rudy Gobert,11748494,C/UTIL,8600,SA@UTA 12/04/2018 09:00PM ET,UTA,40.68,0.473023256
PF/C,Domantas Sabonis (11748530),Domantas Sabonis,11748530,PF/C/F/UTIL,7200,CHI@IND 12/04/2018 07:00PM ET,IND,33.96,0.471666667
PG,Antonio Blakeney (11748898),Antonio Blakeney,11748898,PG/G/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,CHI,14.01,0.467
PF/C,Kelly Olynyk (11748732),Kelly Olynyk,11748732,PF/C/F/UTIL,3900,ORL@MIA 12/04/2018 07:30PM ET,MIA,18.18,0.466153846
SF/PF,Jabari Parker (11748550),Jabari Parker,11748550,SF/PF/F/UTIL,6700,CHI@IND 12/04/2018 07:00PM ET,CHI,31.21,0.465820896
PG/SG,Cameron Payne (11748885),Cameron Payne,11748885,PG/SG/G/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,CHI,13.96,0.465333333
PG,Damian Lillard (11748489),Damian Lillard,11748489,PG/G/UTIL,9800,POR@DAL 12/04/2018 08:30PM ET,POR,45.56,0.464897959
PG,Dennis Smith Jr. (11748611),Dennis Smith Jr.,11748611,PG/G/UTIL,5500,POR@DAL 12/04/2018 08:30PM ET,DAL,25.53,0.464181818
SF/PF,Thaddeus Young (11748667),Thaddeus Young,11748667,SF/PF/F/UTIL,4700,CHI@IND 12/04/2018 07:00PM ET,IND,21.56,0.458723404
PF,Marvin Bagley III (11748600),Marvin Bagley III,11748600,PF/F/UTIL,5600,SAC@PHO 12/04/2018 09:00PM ET,SAC,25.61,0.457321429
PG/SG,Devin Harris (11748843),Devin Harris,11748843,PG/SG/G/UTIL,3200,POR@DAL 12/04/2018 08:30PM ET,DAL,14.52,0.45375
PG/SG,CJ McCollum (11748534),CJ McCollum,11748534,PG/SG/G/UTIL,7100,POR@DAL 12/04/2018 08:30PM ET,POR,32.08,0.451830986
PF,Jonathan Isaac (11748704),Jonathan Isaac,11748704,PF/F/UTIL,4300,ORL@MIA 12/04/2018 07:30PM ET,ORL,19.38,0.450697674
SG/SF,Jonathon Simmons (11748797),Jonathon Simmons,11748797,SG/SF/F/G/UTIL,3500,ORL@MIA 12/04/2018 07:30PM ET,ORL,15.68,0.448
SG/SF,Bogdan Bogdanovic (11748582),Bogdan Bogdanovic,11748582,SG/SF/F/G/UTIL,5800,SAC@PHO 12/04/2018 09:00PM ET,SAC,25.89,0.44637931
SF/PF,Trevor Ariza (11748587),Trevor Ariza,11748587,SF/PF/F/UTIL,5700,SAC@PHO 12/04/2018 09:00PM ET,PHO,25.43,0.446140351
PG/SG,Tyler Johnson (11748657),Tyler Johnson,11748657,PG/SG/G/UTIL,5000,ORL@MIA 12/04/2018 07:30PM ET,MIA,22.22,0.4444
C,Myles Turner (11748568),Myles Turner,11748568,C/UTIL,6100,CHI@IND 12/04/2018 07:00PM ET,IND,26.89,0.440819672
PG/SG,Wayne Ellington (11748681),Wayne Ellington,11748681,PG/SG/G/UTIL,4600,ORL@MIA 12/04/2018 07:30PM ET,MIA,20.27,0.440652174
SF/PF,Harrison Barnes (11748554),Harrison Barnes,11748554,SF/PF/F/UTIL,6600,POR@DAL 12/04/2018 08:30PM ET,DAL,28.88,0.437575758
SG/SF,Bojan Bogdanovic (11748591),Bojan Bogdanovic,11748591,SG/SF/F/G/UTIL,5600,CHI@IND 12/04/2018 07:00PM ET,IND,24.5,0.4375
PG/SG,Donovan Mitchell (11748513),Donovan Mitchell,11748513,PG/SG/G/UTIL,7900,SA@UTA 12/04/2018 09:00PM ET,UTA,34.35,0.434810127
PG,Jerian Grant (11748821),Jerian Grant,11748821,PG/G/UTIL,3300,ORL@MIA 12/04/2018 07:30PM ET,ORL,14.24,0.431515152
SG,Troy Williams (11749047),Troy Williams,11749047,SG/G/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,SAC,12.65,0.421666667
SF/PF,Dante Cunningham (11748824),Dante Cunningham,11748824,SF/PF/F/UTIL,3300,SA@UTA 12/04/2018 09:00PM ET,SA,13.91,0.421515152
C,Meyers Leonard (11748795),Meyers Leonard,11748795,C/UTIL,3500,POR@DAL 12/04/2018 08:30PM ET,POR,14.44,0.412571429
SF,Justin Jackson (11748802),Justin Jackson,11748802,SF/F/UTIL,3400,SAC@PHO 12/04/2018 09:00PM ET,SAC,13.99,0.411470588
PG/SG,Kris Dunn (11748596),Kris Dunn,11748596,PG/SG/G/UTIL,5600,CHI@IND 12/04/2018 07:00PM ET,CHI,23,0.410714286
PG,Frank Mason III (11749003),Frank Mason III,11749003,PG/G/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,SAC,12.3,0.41
SG/SF,Nik Stauskas (11748850),Nik Stauskas,11748850,SG/SF/F/G/UTIL,3100,POR@DAL 12/04/2018 08:30PM ET,POR,12.63,0.407419355
SG/SF,Tyreke Evans (11748630),Tyreke Evans,11748630,SG/SF/F/G/UTIL,5200,CHI@IND 12/04/2018 07:00PM ET,IND,21.06,0.405
SG,Chandler Hutchison (11748892),Chandler Hutchison,11748892,SG/G/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,CHI,12.08,0.402666667
SF/PF,James Johnson (11748769),James Johnson,11748769,SF/PF/F/UTIL,3700,ORL@MIA 12/04/2018 07:30PM ET,MIA,14.61,0.394864865
PF,Harry Giles (11748862),Harry Giles,11748862,PF/F/UTIL,3100,SAC@PHO 12/04/2018 09:00PM ET,SAC,12.15,0.391935484
PF/C,Richaun Holmes (11748740),Richaun Holmes,11748740,PF/C/F/UTIL,3800,SAC@PHO 12/04/2018 09:00PM ET,PHO,14.76,0.388421053
SF,Mikal Bridges (11748749),Mikal Bridges,11748749,SF/F/UTIL,3800,SAC@PHO 12/04/2018 09:00PM ET,PHO,14.73,0.387631579
PG/SG,Dante Exum (11748831),Dante Exum,11748831,PG/SG/G/UTIL,3200,SA@UTA 12/04/2018 09:00PM ET,UTA,12.2,0.38125
C,Jakob Poeltl (11748816),Jakob Poeltl,11748816,C/UTIL,3300,SA@UTA 12/04/2018 09:00PM ET,SA,12.58,0.381212121
PF/C,Davis Bertans (11748791),Davis Bertans,11748791,PF/C/F/UTIL,3500,SA@UTA 12/04/2018 09:00PM ET,SA,13.23,0.378
PF,Lauri Markkanen (11748619),Lauri Markkanen,11748619,PF/F/UTIL,5400,CHI@IND 12/04/2018 07:00PM ET,CHI,20,0.37037037
PG,Darren Collison (11748562),Darren Collison,11748562,PG/G/UTIL,6300,CHI@IND 12/04/2018 07:00PM ET,IND,23.21,0.368412698
PG,Derrick White (11748707),Derrick White,11748707,PG/G/UTIL,4200,SA@UTA 12/04/2018 09:00PM ET,SA,15.12,0.36
SF,Derrick Jones Jr. (11748990),Derrick Jones Jr.,11748990,SF/F/UTIL,3000,ORL@MIA 12/04/2018 07:30PM ET,MIA,10.52,0.350666667
PF,Jake Layman (11748935),Jake Layman,11748935,PF/F/UTIL,3000,POR@DAL 12/04/2018 08:30PM ET,POR,10.37,0.345666667
SG/SF,Kyle Korver (11748805),Kyle Korver,11748805,SG/SF/F/G/UTIL,3400,SA@UTA 12/04/2018 09:00PM ET,UTA,11.71,0.344411765
C,Robin Lopez (11748841),Robin Lopez,11748841,C/UTIL,3200,CHI@IND 12/04/2018 07:00PM ET,CHI,10.99,0.3434375
PF/C,Ryan Anderson (11749033),Ryan Anderson,11749033,PF/C/F/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,PHO,10.23,0.341
SF/PF,Doug McDermott (11748780),Doug McDermott,11748780,SF/PF/F/UTIL,3500,CHI@IND 12/04/2018 07:00PM ET,IND,11.82,0.337714286
PG/SG,Yogi Ferrell (11749006),Yogi Ferrell,11749006,PG/SG/G/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,SAC,9.92,0.330666667
PG/SG,Jamal Crawford (11748736),Jamal Crawford,11748736,PG/SG/G/UTIL,3900,SAC@PHO 12/04/2018 09:00PM ET,PHO,12.52,0.321025641
PG,Aaron Holiday (11748773),Aaron Holiday,11748773,PG/G/UTIL,3600,CHI@IND 12/04/2018 07:00PM ET,IND,11.52,0.32
SF/PF,Moe Harkless (11748752),Moe Harkless,11748752,SF/PF/F/UTIL,3700,POR@DAL 12/04/2018 08:30PM ET,POR,11.82,0.319459459
SF,Josh Jackson (11748627),Josh Jackson,11748627,SF/F/UTIL,5300,SAC@PHO 12/04/2018 09:00PM ET,PHO,16.6,0.313207547
SG,Wes Iwundu (11748973),Wes Iwundu,11748973,SG/G/UTIL,3000,ORL@MIA 12/04/2018 07:30PM ET,ORL,9.36,0.312
PG,Elie Okobo (11748688),Elie Okobo,11748688,PG/G/UTIL,4400,SAC@PHO 12/04/2018 09:00PM ET,PHO,13.7,0.311363636
SF,Royce O'Neale (11748828),Royce O'Neale,11748828,SF/F/UTIL,3300,SA@UTA 12/04/2018 09:00PM ET,UTA,10.14,0.307272727
PG,Raul Neto (11748835),Raul Neto,11748835,PG/G/UTIL,3200,SA@UTA 12/04/2018 09:00PM ET,UTA,9.82,0.306875
C,Cristiano Felicio (11748883),Cristiano Felicio,11748883,C/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,CHI,8.88,0.296
PF,Caleb Swanigan (11748941),Caleb Swanigan,11748941,PF/F/UTIL,3000,POR@DAL 12/04/2018 08:30PM ET,POR,8.75,0.291666667
SG,Troy Daniels (11749037),Troy Daniels,11749037,SG/G/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,PHO,8.21,0.273666667
PG,Jalen Brunson (11748855),Jalen Brunson,11748855,PG/G/UTIL,3100,POR@DAL 12/04/2018 08:30PM ET,DAL,8.1,0.261290323
PF/C,Kyle O'Quinn (11749040),Kyle O'Quinn,11749040,PF/C/F/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,IND,7.83,0.261
PG/SG,Seth Curry (11748944),Seth Curry,11748944,PG/SG/G/UTIL,3000,POR@DAL 12/04/2018 08:30PM ET,POR,7.83,0.261
SG,De'Anthony Melton (11749024),De'Anthony Melton,11749024,SG/G/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,PHO,7.33,0.244333333
SG,Gary Trent Jr. (11748948),Gary Trent Jr.,11748948,SG/G/UTIL,3000,POR@DAL 12/04/2018 08:30PM ET,POR,7.12,0.237333333
PF/C,Jarell Martin (11748858),Jarell Martin,11748858,PF/C/F/UTIL,3100,ORL@MIA 12/04/2018 07:30PM ET,ORL,7.29,0.23516129
PF,Georges Niang (11748913),Georges Niang,11748913,PF/F/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,UTA,5.97,0.199
SF,Quincy Pondexter (11748929),Quincy Pondexter,11748929,SF/F/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,SA,5.95,0.198333333
C,Salah Mejri (11748965),Salah Mejri,11748965,C/UTIL,3000,POR@DAL 12/04/2018 08:30PM ET,DAL,5.75,0.191666667
PF,Chimezie Metu (11748918),Chimezie Metu,11748918,PF/F/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,SA,5.71,0.190333333
SG,Grayson Allen (11748847),Grayson Allen,11748847,SG/G/UTIL,3100,SA@UTA 12/04/2018 09:00PM ET,UTA,5.62,0.181290323
SF/PF,Thabo Sefolosha (11748901),Thabo Sefolosha,11748901,SF/PF/F/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,UTA,5.42,0.180666667
PF/C,Skal Labissiere (11748999),Skal Labissiere,11748999,PF/C/F/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,SAC,5.11,0.170333333
PF,TJ Leaf (11749044),TJ Leaf,11749044,PF/F/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,IND,4.71,0.157
PF,Khem Birch (11748818),Khem Birch,11748818,PF/F/UTIL,3300,ORL@MIA 12/04/2018 07:30PM ET,ORL,4.61,0.13969697
PG,Isaiah Briscoe (11748979),Isaiah Briscoe,11748979,PG/G/UTIL,3000,ORL@MIA 12/04/2018 07:30PM ET,ORL,4.06,0.135333333
SF,Duncan Robinson (11748993),Duncan Robinson,11748993,SF/F/UTIL,3000,ORL@MIA 12/04/2018 07:30PM ET,MIA,3.81,0.127
C,Ekpe Udoh (11748905),Ekpe Udoh,11748905,C/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,UTA,3.45,0.115
SG,Anfernee Simons (11748951),Anfernee Simons,11748951,SG/G/UTIL,3000,POR@DAL 12/04/2018 08:30PM ET,POR,3.45,0.115
PF,Dragan Bender (11749027),Dragan Bender,11749027,PF/F/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,PHO,3.21,0.107
C,Drew Eubanks (11748924),Drew Eubanks,11748924,C/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,SA,2.75,0.091666667
SG/SF,Ben McLemore (11749016),Ben McLemore,11749016,SG/SF/F/G/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,SAC,2.75,0.091666667
PG,Wade Baldwin IV (11748938),Wade Baldwin IV,11748938,PG/G/UTIL,3000,POR@DAL 12/04/2018 08:30PM ET,POR,2.47,0.082333333
PF,Alize Johnson (11748875),Alize Johnson,11748875,PF/F/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,IND,2.33,0.077666667
PF/C,Ike Anigbogu (11748865),Ike Anigbogu,11748865,PF/C/F/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,IND,2.25,0.075
SG/SF,Ryan Broekhoff (11748960),Ryan Broekhoff,11748960,SG/SF/F/G/UTIL,3000,POR@DAL 12/04/2018 08:30PM ET,DAL,2,0.066666667
PG,Edmond Sumner (11748869),Edmond Sumner,11748869,PG/G/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,IND,1.54,0.051333333
PF,Udonis Haslem (11748987),Udonis Haslem,11748987,PF/F/UTIL,3000,ORL@MIA 12/04/2018 07:30PM ET,MIA,1.12,0.037333333
PF/C,Dirk Nowitzki (11748695),Dirk Nowitzki,11748695,PF/C/F/UTIL,4300,POR@DAL 12/04/2018 08:30PM ET,DAL,0,0
SG/SF,Dion Waiters (11748723),Dion Waiters,11748723,SG/SF/F/G/UTIL,4000,ORL@MIA 12/04/2018 07:30PM ET,MIA,0,0
SG,Davon Reed (11748872),Davon Reed,11748872,SG/G/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,IND,0,0
SG/SF,Denzel Valentine (11748878),Denzel Valentine,11748878,SG/SF/F/G/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,CHI,0,0
PG,Tyler Ulis (11748889),Tyler Ulis,11748889,PG/G/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,CHI,0,0
PG,Rawle Alkins (11748895),Rawle Alkins,11748895,PG/G/UTIL,3000,CHI@IND 12/04/2018 07:00PM ET,CHI,0,0
PF,Tyler Cavanaugh (11748907),Tyler Cavanaugh,11748907,PF/F/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,UTA,0,0
PG,Nazareth Mitrou-Long (11748910),Nazareth Mitrou-Long,11748910,PG/G/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,UTA,0,0
C,Tony Bradley (11748916),Tony Bradley,11748916,C/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,UTA,0,0
PG,Dejounte Murray (11748921),Dejounte Murray,11748921,PG/G/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,SA,0,0
PF,Ben Moore (11748926),Ben Moore,11748926,PF/F/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,SA,0,0
SG,Lonnie Walker IV (11748932),Lonnie Walker IV,11748932,SG/G/UTIL,3000,SA@UTA 12/04/2018 09:00PM ET,SA,0,0
PG,Daryl Macon (11748954),Daryl Macon,11748954,PG/G/UTIL,3000,POR@DAL 12/04/2018 08:30PM ET,DAL,0,0
PF,Ray Spalding (11748957),Ray Spalding,11748957,PF/F/UTIL,3000,POR@DAL 12/04/2018 08:30PM ET,DAL,0,0
SF,Kostas Antetokounmpo (11748967),Kostas Antetokounmpo,11748967,SF/F/UTIL,3000,POR@DAL 12/04/2018 08:30PM ET,DAL,0,0
SG,Troy Caupain (11748970),Troy Caupain,11748970,SG/G/UTIL,3000,ORL@MIA 12/04/2018 07:30PM ET,ORL,0,0
PF,Amile Jefferson (11748976),Amile Jefferson,11748976,PF/F/UTIL,3000,ORL@MIA 12/04/2018 07:30PM ET,ORL,0,0
C,Timofey Mozgov (11748985),Timofey Mozgov,11748985,C/UTIL,3000,ORL@MIA 12/04/2018 07:30PM ET,ORL,0,0
PF,Yante Maten (11748996),Yante Maten,11748996,PF/F/UTIL,3000,ORL@MIA 12/04/2018 07:30PM ET,MIA,0,0
PF/C,Zach Randolph (11749012),Zach Randolph,11749012,PF/C/F/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,SAC,0,0
SF,Wenyen Gabriel (11749021),Wenyen Gabriel,11749021,SF/F/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,SAC,0,0
SF,George King (11749030),George King,11749030,SF/F/UTIL,3000,SAC@PHO 12/04/2018 09:00PM ET,PHO,0,0
SF,Melvin Frazier (11748982),Melvin Frazier,11748982,SF/F/UTIL,3000,ORL@MIA 12/04/2018 07:30PM ET,ORL,-0.25,-0.008333333
