Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,
PG/SG,D'Angelo Russell (11615065),D'Angelo Russell,11615065,PG/SG/G/UTIL,6000,BKN@MIN 11/12/2018 08:00PM ET,BKN,30.54,0.509
PG/SG,Jrue Holiday (11614955),Jrue Holiday,11614955,PG/SG/G/UTIL,8200,NO@TOR 11/12/2018 07:30PM ET,NO,41.71,0.508658537
SG/SF,JJ Redick (11615136),JJ Redick,11615136,SG/SF/F/G/UTIL,5300,PHI@MIA 11/12/2018 07:30PM ET,PHI,26.95,0.508490566
PF/C,Montrezl Harrell (11615108),Montrezl Harrell,11615108,PF/C/F/UTIL,5600,GS@LAC 11/12/2018 10:30PM ET,LAC,28.4,0.507142857
SG/SF,Rodney McGruder (11615095),Rodney McGruder,11615095,SG/SF/F/G/UTIL,5700,PHI@MIA 11/12/2018 07:30PM ET,MIA,28.9,0.507017544
PG,Goran Dragic (11615092),Goran Dragic,11615092,PG/G/UTIL,5800,PHI@MIA 11/12/2018 07:30PM ET,MIA,29.36,0.506206897
SF/PF,Jeff Green (11615323),Jeff Green,11615323,SF/PF/F/UTIL,4000,ORL@WAS 11/12/2018 07:00PM ET,WAS,20.23,0.50575
SG/SF,Justin Holiday (11615171),Justin Holiday,11615171,SG/SF/F/G/UTIL,5000,DAL@CHI 11/12/2018 08:00PM ET,CHI,25.27,0.5054
SG/SF,Joe Ingles (11615076),Joe Ingles,11615076,SG/SF/F/G/UTIL,5900,UTA@MEM 11/12/2018 08:00PM ET,UTA,29.71,0.503559322
PF/C,Dwight Powell (11615489),Dwight Powell,11615489,PF/C/F/UTIL,3300,DAL@CHI 11/12/2018 08:00PM ET,DAL,16.6,0.503030303
SG/SF,Kawhi Leonard (11614938),Kawhi Leonard,11614938,SG/SF/F/G/UTIL,8700,NO@TOR 11/12/2018 07:30PM ET,TOR,43.64,0.501609195
SG/SF,Iman Shumpert (11615361),Iman Shumpert,11615361,SG/SF/F/G/UTIL,3900,SA@SAC 11/12/2018 10:00PM ET,SAC,19.54,0.501025641
SF/PF,Jerami Grant (11615187),Jerami Grant,11615187,SF/PF/F/UTIL,4800,PHO@OKC 11/12/2018 08:00PM ET,OKC,24.04,0.500833333
PG,Mike Conley (11615022),Mike Conley,11615022,PG/G/UTIL,6900,UTA@MEM 11/12/2018 08:00PM ET,MEM,34.5,0.5
PG,Shai Gilgeous-Alexander (11615264),Shai Gilgeous-Alexander,11615264,PG/G/UTIL,4200,GS@LAC 11/12/2018 10:30PM ET,LAC,20.96,0.499047619
PG/SG,Cameron Payne (11615393),Cameron Payne,11615393,PG/SG/G/UTIL,3700,DAL@CHI 11/12/2018 08:00PM ET,CHI,18.44,0.498378378
PF,Dario Saric (11615207),Dario Saric,11615207,PF/F/UTIL,4700,PHI@MIA 11/12/2018 07:30PM ET,PHI,23.38,0.497446809
C,Nikola Vucevic (11614946),Nikola Vucevic,11614946,C/UTIL,8500,ORL@WAS 11/12/2018 07:00PM ET,ORL,42.19,0.496352941
C,Nerlens Noel (11615453),Nerlens Noel,11615453,C/UTIL,3500,PHO@OKC 11/12/2018 08:00PM ET,OKC,17.35,0.495714286
SF/PF,Nemanja Bjelica (11615100),Nemanja Bjelica,11615100,SF/PF/F/UTIL,5700,SA@SAC 11/12/2018 10:00PM ET,SAC,28.15,0.493859649
SG/SF,DeMar DeRozan (11614921),DeMar DeRozan,11614921,SG/SF/F/G/UTIL,9300,SA@SAC 11/12/2018 10:00PM ET,SA,45.8,0.492473118
SG/SF,Buddy Hield (11615034),Buddy Hield,11615034,SG/SF/F/G/UTIL,6600,SA@SAC 11/12/2018 10:00PM ET,SAC,32.5,0.492424242
PG/SG,Stephen Curry (11614913),Stephen Curry,11614913,PG/SG/G/UTIL,9900,GS@LAC 11/12/2018 10:30PM ET,GS,48.62,0.491111111
C,Mohamed Bamba (11615291),Mohamed Bamba,11615291,C/UTIL,4100,ORL@WAS 11/12/2018 07:00PM ET,ORL,20.12,0.490731707
PG,Ricky Rubio (11615069),Ricky Rubio,11615069,PG/G/UTIL,6000,UTA@MEM 11/12/2018 08:00PM ET,UTA,29.44,0.490666667
SG/SF,Josh Richardson (11615005),Josh Richardson,11615005,SG/SF/F/G/UTIL,7200,PHI@MIA 11/12/2018 07:30PM ET,MIA,35.29,0.490138889
PG,Ryan Arcidiacono (11615397),Ryan Arcidiacono,11615397,PG/G/UTIL,3700,DAL@CHI 11/12/2018 08:00PM ET,CHI,18.12,0.48972973
SF/PF,Harrison Barnes (11615167),Harrison Barnes,11615167,SF/PF/F/UTIL,5000,DAL@CHI 11/12/2018 08:00PM ET,DAL,24.47,0.4894
PF/C,Anthony Davis (11614900),Anthony Davis,11614900,PF/C/F/UTIL,11600,NO@TOR 11/12/2018 07:30PM ET,NO,56.58,0.487758621
PF,Maxi Kleber (11615493),Maxi Kleber,11615493,PF/F/UTIL,3300,DAL@CHI 11/12/2018 08:00PM ET,DAL,16.02,0.485454545
SF/PF,Markieff Morris (11615241),Markieff Morris,11615241,SF/PF/F/UTIL,4400,ORL@WAS 11/12/2018 07:00PM ET,WAS,21.3,0.484090909
PF/C,Ed Davis (11615403),Ed Davis,11615403,PF/C/F/UTIL,3700,BKN@MIN 11/12/2018 08:00PM ET,BKN,17.88,0.483243243
PF,Taj Gibson (11615128),Taj Gibson,11615128,PF/F/UTIL,5400,BKN@MIN 11/12/2018 08:00PM ET,MIN,26.02,0.481851852
PG/SF,Ben Simmons (11614926),Ben Simmons,11614926,PG/SF/F/G/UTIL,9000,PHI@MIA 11/12/2018 07:30PM ET,PHI,43.29,0.481
PG/SF,Luka Doncic (11614983),Luka Doncic,11614983,PG/SF/F/G/UTIL,7600,DAL@CHI 11/12/2018 08:00PM ET,DAL,36.54,0.480789474
C,Karl-Anthony Towns (11614931),Karl-Anthony Towns,11614931,C/UTIL,8900,BKN@MIN 11/12/2018 08:00PM ET,MIN,42.79,0.480786517
PG/SF,Kyle Anderson (11615330),Kyle Anderson,11615330,PG/SF/F/G/UTIL,4000,UTA@MEM 11/12/2018 08:00PM ET,MEM,19.23,0.48075
PG,Derrick White (11615261),Derrick White,11615261,PG/G/UTIL,4300,SA@SAC 11/12/2018 10:00PM ET,SA,20.62,0.479534884
PG,Russell Westbrook (11614908),Russell Westbrook,11614908,PG/G/UTIL,10700,PHO@OKC 11/12/2018 08:00PM ET,OKC,51.29,0.479345794
PF/C,LaMarcus Aldridge (11614961),LaMarcus Aldridge,11614961,PF/C/F/UTIL,8100,SA@SAC 11/12/2018 10:00PM ET,SA,38.68,0.477530864
SG/SF,Jonathon Simmons (11615508),Jonathon Simmons,11615508,SG/SF/F/G/UTIL,3300,ORL@WAS 11/12/2018 07:00PM ET,ORL,15.75,0.477272727
SF/PF,Otto Porter Jr. (11615179),Otto Porter Jr.,11615179,SF/PF/F/UTIL,5000,ORL@WAS 11/12/2018 07:00PM ET,WAS,23.82,0.4764
C,Wendell Carter Jr. (11615050),Wendell Carter Jr.,11615050,C/UTIL,6400,DAL@CHI 11/12/2018 08:00PM ET,CHI,30.42,0.4753125
PG/SG,Tyler Johnson (11615271),Tyler Johnson,11615271,PG/SG/G/UTIL,4200,PHI@MIA 11/12/2018 07:30PM ET,MIA,19.96,0.475238095
PG/SF,Justise Winslow (11615119),Justise Winslow,11615119,PG/SF/F/G/UTIL,5500,PHI@MIA 11/12/2018 07:30PM ET,MIA,26.12,0.474909091
SF/PF,T.J. Warren (11615124),T.J. Warren,11615124,SF/PF/F/UTIL,5500,PHO@OKC 11/12/2018 08:00PM ET,PHO,26.09,0.474363636
SF/PF,Jonas Jerebko (11615504),Jonas Jerebko,11615504,SF/PF/F/UTIL,3300,GS@LAC 11/12/2018 10:30PM ET,GS,15.65,0.474242424
PG/SG,Donovan Mitchell (11614988),Donovan Mitchell,11614988,PG/SG/G/UTIL,7700,UTA@MEM 11/12/2018 08:00PM ET,UTA,36.48,0.473766234
PG,Dennis Smith Jr. (11615112),Dennis Smith Jr.,11615112,PG/G/UTIL,5600,DAL@CHI 11/12/2018 08:00PM ET,DAL,26.52,0.473571429
PG/SG,Lou Williams (11615059),Lou Williams,11615059,PG/SG/G/UTIL,6100,GS@LAC 11/12/2018 10:30PM ET,LAC,28.83,0.472622951
PG,Antonio Blakeney (11615426),Antonio Blakeney,11615426,PG/G/UTIL,3500,DAL@CHI 11/12/2018 08:00PM ET,CHI,16.54,0.472571429
SF/PF,Jabari Parker (11615084),Jabari Parker,11615084,SF/PF/F/UTIL,5800,DAL@CHI 11/12/2018 08:00PM ET,CHI,27.33,0.471206897
SF,Dorian Finney-Smith (11615366),Dorian Finney-Smith,11615366,SF/F/UTIL,3800,DAL@CHI 11/12/2018 08:00PM ET,DAL,17.9,0.471052632
PG/SG,Markelle Fultz (11615219),Markelle Fultz,11615219,PG/SG/G/UTIL,4600,PHI@MIA 11/12/2018 07:30PM ET,PHI,21.66,0.470869565
PG,Isaiah Canaan (11615275),Isaiah Canaan,11615275,PG/G/UTIL,4200,PHO@OKC 11/12/2018 08:00PM ET,PHO,19.75,0.470238095
PF,Pascal Siakam (11615081),Pascal Siakam,11615081,PF/F/UTIL,5900,NO@TOR 11/12/2018 07:30PM ET,TOR,27.64,0.468474576
SG/SF,Jimmy Butler (11614933),Jimmy Butler,11614933,SG/SF/F/G/UTIL,8800,BKN@MIN 11/12/2018 08:00PM ET,MIN,41.2,0.468181818
PF,Jonathan Isaac (11615352),Jonathan Isaac,11615352,PF/F/UTIL,3900,ORL@WAS 11/12/2018 07:00PM ET,ORL,18.22,0.467179487
SG/SF,Andrew Wiggins (11615052),Andrew Wiggins,11615052,SG/SF/F/G/UTIL,6300,BKN@MIN 11/12/2018 08:00PM ET,MIN,29.42,0.466984127
C,Kosta Koufos (11615588),Kosta Koufos,11615588,C/UTIL,3200,SA@SAC 11/12/2018 10:00PM ET,SAC,14.93,0.4665625
SF/PF,Paul George (11614917),Paul George,11614917,SF/PF/F/UTIL,9700,PHO@OKC 11/12/2018 08:00PM ET,OKC,45.02,0.464123711
SG/SF,Terrence Ross (11615162),Terrence Ross,11615162,SG/SF/F/G/UTIL,5100,ORL@WAS 11/12/2018 07:00PM ET,ORL,23.58,0.462352941
SG/SF,E'Twaun Moore (11615202),E'Twaun Moore,11615202,SG/SF/F/G/UTIL,4700,NO@TOR 11/12/2018 07:30PM ET,NO,21.58,0.459148936
SG,Josh Okogie (11615355),Josh Okogie,11615355,SG/G/UTIL,3900,BKN@MIN 11/12/2018 08:00PM ET,MIN,17.89,0.458717949
C,Damian Jones (11615564),Damian Jones,11615564,C/UTIL,3200,GS@LAC 11/12/2018 10:30PM ET,GS,14.54,0.454375
PG,Jerian Grant (11615400),Jerian Grant,11615400,PG/G/UTIL,3700,ORL@WAS 11/12/2018 07:00PM ET,ORL,16.77,0.453243243
SF/PF,Rudy Gay (11615046),Rudy Gay,11615046,SF/PF/F/UTIL,6500,SA@SAC 11/12/2018 10:00PM ET,SA,29.41,0.452461538
SG,Klay Thompson (11615019),Klay Thompson,11615019,SG/G/UTIL,6900,GS@LAC 11/12/2018 10:30PM ET,GS,31.17,0.45173913
PG,D.J. Augustin (11615195),D.J. Augustin,11615195,PG/G/UTIL,4900,ORL@WAS 11/12/2018 07:00PM ET,ORL,22.12,0.451428571
PF/C,Rondae Hollis-Jefferson (11615267),Rondae Hollis-Jefferson,11615267,PF/C/F/UTIL,4200,BKN@MIN 11/12/2018 08:00PM ET,BKN,18.88,0.44952381
PF,Jaren Jackson Jr. (11615131),Jaren Jackson Jr.,11615131,PF/F/UTIL,5300,UTA@MEM 11/12/2018 08:00PM ET,MEM,23.75,0.448113208
C,Dwight Howard (11615063),Dwight Howard,11615063,C/UTIL,6100,ORL@WAS 11/12/2018 07:00PM ET,WAS,27.3,0.447540984
PG,Frank Mason III (11615455),Frank Mason III,11615455,PG/G/UTIL,3500,SA@SAC 11/12/2018 10:00PM ET,SAC,15.5,0.442857143
C,Cristiano Felicio (11615593),Cristiano Felicio,11615593,C/UTIL,3100,DAL@CHI 11/12/2018 08:00PM ET,CHI,13.72,0.442580645
SF/PF,Kevin Durant (11614904),Kevin Durant,11614904,SF/PF/F/UTIL,11000,GS@LAC 11/12/2018 10:30PM ET,GS,48.64,0.442181818
PG/SG,Shabazz Napier (11615513),Shabazz Napier,11615513,PG/SG/G/UTIL,3300,BKN@MIN 11/12/2018 08:00PM ET,BKN,14.58,0.441818182
SG/SF,Evan Fournier (11615027),Evan Fournier,11615027,SG/SF/F/G/UTIL,6700,ORL@WAS 11/12/2018 07:00PM ET,ORL,29.56,0.44119403
SG/SF,Marco Belinelli (11615278),Marco Belinelli,11615278,SG/SF/F/G/UTIL,4200,SA@SAC 11/12/2018 10:00PM ET,SA,18.52,0.440952381
SF,OG Anunoby (11615442),OG Anunoby,11615442,SF/F/UTIL,3500,NO@TOR 11/12/2018 07:30PM ET,TOR,15.38,0.439428571
PF/C,Kelly Olynyk (11615303),Kelly Olynyk,11615303,PF/C/F/UTIL,4100,PHI@MIA 11/12/2018 07:30PM ET,MIA,18,0.43902439
PG/SG,Patty Mills (11615245),Patty Mills,11615245,PG/SG/G/UTIL,4400,SA@SAC 11/12/2018 10:00PM ET,SA,19.11,0.434318182
SF/PF,Aaron Gordon (11614975),Aaron Gordon,11614975,SF/PF/F/UTIL,7800,ORL@WAS 11/12/2018 07:00PM ET,ORL,33.81,0.433461538
SF/PF,Jared Dudley (11615570),Jared Dudley,11615570,SF/PF/F/UTIL,3200,BKN@MIN 11/12/2018 08:00PM ET,BKN,13.85,0.4328125
PF/C,Mike Muscala (11615445),Mike Muscala,11615445,PF/C/F/UTIL,3500,PHI@MIA 11/12/2018 07:30PM ET,PHI,15.06,0.430285714
PG/SG,Kris Dunn (11615115),Kris Dunn,11615115,PG/SG/G/UTIL,5400,DAL@CHI 11/12/2018 08:00PM ET,CHI,23,0.425925926
PG/SG,Dennis Schroder (11614998),Dennis Schroder,11614998,PG/SG/G/UTIL,7300,PHO@OKC 11/12/2018 08:00PM ET,OKC,31.04,0.425205479
PG/SG,Austin Rivers (11615566),Austin Rivers,11615566,PG/SG/G/UTIL,3400,ORL@WAS 11/12/2018 07:00PM ET,WAS,14.44,0.424705882
PG/SG,Derrick Rose (11614992),Derrick Rose,11614992,PG/SG/G/UTIL,7500,BKN@MIN 11/12/2018 08:00PM ET,MIN,31.79,0.423866667
C,Bam Adebayo (11615343),Bam Adebayo,11615343,C/UTIL,4000,PHI@MIA 11/12/2018 07:30PM ET,MIA,16.9,0.4225
PF/C,Gorgui Dieng (11615432),Gorgui Dieng,11615432,PF/C/F/UTIL,3500,BKN@MIN 11/12/2018 08:00PM ET,MIN,14.73,0.420857143
C,Boban Marjanovic (11615227),Boban Marjanovic,11615227,C/UTIL,4600,GS@LAC 11/12/2018 10:30PM ET,LAC,19.3,0.419565217
SF,Justin Jackson (11615483),Justin Jackson,11615483,SF/F/UTIL,3400,SA@SAC 11/12/2018 10:00PM ET,SAC,14.21,0.417941176
PG,Shaun Livingston (11615694),Shaun Livingston,11615694,PG/G/UTIL,3000,GS@LAC 11/12/2018 10:30PM ET,GS,12.5,0.416666667
C,Marcin Gortat (11615502),Marcin Gortat,11615502,C/UTIL,3300,GS@LAC 11/12/2018 10:30PM ET,LAC,13.61,0.412424242
PF/C,Kevon Looney (11615377),Kevon Looney,11615377,PF/C/F/UTIL,3800,GS@LAC 11/12/2018 10:30PM ET,GS,15.62,0.411052632
SG/SF,Wayne Ellington (11615388),Wayne Ellington,11615388,SG/SF/F/G/UTIL,3800,PHI@MIA 11/12/2018 07:30PM ET,MIA,15.6,0.410526316
PF/C,Draymond Green (11614965),Draymond Green,11614965,PF/C/F/UTIL,8000,GS@LAC 11/12/2018 10:30PM ET,GS,32.8,0.41
PF/C,Patrick Patterson (11615622),Patrick Patterson,11615622,PF/C/F/UTIL,3100,PHO@OKC 11/12/2018 08:00PM ET,OKC,12.69,0.409354839
SG/SF,Allen Crabbe (11615418),Allen Crabbe,11615418,SG/SF/F/G/UTIL,3600,BKN@MIN 11/12/2018 08:00PM ET,BKN,14.35,0.398611111
PG,Jared Terrell (11615602),Jared Terrell,11615602,PG/G/UTIL,3100,BKN@MIN 11/12/2018 08:00PM ET,MIN,12.25,0.39516129
SG,Troy Williams (11615486),Troy Williams,11615486,SG/G/UTIL,3400,SA@SAC 11/12/2018 10:00PM ET,SAC,13.42,0.394705882
SF,Josh Jackson (11615480),Josh Jackson,11615480,SF/F/UTIL,3400,PHO@OKC 11/12/2018 08:00PM ET,PHO,13.35,0.392647059
SF/PF,Omri Casspi (11615605),Omri Casspi,11615605,SF/PF/F/UTIL,3100,UTA@MEM 11/12/2018 08:00PM ET,MEM,11.96,0.385806452
PF/C,Ryan Anderson (11615626),Ryan Anderson,11615626,PF/C/F/UTIL,3100,PHO@OKC 11/12/2018 08:00PM ET,PHO,11.93,0.38483871
PF/C,Jason Smith (11615708),Jason Smith,11615708,PF/C/F/UTIL,3000,ORL@WAS 11/12/2018 07:00PM ET,WAS,11.53,0.384333333
SF/PF,Dante Cunningham (11615548),Dante Cunningham,11615548,SF/PF/F/UTIL,3300,SA@SAC 11/12/2018 10:00PM ET,SA,12.68,0.384242424
SF/PF,Anthony Tolliver (11615517),Anthony Tolliver,11615517,SF/PF/F/UTIL,3300,BKN@MIN 11/12/2018 08:00PM ET,MIN,12.67,0.383939394
SG,Avery Bradley (11615429),Avery Bradley,11615429,SG/G/UTIL,3500,GS@LAC 11/12/2018 10:30PM ET,LAC,13.42,0.383428571
PG/SG,Dante Exum (11615407),Dante Exum,11615407,PG/SG/G/UTIL,3700,UTA@MEM 11/12/2018 08:00PM ET,UTA,14.02,0.378918919
PF,Rodions Kurucs (11615754),Rodions Kurucs,11615754,PF/F/UTIL,3000,BKN@MIN 11/12/2018 08:00PM ET,BKN,11.3,0.376666667
SG/SF,Alex Abrines (11615471),Alex Abrines,11615471,SG/SF/F/G/UTIL,3400,PHO@OKC 11/12/2018 08:00PM ET,OKC,12.79,0.376176471
SF/PF,DeMarre Carroll (11615460),DeMarre Carroll,11615460,SF/PF/F/UTIL,3400,BKN@MIN 11/12/2018 08:00PM ET,BKN,12.75,0.375
PG,Landry Shamet (11615468),Landry Shamet,11615468,PG/G/UTIL,3400,PHI@MIA 11/12/2018 07:30PM ET,PHI,12.68,0.372941176
SG,Dillon Brooks (11615436),Dillon Brooks,11615436,SG/G/UTIL,3500,UTA@MEM 11/12/2018 08:00PM ET,MEM,12.89,0.368285714
PG,Tyus Jones (11615327),Tyus Jones,11615327,PG/G/UTIL,4000,BKN@MIN 11/12/2018 08:00PM ET,MIN,14.73,0.36825
SF,Mikal Bridges (11615423),Mikal Bridges,11615423,SF/F/UTIL,3600,PHO@OKC 11/12/2018 08:00PM ET,PHO,13.23,0.3675
SG,Alec Burks (11615381),Alec Burks,11615381,SG/G/UTIL,3800,UTA@MEM 11/12/2018 08:00PM ET,UTA,13.84,0.364210526
PG,Elie Okobo (11615545),Elie Okobo,11615545,PG/G/UTIL,3300,PHO@OKC 11/12/2018 08:00PM ET,PHO,12,0.363636364
PF,Alfonzo McKinnie (11615374),Alfonzo McKinnie,11615374,PF/F/UTIL,3800,GS@LAC 11/12/2018 10:30PM ET,GS,13.81,0.363421053
SF,Derrick Jones Jr. (11615585),Derrick Jones Jr.,11615585,SF/F/UTIL,3200,PHI@MIA 11/12/2018 07:30PM ET,MIA,11.56,0.36125
SG,Chandler Hutchison (11615496),Chandler Hutchison,11615496,SG/G/UTIL,3300,DAL@CHI 11/12/2018 08:00PM ET,CHI,11.77,0.356666667
