Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Derrick White (11656415),Derrick White,11656415,PG/G/UTIL,4300,SA@NO 11/19/2018 08:00PM ET,SA,15.92
SF/PF,Jae Crowder (11656396),Jae Crowder,11656396,SF/PF/F/UTIL,4200,UTA@IND 11/19/2018 07:00PM ET,UTA,23.95
SF,Miles Bridges (11656400),Miles Bridges,11656400,SF/F/UTIL,4200,BOS@CHA 11/19/2018 07:00PM ET,CHA,16.59
SG/SF,Jaylen Brown (11656403),Jaylen Brown,11656403,SG/SF/F/G/UTIL,4200,BOS@CHA 11/19/2018 07:00PM ET,BOS,19.97
PG,Shelvin Mack (11656408),Shelvin Mack,11656408,PG/G/UTIL,4200,DAL@MEM 11/19/2018 08:00PM ET,MEM,22.73
PG/SG,Jeremy Lin (11656411),Jeremy Lin,11656411,PG/SG/G/UTIL,4200,LAC@ATL 11/19/2018 07:30PM ET,ATL,18.69
C,Alex Len (11656423),Alex Len,11656423,C/UTIL,4200,LAC@ATL 11/19/2018 07:30PM ET,ATL,21.06
PG,Monte Morris (11656393),Monte Morris,11656393,PG/G/UTIL,4100,DEN@MIL 11/19/2018 08:00PM ET,DEN,20.06
SG/SF,Tyreke Evans (11656418),Tyreke Evans,11656418,SG/SF/F/G/UTIL,4100,UTA@IND 11/19/2018 07:00PM ET,IND,20.85
SF/PF,JaMychal Green (11656444),JaMychal Green,11656444,SF/PF/F/UTIL,4100,DAL@MEM 11/19/2018 08:00PM ET,MEM,22.5
PG/SG,Bryn Forbes (11656425),Bryn Forbes,11656425,PG/SG/G/UTIL,4100,SA@NO 11/19/2018 08:00PM ET,SA,20.55
SG/SF,Pat Connaughton (11656429),Pat Connaughton,11656429,SG/SF/F/G/UTIL,4000,DEN@MIL 11/19/2018 08:00PM ET,MIL,17.88
SF/PF,Trey Lyles (11656434),Trey Lyles,11656434,SF/PF/F/UTIL,4000,DEN@MIL 11/19/2018 08:00PM ET,DEN,21.17
SF/PF,Thaddeus Young (11656438),Thaddeus Young,11656438,SF/PF/F/UTIL,4000,UTA@IND 11/19/2018 07:00PM ET,IND,21.16
C,Cody Zeller (11656442),Cody Zeller,11656442,C/UTIL,4000,BOS@CHA 11/19/2018 07:00PM ET,CHA,21.15
SG/SF,Reggie Bullock (11656448),Reggie Bullock,11656448,SG/SF/F/G/UTIL,4000,CLE@DET 11/19/2018 07:00PM ET,DET,18.15
PG/SG,George Hill (11656453),George Hill,11656453,PG/SG/G/UTIL,4000,CLE@DET 11/19/2018 07:00PM ET,CLE,21.48
PF/C,Dewayne Dedmon (11656457),Dewayne Dedmon,11656457,PF/C/F/UTIL,4000,LAC@ATL 11/19/2018 07:30PM ET,ATL,20.72
C,Pau Gasol (11656461),Pau Gasol,11656461,C/UTIL,4000,SA@NO 11/19/2018 08:00PM ET,SA,21.64
SF,Mikal Bridges (11656463),Mikal Bridges,11656463,SF/F/UTIL,4000,PHO@PHI 11/19/2018 07:00PM ET,PHO,15.54
SG/SF,Bogdan Bogdanovic (11656466),Bogdan Bogdanovic,11656466,SG/SF/F/G/UTIL,4000,OKC@SAC 11/19/2018 10:00PM ET,SAC,20.3
PG,Cory Joseph (11656471),Cory Joseph,11656471,PG/G/UTIL,3900,UTA@IND 11/19/2018 07:00PM ET,IND,18.77
SF/PF,Marvin Williams (11656474),Marvin Williams,11656474,SF/PF/F/UTIL,3900,BOS@CHA 11/19/2018 07:00PM ET,CHA,17.95
PG/SG,Terry Rozier (11656478),Terry Rozier,11656478,PG/SG/G/UTIL,3900,BOS@CHA 11/19/2018 07:00PM ET,BOS,18.94
PG,Ish Smith (11656482),Ish Smith,11656482,PG/G/UTIL,3900,CLE@DET 11/19/2018 07:00PM ET,DET,19.85
PG/SG,Patty Mills (11656485),Patty Mills,11656485,PG/SG/G/UTIL,3900,SA@NO 11/19/2018 08:00PM ET,SA,19.87
PG,Isaiah Canaan (11656489),Isaiah Canaan,11656489,PG/G/UTIL,3900,PHO@PHI 11/19/2018 07:00PM ET,PHO,19.41
PF/C,Mike Muscala (11656510),Mike Muscala,11656510,PF/C/F/UTIL,3900,PHO@PHI 11/19/2018 07:00PM ET,PHI,16.60
PF,Marvin Bagley III (11656492),Marvin Bagley III,11656492,PF/F/UTIL,3900,OKC@SAC 11/19/2018 10:00PM ET,SAC,22.45
PG/SG,Langston Galloway (11656495),Langston Galloway,11656495,PG/SG/G/UTIL,3800,CLE@DET 11/19/2018 07:00PM ET,DET,16.58
SG/SF,J.R. Smith (11656499),J.R. Smith,11656499,SG/SF/F/G/UTIL,3800,CLE@DET 11/19/2018 07:00PM ET,CLE,15.45
PF,Omari Spellman (11656504),Omari Spellman,11656504,PF/F/UTIL,3800,LAC@ATL 11/19/2018 07:30PM ET,ATL,18.13
SF,DeAndre' Bembry (11656507),DeAndre' Bembry,11656507,SF/F/UTIL,3800,LAC@ATL 11/19/2018 07:30PM ET,ATL,20.58
SG,Malik Monk (11656514),Malik Monk,11656514,SG/G/UTIL,3700,BOS@CHA 11/19/2018 07:00PM ET,CHA,19.35
SF/PF,Michael Kidd-Gilchrist (11656517),Michael Kidd-Gilchrist,11656517,SF/PF/F/UTIL,3700,BOS@CHA 11/19/2018 07:00PM ET,CHA,21.06
PG,Tony Parker (11656529),Tony Parker,11656529,PG/G/UTIL,3700,BOS@CHA 11/19/2018 07:00PM ET,CHA,19.23
SF/PF,Stanley Johnson (11656521),Stanley Johnson,11656521,SF/PF/F/UTIL,3700,CLE@DET 11/19/2018 07:00PM ET,DET,18.38
C,Boban Marjanovic (11656539),Boban Marjanovic,11656539,C/UTIL,3700,LAC@ATL 11/19/2018 07:30PM ET,LAC,19.30
PF/C,Ersan Ilyasova (11656525),Ersan Ilyasova,11656525,PF/C/F/UTIL,3600,DEN@MIL 11/19/2018 08:00PM ET,MIL,19.18
PG/SG,Marcus Smart (11656532),Marcus Smart,11656532,PG/SG/G/UTIL,3600,BOS@CHA 11/19/2018 07:00PM ET,BOS,17.98
SF,Dorian Finney-Smith (11656536),Dorian Finney-Smith,11656536,SF/F/UTIL,3600,DAL@MEM 11/19/2018 08:00PM ET,DAL,18.72
SF/PF,Glenn Robinson III (11656541),Glenn Robinson III,11656541,SF/PF/F/UTIL,3500,CLE@DET 11/19/2018 07:00PM ET,DET,9.92
SG/SF,David Nwaba (11656545),David Nwaba,11656545,SG/SF/F/G/UTIL,3500,CLE@DET 11/19/2018 07:00PM ET,CLE,11
C,Marcin Gortat (11656550),Marcin Gortat,11656550,C/UTIL,3500,LAC@ATL 11/19/2018 07:30PM ET,LAC,15.56
SG,Avery Bradley (11656552),Avery Bradley,11656552,SG/G/UTIL,3500,LAC@ATL 11/19/2018 07:30PM ET,LAC,13.42
SG/SF,Marco Belinelli (11656555),Marco Belinelli,11656555,SG/SF/F/G/UTIL,3500,SA@NO 11/19/2018 08:00PM ET,SA,17.35
SF/PF,Wilson Chandler (11656560),Wilson Chandler,11656560,SF/PF/F/UTIL,3500,PHO@PHI 11/19/2018 07:00PM ET,PHI,11.96
SG/SF,Iman Shumpert (11656564),Iman Shumpert,11656564,SG/SF/F/G/UTIL,3500,OKC@SAC 11/19/2018 10:00PM ET,SAC,18.86
C,Guillermo Hernangomez (11656569),Guillermo Hernangomez,11656569,C/UTIL,3400,BOS@CHA 11/19/2018 07:00PM ET,CHA,16.73
PF/C,Dwight Powell (11656571),Dwight Powell,11656571,PF/C/F/UTIL,3400,DAL@MEM 11/19/2018 08:00PM ET,DAL,17.67
SF/PF,Mike Scott (11656575),Mike Scott,11656575,SF/PF/F/UTIL,3400,LAC@ATL 11/19/2018 07:30PM ET,LAC,11.65
SF/PF,Dante Cunningham (11656579),Dante Cunningham,11656579,SF/PF/F/UTIL,3400,SA@NO 11/19/2018 08:00PM ET,SA,13.35
SF/PF,Wesley Johnson (11656583),Wesley Johnson,11656583,SF/PF/F/UTIL,3400,SA@NO 11/19/2018 08:00PM ET,NO,13.52
SF,Josh Jackson (11656587),Josh Jackson,11656587,SF/F/UTIL,3400,PHO@PHI 11/19/2018 07:00PM ET,PHO,13.98
PG/SG,Markelle Fultz (11656590),Markelle Fultz,11656590,PG/SG/G/UTIL,3400,PHO@PHI 11/19/2018 07:00PM ET,PHI,20.12
C,Nerlens Noel (11656594),Nerlens Noel,11656594,C/UTIL,3400,OKC@SAC 11/19/2018 10:00PM ET,OKC,17.47
SG,Hamidou Diallo (11656596),Hamidou Diallo,11656596,SG/G/UTIL,3400,OKC@SAC 11/19/2018 10:00PM ET,OKC,11.45
PF/C,Mason Plumlee (11656599),Mason Plumlee,11656599,PF/C/F/UTIL,3300,DEN@MIL 11/19/2018 08:00PM ET,DEN,16.94
SG,Dwayne Bacon (11656603),Dwayne Bacon,11656603,SG/G/UTIL,3300,BOS@CHA 11/19/2018 07:00PM ET,CHA,10.54
C,Aron Baynes (11656606),Aron Baynes,11656606,C/UTIL,3300,BOS@CHA 11/19/2018 07:00PM ET,BOS,14.42
PG,Andrew Harrison (11656608),Andrew Harrison,11656608,PG/G/UTIL,3300,CLE@DET 11/19/2018 07:00PM ET,CLE,8.81
SG,Kevin Huerter (11656611),Kevin Huerter,11656611,SG/G/UTIL,3300,LAC@ATL 11/19/2018 07:30PM ET,ATL,13.52
SF,Alex Poythress (11656614),Alex Poythress,11656614,SF/F/UTIL,3300,LAC@ATL 11/19/2018 07:30PM ET,ATL,12.10
PF/C,Davis Bertans (11656617),Davis Bertans,11656617,PF/C/F/UTIL,3300,SA@NO 11/19/2018 08:00PM ET,SA,11.86
PF,Cheick Diallo (11656621),Cheick Diallo,11656621,PF/F/UTIL,3300,SA@NO 11/19/2018 08:00PM ET,NO,12.23
SG,Furkan Korkmaz (11656624),Furkan Korkmaz,11656624,SG/G/UTIL,3300,PHO@PHI 11/19/2018 07:00PM ET,PHI,9.02
PG/SG,Raymond Felton (11656627),Raymond Felton,11656627,PG/SG/G/UTIL,3300,OKC@SAC 11/19/2018 10:00PM ET,OKC,12.31
PG,Frank Mason III (11656631),Frank Mason III,11656631,PG/G/UTIL,3300,OKC@SAC 11/19/2018 10:00PM ET,SAC,14.62
SF,Justin Jackson (11656634),Justin Jackson,11656634,SF/F/UTIL,3300,OKC@SAC 11/19/2018 10:00PM ET,SAC,14.15
C,John Henson (11656637),John Henson,11656637,C/UTIL,3200,DEN@MIL 11/19/2018 08:00PM ET,MIL,16.02
PG/SG,Dante Exum (11656639),Dante Exum,11656639,PG/SG/G/UTIL,3200,UTA@IND 11/19/2018 07:00PM ET,UTA,14.08
PG,Aaron Holiday (11656643),Aaron Holiday,11656643,PG/G/UTIL,3200,UTA@IND 11/19/2018 07:00PM ET,IND,4.58
SG,Dillon Brooks (11656646),Dillon Brooks,11656646,SG/G/UTIL,3200,DAL@MEM 11/19/2018 08:00PM ET,MEM,12.89
SG,MarShon Brooks (11656649),MarShon Brooks,11656649,SG/G/UTIL,3200,DAL@MEM 11/19/2018 08:00PM ET,MEM,12.54
PF,Maxi Kleber (11656652),Maxi Kleber,11656652,PF/F/UTIL,3200,DAL@MEM 11/19/2018 08:00PM ET,DAL,15.63
PG/SG,Devin Harris (11656655),Devin Harris,11656655,PG/SG/G/UTIL,3200,DAL@MEM 11/19/2018 08:00PM ET,DAL,10.8
PF/C,Jon Leuer (11656659),Jon Leuer,11656659,PF/C/F/UTIL,3200,CLE@DET 11/19/2018 07:00PM ET,DET,7.2
C,Zaza Pachulia (11656663),Zaza Pachulia,11656663,C/UTIL,3200,CLE@DET 11/19/2018 07:00PM ET,DET,12.42
SG/SF,Kyle Korver (11656665),Kyle Korver,11656665,SG/SF/F/G/UTIL,3200,CLE@DET 11/19/2018 07:00PM ET,CLE,9.84
SG/SF,Vince Carter (11656670),Vince Carter,11656670,SG/SF/F/G/UTIL,3200,LAC@ATL 11/19/2018 07:30PM ET,ATL,14.08
C,Miles Plumlee (11656675),Miles Plumlee,11656675,C/UTIL,3200,LAC@ATL 11/19/2018 07:30PM ET,ATL,12.48
PG/SG,Ian Clark (11656677),Ian Clark,11656677,PG/SG/G/UTIL,3200,SA@NO 11/19/2018 08:00PM ET,NO,9.6
PF/C,Richaun Holmes (11656681),Richaun Holmes,11656681,PF/C/F/UTIL,3200,PHO@PHI 11/19/2018 07:00PM ET,PHO,9.95
PG,Landry Shamet (11656685),Landry Shamet,11656685,PG/G/UTIL,3200,PHO@PHI 11/19/2018 07:00PM ET,PHI,12.19
PG/SG,T.J. McConnell (11656688),T.J. McConnell,11656688,PG/SG/G/UTIL,3200,PHO@PHI 11/19/2018 07:00PM ET,PHI,11.56
SG/SF,Alex Abrines (11656692),Alex Abrines,11656692,SG/SF/F/G/UTIL,3200,OKC@SAC 11/19/2018 10:00PM ET,OKC,12.36
SG,Timothe Luwawu-Cabarrot (11656697),Timothe Luwawu-Cabarrot,11656697,SG/G/UTIL,3200,OKC@SAC 11/19/2018 10:00PM ET,OKC,2.47
SG,Troy Williams (11656700),Troy Williams,11656700,SG/G/UTIL,3200,OKC@SAC 11/19/2018 10:00PM ET,SAC,13.53
PG/SG,Yogi Ferrell (11656703),Yogi Ferrell,11656703,PG/SG/G/UTIL,3200,OKC@SAC 11/19/2018 10:00PM ET,SAC,10.82
SG,Donte DiVincenzo (11656707),Donte DiVincenzo,11656707,SG/G/UTIL,3100,DEN@MIL 11/19/2018 08:00PM ET,MIL,13.45
PF/C,Thon Maker (11656710),Thon Maker,11656710,PF/C/F/UTIL,3100,DEN@MIL 11/19/2018 08:00PM ET,MIL,13.21
SG/SF,Tony Snell (11656714),Tony Snell,11656714,SG/SF/F/G/UTIL,3100,DEN@MIL 11/19/2018 08:00PM ET,MIL,11.83
SG,Malik Beasley (11656719),Malik Beasley,11656719,SG/G/UTIL,3100,DEN@MIL 11/19/2018 08:00PM ET,DEN,11.30
SG,Alec Burks (11656722),Alec Burks,11656722,SG/G/UTIL,3100,UTA@IND 11/19/2018 07:00PM ET,UTA,12.67
SG,Wayne Selden Jr. (11656725),Wayne Selden Jr.,11656725,SG/G/UTIL,3100,DAL@MEM 11/19/2018 08:00PM ET,MEM,10.47
SF/PF,Omri Casspi (11656728),Omri Casspi,11656728,SF/PF/F/UTIL,3100,DAL@MEM 11/19/2018 08:00PM ET,MEM,11.61
