Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
18,1267661570,trizzykev,0,255.75,SF Kevin Durant UTIL DeMar DeRozan PF Julius Randle PG Brandon Ingram SG JJ Redick C Larry Nance Jr. G Wayne Ellington F Iman Shumpert,,Joel Embiid,C,12.82%,44
19,1267326334,imdirtydan1796,0,254.25,SF Kevin Durant PG Zach LaVine SG Dennis Schroder C Wendell Carter Jr. PF Jaren Jackson Jr. UTIL Josh Hart G Quinn Cook F Alfonzo McKinnie,,JJ Redick,SG,12.82%,22
20,1267558599,daktmacfan100,0,253.5,G James Harden SF DeMar DeRozan SG Zach LaVine UTIL Julius Randle F Jaren Jackson Jr. PG Quinn Cook C Davis Bertans PF Amir Johnson,,Deandre Ayton,C,12.82%,39
21,1267002908,cpruit10,0,250.5,SF Kevin Durant PF Paul George C Willie Cauley-Stein G D'Angelo Russell UTIL Jarrett Allen F Jaren Jackson Jr. PG Quinn Cook SG David Nwaba,,Larry Nance Jr.,PF,10.26%,30.5
22,1266941507,Seshan23,0,249,SF Kevin Durant PF LaMarcus Aldridge UTIL Wendell Carter Jr. C JaVale McGee SG JJ Redick F Markieff Morris G Josh Hart PG Quinn Cook,,Tristan Thompson,C,10.26%,43.5
22,1267323192,x7gambit7x,0,249,PF Anthony Davis PG Jrue Holiday UTIL Clint Capela C Jarrett Allen SF Justin Holiday F T.J. Warren SG Andre Iguodala G Gerald Green,,Trevor Ariza,SF,10.26%,18.5
24,1266806378,Brigerinocappacino,0,247.75,PG James Harden SG Zach LaVine F LaMarcus Aldridge G Klay Thompson SF Kyle Kuzma PF Larry Nance Jr. C Kevon Looney UTIL Damian Jones,,Jerami Grant,F,10.26%,24.5
25,1267629763,bmedcalf18,0,245.25,SF Paul George G Luka Doncic SG Klay Thompson C Willie Cauley-Stein PF Justise Winslow F Jerami Grant UTIL Markieff Morris PG Quinn Cook,,Ben Simmons,F,10.26%,43.5
26,1267460759,Krypt1cKhaos,0,240.75,SG Zach LaVine G Chris Paul PG Luka Doncic UTIL Wendell Carter Jr. F Julius Randle PF Kyle Kuzma SF P.J. Tucker C Kevon Looney,,Clint Capela,C,10.26%,39.25
27,1267776403,beto1130,0,238.5,UTIL Anthony Davis SG DeMar DeRozan F Julius Randle PG D'Angelo Russell SF Kelly Oubre Jr. PF P.J. Tucker C Ed Davis G J.J. Barea,,T.J. Warren,F,10.26%,42.25
28,1267736126,Kramerica12,0,237.75,PG De'Aaron Fox G Dennis Schroder C Deandre Ayton SG Klay Thompson UTIL Wendell Carter Jr. PF Kyle Kuzma SF Jerami Grant F Marvin Bagley III,,Jonah Bolden,UTIL,10.26%,9.75
29,1266827175,Nacs,0,237.5,SG Zach LaVine PG Luka Doncic G Buddy Hield UTIL Klay Thompson C Tristan Thompson PF Jaren Jackson Jr. SF Trevor Ariza F Jerami Grant,,Josh Hart,G,10.26%,25.75
30,1267755413,petermao,0,236.75,PF LeBron James G De'Aaron Fox UTIL Steven Adams SG D'Angelo Russell C Jarrett Allen F JJ Redick PG Rajon Rondo SF Garrett Temple,,Jarrett Allen,UTIL,10.26%,19.75
31,1267806500,86Skinsfan,0,235.75,SF Paul George C Hassan Whiteside G Bradley Beal SG D'Angelo Russell PF Trevor Ariza F Jerami Grant PG Rajon Rondo UTIL Iman Shumpert,,LeBron James,SF,10.26%,38.75
32,1267119444,janee463,0,234.25,SF LeBron James SG Zach LaVine C Deandre Ayton F Harrison Barnes PF Jaren Jackson Jr. UTIL Spencer Dinwiddie PG Isaiah Canaan G Quinn Cook,,Jrue Holiday,SG,10.26%,46.5
33,1267719126,The_Shepherd,0,230.75,PF Kevin Durant F Josh Richardson G Klay Thompson UTIL Wendell Carter Jr. SF Trevor Ariza PG Tyler Johnson C Kelly Olynyk SG Josh Hart,,P.J. Tucker,PF,10.26%,11.75
34,1267067626,JRHmoney,0,229,PF Kevin Durant SF Ben Simmons C Hassan Whiteside PG D'Angelo Russell F Kelly Olynyk SG Josh Hart UTIL Alfonzo McKinnie G Frank Mason III,,Davis Bertans,F,10.26%,15
35,1267199010,kbrew723,0,228.25,C Joel Embiid SG Jrue Holiday UTIL Devin Booker PG Dennis Schroder PF P.J. Tucker G Quinn Cook F Davis Bertans SF Terrance Ferguson,,Jabari Parker,F,10.26%,24.75
36,1267565516,kronke,0,209.5,UTIL Joel Embiid G Chris Paul C Deandre Ayton SF Jabari Parker PF Jaren Jackson Jr. SG Jordan Clarkson PG Isaiah Canaan F Alfonzo McKinnie,,LaMarcus Aldridge,F,7.69%,43.5
37,1267009802,GIMMIETHELOOT12,0,205.25,F Nikola Mirotic G Dennis Schroder C Wendell Carter Jr. PF Julius Randle UTIL JaVale McGee SF Kyle Kuzma SG JJ Redick PG Rajon Rondo,,Kevon Looney,C,7.69%,9.25
38,1267333680,Rover3,0,204.75,PG James Harden G Chris Paul SF Brandon Ingram SG D'Angelo Russell C Tristan Thompson UTIL Jarrett Allen PF Jaren Jackson Jr. F Dario Saric,,Luka Doncic,PG,7.69%,42
39,1267761099,MasonP1219,0,199.25,SF LeBron James PG Zach LaVine C Clint Capela F Kyle Kuzma SG Justin Holiday UTIL Dario Saric PF P.J. Tucker G Iman Shumpert,,Buddy Hield,G,7.69%,19.5
,,,,,,,Collin Sexton,G,7.69%,30
,,,,,,,Willie Cauley-Stein,C,7.69%,30.5
,,,,,,,Alfonzo McKinnie,UTIL,7.69%,10.5
,,,,,,,Devin Booker,UTIL,7.69%,26.75
,,,,,,,Chris Paul,G,7.69%,32.5
,,,,,,,Brandon Ingram,SF,7.69%,25
,,,,,,,DeMar DeRozan,SF,7.69%,30.75
,,,,,,,Amir Johnson,PF,7.69%,15.5
,,,,,,,Iman Shumpert,F,7.69%,15.5
,,,,,,,JaVale McGee,C,5.13%,25
,,,,,,,Markieff Morris,F,5.13%,5.5
,,,,,,,Hassan Whiteside,C,5.13%,48
,,,,,,,Kelly Olynyk,F,5.13%,8.75
,,,,,,,Spencer Dinwiddie,UTIL,5.13%,26.5
,,,,,,,Isaiah Canaan,PG,5.13%,19.25
,,,,,,,Anthony Davis,PF,5.13%,58.25
,,,,,,,Dario Saric,F,5.13%,0
,,,,,,,Damian Jones,UTIL,2.56%,19
,,,,,,,Wayne Selden Jr.,SG,2.56%,3.5
,,,,,,,David Nwaba,SG,2.56%,11.5
,,,,,,,Nikola Mirotic,F,2.56%,0
,,,,,,,Frank Mason III,G,2.56%,7
,,,,,,,Harrison Barnes,F,2.56%,11.75
,,,,,,,J.R. Smith,G,2.56%,11.75
,,,,,,,Ryan Arcidiacono,UTIL,2.56%,24
,,,,,,,Terrance Ferguson,SF,2.56%,9
,,,,,,,Marc Gasol,C,2.56%,48.5
,,,,,,,Mike Conley,PG,2.56%,53.5
,,,,,,,Rodney Hood,SF,2.56%,26.5
,,,,,,,Andre Iguodala,SG,2.56%,14.25
,,,,,,,Gerald Green,G,2.56%,3.5
,,,,,,,Wesley Matthews,SF,2.56%,17.5
,,,,,,,Caris LeVert,SF,2.56%,5.5
,,,,,,,Justise Winslow,PF,2.56%,19
,,,,,,,John Wall,G,2.56%,48.5
,,,,,,,Richaun Holmes,PF,2.56%,9
,,,,,,,Mikal Bridges,SF,2.56%,8.5
,,,,,,,Wayne Ellington,G,2.56%,25.5
,,,,,,,Markelle Fultz,SG,2.56%,23.5
,,,,,,,Josh Richardson,F,2.56%,37.25
,,,,,,,Tyler Johnson,PG,2.56%,22.75
,,,,,,,Marvin Bagley III,F,2.56%,19.25
,,,,,,,Garrett Temple,SF,2.56%,24.5
,,,,,,,Kelly Oubre Jr.,SF,2.56%,15.75
,,,,,,,Ed Davis,C,2.56%,10.75
,,,,,,,J.J. Barea,G,2.56%,34.75
,,,,,,,Marco Belinelli,SF,2.56%,14.5
,,,,,,,Bradley Beal,G,2.56%,26.75
