Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
117,1272474566,SOUTHSIDE4-1TX,0,249.75,PF Anthony Davis SF Ben Simmons UTIL Steven Adams C Willie Cauley-Stein G Quinn Cook SG Bryn Forbes PG Shelvin Mack F OG Anunoby,,Shaquille Harrison,G,1.00%,12
117,1272560272,elcmlc27k,0,249.75,PG Ben Simmons C Karl-Anthony Towns SF Kawhi Leonard F Taj Gibson PF Harrison Barnes UTIL Quinn Cook G Shai Gilgeous-Alexander SG T.J. McConnell,,Austin Rivers,UTIL,1.00%,10.25
119,1272843297,askretzinger,0,249,C Anthony Davis UTIL Ben Simmons PF Montrezl Harrell F T.J. Warren SF JJ Redick PG Quinn Cook G Tyler Johnson SG Raymond Felton,,Josh Okogie,G,1.00%,16.5
120,1272089576,g8rmoye,0,248,PF Anthony Davis G Derrick Rose C Steven Adams F Taj Gibson SF Justin Holiday PG Quinn Cook SG Spencer Dinwiddie UTIL Fred VanVleet,,Nerlens Noel,UTIL,1.00%,20
121,1272101645,outback22,0,247.75,G Kyle Lowry UTIL Zach LaVine SG Bradley Beal C Steven Adams PF Montrezl Harrell SF JJ Redick PG Quinn Cook F Wilson Chandler,,Maxi Kleber,F,1.00%,20.5
121,1272508346,Cowboys9394,0,247.75,C Draymond Green UTIL Donovan Mitchell F Tobias Harris SG Klay Thompson SF Danilo Gallinari PF Montrezl Harrell G Quinn Cook PG Shai Gilgeous-Alexander,,Marco Belinelli,F,1.00%,4
121,1272888084,chad79260,0,247.75,SG Zach LaVine PG Luka Doncic G Derrick Rose UTIL Jabari Parker PF Montrezl Harrell F Taj Gibson SF Harrison Barnes C Boban Marjanovic,,Álex Abrines,UTIL,1.00%,20
124,1272074107,chad762,0,246.75,C Joel Embiid SF Ben Simmons SG Zach LaVine PF Montrezl Harrell PG Quinn Cook G Derrick White UTIL Mohamed Bamba F OG Anunoby,,Derrick Jones Jr.,SF,0.50%,11.5
125,1272745668,AtillaTH,0,246.5,SF Ben Simmons UTIL Karl-Anthony Towns C Hassan Whiteside G De'Aaron Fox PG Quinn Cook PF Rondae Hollis-Jefferson SG T.J. McConnell F Ed Davis,,Elie Okobo,G,0.50%,9.5
126,1272068726,ndeluca32,0,246.25,C Karl-Anthony Towns UTIL Nikola Vucevic G Kyle Lowry PF Julius Randle F T.J. Warren PG Derrick White SG T.J. McConnell SF OG Anunoby,,Mike Scott,PF,0.50%,16.75
126,1272622169,seavytime,0,246.25,F LaMarcus Aldridge UTIL Donovan Mitchell G Dennis Schroder C Willie Cauley-Stein PF Taj Gibson SG JJ Redick PG Quinn Cook SF Trevor Ariza,,Jerian Grant,G,0.50%,11.25
128,1272025431,Heman34,0,245.75,F Anthony Davis UTIL Joel Embiid PG John Wall PF Trevor Ariza SG Tyler Johnson G T.J. McConnell C Gorgui Dieng SF Derrick Jones Jr.,,Kostas Antetokounmpo,F,0.50%,0
129,1272205851,franklee16,0,245.5,SF Ben Simmons UTIL Kyle Lowry SG Klay Thompson C Steven Adams PG D'Angelo Russell PF Jabari Parker F Andre Iguodala G C.J. Miles,,Bogdan Bogdanovic,F,0.50%,28.75
129,1272237432,torkelson,0,245.5,UTIL Joel Embiid F Paul George C Wendell Carter Jr. SF T.J. Warren PF Jae Crowder G Quinn Cook PG Derrick White SG Wayne Ellington,,Avery Bradley,UTIL,0.50%,0
129,1272774160,tboonepickens47,0,245.5,C Anthony Davis UTIL Hassan Whiteside SG Klay Thompson F Julius Randle PG Quinn Cook G Shai Gilgeous-Alexander PF Wilson Chandler SF Terrance Ferguson,,Zach Randolph,C,0.50%,0
132,1272061477,Ivandragoismyboy,0,245,C Anthony Davis F Kevin Durant UTIL Joel Embiid SG Cameron Payne PG Landry Shamet G Elie Okobo PF Mike Scott SF Wesley Johnson,,Ricky Rubio,G,0.50%,16.5
133,1272076587,t.martin623,0,244.75,G Derrick Rose PG Mike Conley UTIL Deandre Ayton C Steven Adams PF Pascal Siakam SF Danilo Gallinari SG JJ Redick F Jae Crowder,,Davis Bertans,F,0.50%,10
134,1272132213,Milhouse55,0,244.5,C Karl-Anthony Towns G Luka Doncic F Tobias Harris SG Buddy Hield PF Pascal Siakam UTIL T.J. Warren PG Quinn Cook SF Wilson Chandler,,Darius Miller,SF,0.50%,13.25
134,1272148676,JRob_Base,0,244.5,UTIL Ben Simmons PG De'Aaron Fox C Wendell Carter Jr. PF Serge Ibaka F Joe Ingles SG JJ Redick SF Jae Crowder G Justin Holiday,,Kevon Looney,F,0.50%,21
134,1272434141,Integrity_Pro,0,244.5,SF Kawhi Leonard PG Zach LaVine UTIL Luka Doncic C Wendell Carter Jr. PF Pascal Siakam SG Terrence Ross G Shai Gilgeous-Alexander F Dorian Finney-Smith,,Dario Saric,F,0.50%,0
137,1272495896,coneill27,0,244,SF Luka Doncic G De'Aaron Fox C Marc Gasol PF Julius Randle UTIL Wendell Carter Jr. SG Lou Williams PG Quinn Cook F Kyle Anderson,,Amir Johnson,C,0.50%,1.5
138,1272166331,PlanA,0,243.75,PF Anthony Davis SF Kevin Durant PG Quinn Cook UTIL Jerami Grant G Spencer Dinwiddie SG Patty Mills F Derrick Favors C Mohamed Bamba,,Hamidou Diallo,G,0.50%,11.25
139,1272722155,Jackbone,0,243.25,C Karl-Anthony Towns PF LaMarcus Aldridge G Buddy Hield F Joe Ingles PG Justise Winslow SG JJ Redick SF Jae Crowder UTIL Joe Harris,,Wes Iwundu,SG,0.50%,16.25
140,1272090705,JoelTyler,0,242.75,C Anthony Davis F Kawhi Leonard SG Derrick Rose G Dennis Schroder PG Quinn Cook UTIL OG Anunoby SF Jonathon Simmons PF Jarell Martin,,Jonas Jerebko,F,0.50%,8.25
141,1272157512,dr.jon,0,242.5,SF Ben Simmons SG Zach LaVine PG Devin Booker C Marc Gasol UTIL JJ Redick G Derrick White PF Rondae Hollis-Jefferson F Iman Shumpert,,Tyus Jones,G,0.50%,6.5
142,1272115678,danimal1977,0,241.75,SG Kawhi Leonard PG Zach LaVine C DeAndre Jordan UTIL Joe Ingles PF Danilo Gallinari SF Justise Winslow F E'Twaun Moore G Derrick White,,Alfonzo McKinnie,PF,0.50%,8.25
143,1272101443,JeanMorgan,0,241.25,SG Bradley Beal SF Josh Richardson UTIL De'Aaron Fox F Tobias Harris C Marc Gasol PG Quinn Cook PF Jerami Grant G Shai Gilgeous-Alexander,,Delon Wright,UTIL,0.50%,14.5
144,1272838019,matt94foster,0,241,SG Zach LaVine PF LaMarcus Aldridge PG Devin Booker SF Luka Doncic C Steven Adams G Bryn Forbes UTIL Shelvin Mack F DeMarre Carroll,,Chandler Hutchison,SG,0.50%,22.25
145,1272063357,DavinBuckets,0,240.75,PG John Wall PF LaMarcus Aldridge SG Donovan Mitchell SF Josh Richardson C Wendell Carter Jr. F Derrick Favors G Fred VanVleet UTIL Ryan Arcidiacono,,Cheick Diallo,F,0.50%,17
145,1272132199,ViEnShOcK,0,240.75,PF Anthony Davis SG Kawhi Leonard PG Zach LaVine SF Jerami Grant F Markieff Morris UTIL Patty Mills G Danny Green C Nerlens Noel,,Anthony Tolliver,PF,0.50%,12
145,1272553905,Rikoli15,0,240.75,UTIL Anthony Davis SG Kawhi Leonard C Steven Adams G Rodney McGruder PF Montrezl Harrell F Danny Green PG Fred VanVleet SF DeMarre Carroll,,Thabo Sefolosha,UTIL,0.50%,0
148,1272751780,ArosLegend,0,239,SG Kawhi Leonard PG Kyle Lowry PF Draymond Green SF Joe Ingles UTIL Harrison Barnes F Jerami Grant G D.J. Augustin C Derrick Favors,,Jamal Crawford,UTIL,0.50%,20.25
149,1272550154,timsuggs,0,238.5,PF Anthony Davis SF Kawhi Leonard C Nikola Vucevic G Dennis Smith Jr. F Marvin Bagley III PG Shai Gilgeous-Alexander UTIL Andre Iguodala SG C.J. Miles,,Garrett Temple,F,0.50%,8
150,1272057430,Boompow2,0,237.25,SF Ben Simmons C Karl-Anthony Towns UTIL Mike Conley PF Julius Randle F Taj Gibson G Quinn Cook PG Derrick White SG T.J. McConnell,,Alec Burks,SG,0.50%,20.5
151,1272842323,edwintoni,0,236.5,F Kawhi Leonard PG Kyle Lowry SF Tobias Harris C Dwight Howard UTIL Serge Ibaka PF Danilo Gallinari SG Tyler Johnson G Wayne Ellington,,Terrance Ferguson,SF,0.50%,11.25
152,1272296276,KevinCarter83,0,236.25,PG Kyle Lowry SG Zach LaVine UTIL Klay Thompson C Wendell Carter Jr. G Joe Ingles SF Otto Porter Jr. F Marvin Bagley III PF Derrick Favors,,Raymond Felton,SG,0.50%,9.25
153,1272551777,Nycsourdiesel,0,236,C Karl-Anthony Towns F Kawhi Leonard PG Kyle Lowry SG Bradley Beal PF Marvin Bagley III SF Danny Green UTIL J.J. Barea G Ryan Arcidiacono,,Nemanja Bjelica,F,0.50%,22
154,1272057949,JimWeb1,0,235.75,SF DeMar DeRozan SG Kawhi Leonard PG John Wall C Rudy Gobert F Marvin Bagley III PF Derrick Favors UTIL Antonio Blakeney G Shaquille Harrison,,Kenneth Faried,C,0.50%,0
154,1272515227,erd0002,0,235.75,SF Paul George PG Kyle Lowry SG Klay Thompson C Deandre Ayton PF Serge Ibaka G Shai Gilgeous-Alexander UTIL Mohamed Bamba F Iman Shumpert,,,
156,1272170576,Arsenal_1985,0,235.5,PG Devin Booker SG Josh Richardson C Deandre Ayton SF Evan Fournier G Lou Williams PF Serge Ibaka F Rodney McGruder UTIL Mikal Bridges,,,
156,1272193820,Gr8lakr,0,235.5,PG Kyle Lowry SG Zach LaVine C Marc Gasol G Klay Thompson PF Julius Randle SF T.J. Warren UTIL Cameron Payne F DeMarre Carroll,,,
158,1272089085,elolegend,0,235,PG John Wall C Nikola Vucevic SG Bradley Beal SF Evan Fournier PF Jae Crowder F Terrence Ross G Derrick White UTIL Mohamed Bamba,,,
158,1272608380,antville85,0,235,SF Kawhi Leonard F Draymond Green PG Derrick Rose G Bradley Beal SG Klay Thompson PF Otto Porter Jr. C Damian Jones UTIL Jamal Crawford,,,
160,1272767519,wilky10,0,234.5,SG Derrick Rose PG Dennis Schroder G Klay Thompson F Julius Randle SF Jabari Parker PF Danilo Gallinari UTIL Justise Winslow C Boban Marjanovic,,,
161,1272593793,dreamville1991,0,232.75,UTIL Joel Embiid C Hassan Whiteside SG Josh Richardson F Serge Ibaka SF Rodney McGruder G Quinn Cook PG Tyler Johnson PF Mike Muscala,,,
162,1272099065,greg_v3,0,231.5,SF Kawhi Leonard PG Zach LaVine C Hassan Whiteside SG Devin Booker PF Derrick Favors G Derrick White UTIL Mohamed Bamba F Jeff Green,,,
163,1272398167,808PKRnut,0,230.75,PG Kyle Lowry SG Zach LaVine SF Luka Doncic G Mike Conley C Steven Adams PF Derrick Favors UTIL Shelvin Mack F Iman Shumpert,,,
164,1272180516,r3llo1988,0,229.75,UTIL Joel Embiid PF Paul George F Ben Simmons PG Mike Conley SG Markelle Fultz C Amir Johnson SF Dante Cunningham G Hamidou Diallo,,,
165,1272063196,NBAdraft,0,227.5,SF Ben Simmons G Mike Conley C Deandre Ayton SG Evan Fournier PG Goran Dragic UTIL Dennis Smith Jr. F Otto Porter Jr. PF Kelly Olynyk,,,
166,1272186767,DellNita6268,0,226.75,PG Zach LaVine SF Luka Doncic UTIL Dennis Schroder F Jabari Parker G Dennis Smith Jr. C Jarrett Allen PF Harrison Barnes SG Justin Holiday,,,
167,1272839121,fenceworks,0,226.5,PF Anthony Davis SG Zach LaVine G Rodney McGruder UTIL Jarrett Allen F Harrison Barnes SF Justin Holiday PG Quinn Cook C Derrick Favors,,,
167,1272848581,butterbeandog,0,226.5,G Kyle Lowry PF Draymond Green PG Derrick Rose F Andrew Wiggins SG Lou Williams SF Trevor Ariza UTIL Derrick White C Kelly Olynyk,,,
169,1272258928,fdizzle99,0,225.75,PG Devin Booker SG Donovan Mitchell G Klay Thompson C Wendell Carter Jr. PF Taj Gibson SF JJ Redick F Jae Crowder UTIL Justin Holiday,,,
170,1272870254,devereuxsj,0,225.5,SF Ben Simmons PG Kyle Lowry F Tobias Harris C Steven Adams PF T.J. Warren G Quinn Cook UTIL Derrick White SG J.J. Barea,,,
171,1272676395,MIKET777,0,223,PF Paul George PG Ben Simmons C Hassan Whiteside SG JJ Redick SF Jae Crowder UTIL Derrick White G Shai Gilgeous-Alexander F Garrett Temple,,,
171,1272762697,ScottHulina,0,223,PF LaMarcus Aldridge UTIL Rudy Gobert G Mike Conley F Serge Ibaka PG Justise Winslow SG JJ Redick C Jarrett Allen SF Jae Crowder,,,
173,1272512881,cstackks552,0,222.25,SF Kawhi Leonard PG Jrue Holiday C Hassan Whiteside PF LaMarcus Aldridge SG JJ Redick F Jerami Grant G C.J. Miles UTIL Thabo Sefolosha,,,
174,1272157493,Podagrosi22,0,221.75,SG Zach LaVine PG Luka Doncic PF Tobias Harris G Joe Ingles SF Jabari Parker C Jonas Valanciunas UTIL Jarrett Allen F Harrison Barnes,,,
175,1272849903,andycle11,0,220,PG Zach LaVine SF Luka Doncic C DeAndre Jordan PF Jabari Parker UTIL Rodney McGruder G Dennis Smith Jr. F Harrison Barnes SG Justin Holiday,,,
176,1272106434,Kirving333E,0,219.75,SG Kawhi Leonard PG Zach LaVine SF Luka Doncic C Willie Cauley-Stein G JJ Redick UTIL Jarrett Allen PF Marvin Bagley III F Derrick Favors,,,
176,1272127563,themanwithdaplan,0,219.75,C Karl-Anthony Towns SG Kawhi Leonard PG John Wall SF Josh Richardson UTIL Jarrett Allen F Marco Belinelli PF Jeff Green G Jonathon Simmons,,,
178,1272382800,Josh_McNair,0,218.5,G Kyle Lowry PG Derrick Rose C Marc Gasol SG Klay Thompson PF Serge Ibaka SF Justise Winslow F Jae Crowder UTIL Austin Rivers,,,
179,1272090223,Ad54,0,217.75,PG Ben Simmons SG Zach LaVine SF Buddy Hield G Dennis Smith Jr. PF Jaren Jackson Jr. F JJ Redick C Jarrett Allen UTIL Spencer Dinwiddie,,,
180,1272074581,tmg23,0,217.5,SF Ben Simmons UTIL Kawhi Leonard SG Dennis Schroder PF Serge Ibaka C Jarrett Allen PG Quinn Cook F Marvin Bagley III G Shai Gilgeous-Alexander,,,
181,1272109878,TeamNinjaBoot,0,216.75,F Ben Simmons C Karl-Anthony Towns SF Kawhi Leonard PF Draymond Green G Derrick White SG T.J. McConnell UTIL Nerlens Noel PG Landry Shamet,,,
182,1272125630,MitchMc,0,216,PG Ben Simmons UTIL Nikola Vucevic C Steven Adams PF Pascal Siakam SF Justise Winslow SG JJ Redick G Markelle Fultz F Davis Bertans,,,
183,1272067648,Boneheads68,0,215.75,C Anthony Davis SF Kevin Durant UTIL Justise Winslow PF Jae Crowder SG Justin Holiday PG Patrick Beverley F Iman Shumpert G Cameron Payne,,,
184,1272023897,DCDolphin,0,215.5,UTIL Joel Embiid G Kyle Lowry F Luka Doncic C Wendell Carter Jr. PF Harrison Barnes SG Spencer Dinwiddie SF Danny Green PG Landry Shamet,,,
184,1272346686,jose320004,0,215.5,SF Kevin Durant PG Ben Simmons SG Kawhi Leonard UTIL Jarrett Allen G Markelle Fultz F Rondae Hollis-Jefferson C Mohamed Bamba PF Dwight Powell,,,
186,1272063195,Cretz,0,214.75,F Ben Simmons UTIL Josh Richardson G Klay Thompson SF Joe Ingles PF Montrezl Harrell C Jarrett Allen SG Justin Holiday PG Quinn Cook,,,
187,1272159486,jeffjazz,0,214,PG Kyle Lowry SG Zach LaVine UTIL Deandre Ayton G Joe Ingles F Danilo Gallinari SF Justise Winslow PF Jae Crowder C Derrick Favors,,,
188,1272026603,delitax,0,213.25,SG Devin Booker PG Luka Doncic SF Buddy Hield C Willie Cauley-Stein PF Pascal Siakam F Montrezl Harrell UTIL Jarrett Allen G Quinn Cook,,,
189,1272086188,christopherpg,0,213,PF Paul George C Hassan Whiteside SG Devin Booker SF Luka Doncic PG D'Angelo Russell UTIL Cameron Payne F Wilson Chandler G Landry Shamet,,,
190,1272063933,iamthisguy,0,212.25,C Joel Embiid SG DeMar DeRozan G Kyle Lowry PF LaMarcus Aldridge PG Patty Mills SF Dante Cunningham UTIL Austin Rivers F Kostas Antetokounmpo,,,
191,1272134578,Sandman2626,0,210.25,SF Ben Simmons SG Kawhi Leonard UTIL Derrick Rose C Serge Ibaka PG Quinn Cook PF Otto Porter Jr. F Joe Harris G Patrick Beverley,,,
191,1272139991,reedcat49,0,210.25,C Anthony Davis SG Kawhi Leonard PG Kyle Lowry PF Julius Randle F Danny Green UTIL J.J. Barea G C.J. Miles SF Darius Miller,,,
193,1272643881,GreenMango44,0,201.5,PG Ben Simmons F Luka Doncic SG Klay Thompson UTIL Wendell Carter Jr. G JJ Redick C Jarrett Allen PF Jerami Grant SF Trevor Ariza,,,
194,1272077243,scottkcolby,0,198,PF Anthony Davis SF Kevin Durant PG Ben Simmons G Patrick Beverley SG Danny Green UTIL Avery Bradley F Gorgui Dieng C Zach Randolph,,,
195,1272222516,TJultimate,0,190,SG DeMar DeRozan SF Kawhi Leonard C Hassan Whiteside PG Dennis Smith Jr. PF T.J. Warren G Markelle Fultz UTIL Marco Belinelli F Iman Shumpert,,,
196,1272169807,Cam_Akers,0,179,G Ben Simmons SF Kawhi Leonard UTIL Donovan Mitchell PG Justise Winslow PF Harrison Barnes SG E'Twaun Moore F Dario Saric C Boban Marjanovic,,,
197,1272091159,crissy081,0,160,SF Ben Simmons SG Kawhi Leonard PG Kyle Lowry PF Taj Gibson UTIL Jarrett Allen F Jae Crowder C Mohamed Bamba G Fred VanVleet,,,
198,1272116196,boolin7,0,0,,,,
198,1272382223,woody1978,0,0,,,,
198,1272836437,xsman13,0,0,,,,
