Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
19,1272769165,dnyce2323,0,295.25,PF Kevin Durant C Joel Embiid PG D'Angelo Russell UTIL JJ Redick G Quinn Cook SF Joe Harris SG Alec Burks F Mikal Bridges,,Derrick White,PG,12.50%,20.5
20,1272824877,xXxPLOSIVE,0,295,C Karl-Anthony Towns PG Kyle Lowry SG Bradley Beal PF Julius Randle SF Caris LeVert UTIL Jeff Teague F Rondae Hollis-Jefferson G Ryan Arcidiacono,,Mike Conley,UTIL,12.00%,34
21,1272813070,BOOKMAHON,0,294.75,SF Paul George C Karl-Anthony Towns PG Derrick Rose G Dennis Schroder PF T.J. Warren SG J.J. Barea F Wayne Ellington UTIL Jonathon Simmons,,Luka Doncic,F,11.50%,24.5
22,1272373043,crowbird,0,293.25,C Karl-Anthony Towns G Devin Booker PG Mike Conley UTIL Willie Cauley-Stein SF Jabari Parker F Jaren Jackson Jr. PF Harrison Barnes SG J.J. Barea,,Bradley Beal,SG,11.50%,42.5
23,1272445959,jaybostian27,0,292.75,PG John Wall SG Bradley Beal SF Tobias Harris UTIL Marc Gasol PF Pascal Siakam F T.J. Warren C Derrick Favors G J.J. Barea,,Marc Gasol,UTIL,11.50%,31.75
24,1272872759,Eriik19,0,292,G John Wall PG De'Aaron Fox C Marc Gasol UTIL Steven Adams F Julius Randle SF T.J. Warren PF Derrick Favors SG J.J. Barea,,Kyle Lowry,G,11.00%,22
25,1272050114,gamedayusa,0,291.25,C Joel Embiid SG Bradley Beal PG De'Aaron Fox SF Tobias Harris UTIL Marc Gasol PF Derrick Favors G Shelvin Mack F Dwight Powell,,John Wall,PG,11.00%,50.5
26,1272737300,nelson215,0,291,C Karl-Anthony Towns PF LaMarcus Aldridge PG Mike Conley UTIL Deandre Ayton SG Joe Ingles SF Harrison Barnes F Markieff Morris G J.J. Barea,,Derrick Favors,PF,10.50%,32.5
27,1272578976,kdogmonster9,0,289.5,G Ben Simmons C Karl-Anthony Towns PG Zach LaVine UTIL Julius Randle PF Montrezl Harrell SG J.J. Barea SF Dorian Finney-Smith F Ed Davis,,Joe Ingles,SF,10.50%,36
28,1272195201,Gucciman2001,0,289.25,F Anthony Davis PF Kevin Durant C Karl-Anthony Towns UTIL Patrick Beverley SF Dorian Finney-Smith PG Ryan Arcidiacono G Landry Shamet SG Furkan Korkmaz,,Jae Crowder,SF,10.00%,15.5
29,1272089835,bilmil5,0,288.75,F Ben Simmons PG De'Aaron Fox PF Julius Randle UTIL Dwight Howard SG Joe Ingles C Montrezl Harrell SF T.J. Warren G Shai Gilgeous-Alexander,,Dennis Schroder,PG,9.50%,48.25
30,1272071685,woodennickelz,0,288.25,C Joel Embiid SF Ben Simmons PG D'Angelo Russell PF Serge Ibaka SG Joe Ingles UTIL Justin Holiday F Kelly Olynyk G Josh Okogie,,Joel Embiid,UTIL,9.00%,64
30,1272336406,Tannerjh14,0,288.25,PF Anthony Davis PG Zach LaVine G Luka Doncic C Serge Ibaka UTIL Jaren Jackson Jr. F Jeff Green SF Wayne Ellington SG Álex Abrines,,Pascal Siakam,PF,9.00%,36.25
32,1272093848,lmutart,0,287.75,UTIL Anthony Davis F Kevin Durant G Zach LaVine PF Rondae Hollis-Jefferson PG Bryn Forbes SG J.J. Barea SF DeMarre Carroll C Damian Jones,,J.J. Barea,UTIL,9.00%,26.75
33,1272147856,illboyz24,0,287.25,SF Ben Simmons C Karl-Anthony Towns PG John Wall F Andrew Wiggins G Quinn Cook UTIL Jeff Teague SG J.J. Barea PF Ed Davis,,Jarrett Allen,UTIL,8.50%,0
34,1272564668,pumpboy,0,286.75,PG Dennis Schroder SF Tobias Harris C Marc Gasol SG Klay Thompson G D'Angelo Russell PF Pascal Siakam UTIL Rodney McGruder F Kelly Olynyk,,Taj Gibson,F,8.50%,32.75
35,1272062100,sspiva1,0,286.5,UTIL Karl-Anthony Towns PG Dennis Schroder SG Josh Richardson C Marc Gasol SF Joe Ingles F Montrezl Harrell G Shai Gilgeous-Alexander PF Wilson Chandler,,Danilo Gallinari,SF,8.50%,24.75
36,1272066120,Kujo2020,0,286.25,PF Kevin Durant C Karl-Anthony Towns SG Dennis Schroder F Taj Gibson SF Justin Holiday PG Quinn Cook UTIL J.J. Barea G Landry Shamet,,Devin Booker,SG,7.50%,32
37,1272355280,tamsuKi,0,285,C Karl-Anthony Towns UTIL DeAndre Jordan SG Klay Thompson PG Mike Conley PF Montrezl Harrell SF JJ Redick F Justin Holiday G Derrick White,,Tobias Harris,SF,7.50%,38
38,1272067457,sdgator4949,0,284.75,C Karl-Anthony Towns SG Bradley Beal UTIL Marc Gasol G Mike Conley PF Pascal Siakam SF Jae Crowder F Harrison Barnes PG Ryan Arcidiacono,,Patrick Beverley,SG,7.50%,16
39,1272305655,Apexor,0,283.25,PG John Wall C Hassan Whiteside SG Derrick Rose G Klay Thompson PF Pascal Siakam SF T.J. Warren F Jeff Green UTIL Delon Wright,,Paul George,SF,7.00%,52
40,1272491753,marklounello,0,283,PF Kevin Durant SF Luka Doncic C Steven Adams UTIL Jaren Jackson Jr. SG JJ Redick F Harrison Barnes G Justin Holiday PG Patrick Beverley,,Spencer Dinwiddie,SG,6.50%,20
41,1272152133,mr.forty4,0,282.25,SF Ben Simmons UTIL Karl-Anthony Towns G Dennis Schroder F Andrew Wiggins PF Montrezl Harrell SG Spencer Dinwiddie PG Derrick White C Ed Davis,,Justise Winslow,UTIL,6.50%,13.75
42,1272170955,MaloneBone,0,280.25,UTIL Karl-Anthony Towns PG Dennis Schroder C Marc Gasol G Mike Conley SG JJ Redick SF Harrison Barnes F Jerami Grant PF Marvin Bagley III,,Wendell Carter Jr.,C,6.00%,25.5
43,1272334869,hwkn,0,280,PG Zach LaVine UTIL Willie Cauley-Stein C Dwight Howard PF Serge Ibaka SF Joe Ingles F Pascal Siakam G Goran Dragic SG Rodney McGruder,,De'Aaron Fox,PG,6.00%,38.75
44,1272375894,LexKnows,0,279,SF Paul George SG Derrick Rose G De'Aaron Fox UTIL Steven Adams C Serge Ibaka F Montrezl Harrell PG Derrick White PF Jarell Martin,,D'Angelo Russell,PG,6.00%,49.5
45,1272073107,topcat987,0,278.75,UTIL John Wall G Derrick Rose PG Mike Conley SF Joe Ingles PF Pascal Siakam C Montrezl Harrell SG JJ Redick F Kelly Oubre Jr.,,Rodney McGruder,SF,6.00%,13
46,1272120420,reikojohns1,0,278.5,SF Kevin Durant C Joel Embiid UTIL Klay Thompson PF Otto Porter Jr. F Marvin Bagley III G Shai Gilgeous-Alexander PG Patrick Beverley SG Bryn Forbes,,Hassan Whiteside,C,6.00%,30.25
47,1272063124,Evilempire7,0,278.25,SF Paul George SG Jrue Holiday PF Tobias Harris C Steven Adams F T.J. Warren UTIL Quinn Cook PG Shai Gilgeous-Alexander G Jerian Grant,,T.J. McConnell,SG,5.50%,7.25
48,1272133378,cord75,0,278,PG Zach LaVine UTIL Bradley Beal C Willie Cauley-Stein SG D'Angelo Russell PF Serge Ibaka F Jabari Parker G Justise Winslow SF Justin Holiday,,Dennis Smith Jr.,G,5.50%,22.75
49,1272713300,IndyGlen,0,277.75,PF Kevin Durant SG Bradley Beal C Steven Adams F Danilo Gallinari SF T.J. Warren PG Quinn Cook UTIL Derrick White G Shai Gilgeous-Alexander,,Willie Cauley-Stein,C,5.50%,37.25
50,1272196953,KobeMoreBuckets,0,277.5,F Anthony Davis C Karl-Anthony Towns UTIL Marc Gasol PF Danilo Gallinari SF Harrison Barnes SG J.J. Barea G Tyus Jones PG Ryan Arcidiacono,,Ryan Arcidiacono,UTIL,5.50%,27.25
50,1272444277,ourkez,0,277.5,F Anthony Davis C Karl-Anthony Towns SG Zach LaVine G Klay Thompson SF Dorian Finney-Smith UTIL Mike Muscala PF Wilson Chandler PG Landry Shamet,,Jabari Parker,F,5.50%,26
52,1272089292,AK47MCMUSTIN,0,276.75,UTIL Karl-Anthony Towns PG John Wall C Steven Adams PF Julius Randle SF Harrison Barnes F Justin Holiday G Quinn Cook SG Patrick Beverley,,Marvin Bagley III,F,5.00%,15
52,1272631047,PiratesWorld,0,276.75,SF Ben Simmons C Karl-Anthony Towns SG Zach LaVine PG Derrick Rose PF Serge Ibaka UTIL Mike Muscala F DeMarre Carroll G Jonathon Simmons,,LaMarcus Aldridge,PF,5.00%,42
54,1272125988,mattclipp415,0,276,PG Derrick Rose SG Klay Thompson UTIL Mike Conley C Dwight Howard PF Serge Ibaka G Goran Dragic F Justise Winslow SF JJ Redick,,DeMarre Carroll,PF,5.00%,19.75
55,1272414569,The_Undertaker,0,275,PG Dennis Schroder SG Klay Thompson G Buddy Hield UTIL Willie Cauley-Stein PF Serge Ibaka F Pascal Siakam SF Danilo Gallinari C Jonas Valanciunas,,Rondae Hollis-Jefferson,UTIL,5.00%,36.5
56,1272025833,tong21,0,274.75,SF Kevin Durant SG Derrick Rose UTIL Julius Randle PF Pascal Siakam G Dennis Smith Jr. F Terrence Ross PG Shai Gilgeous-Alexander C Mohamed Bamba,,Jeff Green,F,4.50%,34
57,1272186149,fishncurry,0,274.5,UTIL Anthony Davis G D'Angelo Russell F Serge Ibaka SF Danilo Gallinari PF Montrezl Harrell SG JJ Redick C Jarrett Allen PG Spencer Dinwiddie,,Ed Davis,UTIL,4.50%,29.5
58,1272181867,tkpowers,0,274.25,SF Paul George PG Ben Simmons UTIL Zach LaVine C Steven Adams F Serge Ibaka PF Jeff Green G Jonathon Simmons SG Wes Iwundu,,Jerami Grant,PF,4.50%,22
58,1272755554,winnersedge16,0,274.25,SF Ben Simmons C Karl-Anthony Towns G John Wall F T.J. Warren PF Harrison Barnes UTIL Otto Porter Jr. SG Patrick Beverley PG Ryan Arcidiacono,,Lou Williams,G,4.50%,40
60,1272069713,maloneb713,0,274,SF Kevin Durant UTIL Karl-Anthony Towns SG Zach LaVine PG Derrick Rose F Bogdan Bogdanovic G T.J. McConnell PF DeMarre Carroll C Jarell Martin,,Danny Green,SF,4.00%,8.75
61,1272612565,teleStraightShooter,0,273.75,C Karl-Anthony Towns F Luka Doncic UTIL Steven Adams SG Lou Williams PF Montrezl Harrell SF T.J. Warren PG Quinn Cook G Derrick White,,Landry Shamet,PG,4.00%,12.5
62,1272335941,ziggie83,0,273.5,PF Paul George C LaMarcus Aldridge PG Devin Booker SG Derrick Rose SF Harrison Barnes F Kelly Olynyk G Fred VanVleet UTIL OG Anunoby,,Mohamed Bamba,C,4.00%,3.5
63,1272133480,Murdahewrote18,0,272.75,SG DeMar DeRozan C Karl-Anthony Towns SF Kawhi Leonard F Montrezl Harrell PG Quinn Cook UTIL Derrick White G Shai Gilgeous-Alexander PF Jeff Green,,Buddy Hield,SF,4.00%,27
64,1272092949,boxermel31,0,271.75,UTIL DeAndre Jordan C Marc Gasol SG Klay Thompson PG Mike Conley PF Serge Ibaka F Montrezl Harrell SF T.J. Warren G Quinn Cook,,Josh Richardson,SG,4.00%,22.75
64,1272095570,klauser33,0,271.75,PF Anthony Davis SF Paul George C Karl-Anthony Towns PG Quinn Cook UTIL Dorian Finney-Smith G Andre Iguodala SG Wayne Ellington F DeMarre Carroll,,Deandre Ayton,C,4.00%,25.25
64,1272119239,jeremymccrary,0,271.75,PG Derrick Rose UTIL Steven Adams C Willie Cauley-Stein SG D'Angelo Russell G Ricky Rubio PF Serge Ibaka F Pascal Siakam SF Rodney McGruder,,Evan Fournier,SG,4.00%,33
67,1272148563,GeneFunk,0,271.5,PG John Wall C Marc Gasol UTIL Steven Adams SG Lou Williams F Jabari Parker SF Danilo Gallinari PF Jaren Jackson Jr. G Spencer Dinwiddie,,Donovan Mitchell,SG,4.00%,20.75
68,1272090298,jpc0757,0,270.5,PF Anthony Davis G D'Angelo Russell F Joe Ingles UTIL Rodney McGruder SF Danilo Gallinari SG JJ Redick PG Spencer Dinwiddie C Derrick Favors,,Jonathon Simmons,UTIL,4.00%,14.75
69,1272340364,CoreyJ_80,0,270,UTIL Kevin Durant PG Dennis Schroder F Josh Richardson G Evan Fournier PF Serge Ibaka SF Justin Holiday SG Chandler Hutchison C Damian Jones,,Jaren Jackson Jr.,PF,4.00%,39.75
70,1272143707,jeysandy,0,269.75,SG Kawhi Leonard PG Zach LaVine C Rudy Gobert PF Julius Randle SF Joe Ingles G Justin Holiday UTIL Andre Iguodala F Kevon Looney,,Nikola Vucevic,UTIL,4.00%,38.25
70,1272146480,bp_123,0,269.75,F Kevin Durant G De'Aaron Fox PF Julius Randle C Wendell Carter Jr. SF JJ Redick PG D.J. Augustin UTIL Spencer Dinwiddie SG Wayne Ellington,,Terrence Ross,F,3.50%,31.25
72,1272836923,kmarto8,0,269.5,C Anthony Davis SG Zach LaVine UTIL Jrue Holiday PF Montrezl Harrell SF Jae Crowder PG Shai Gilgeous-Alexander G T.J. McConnell F Jarell Martin,,DeMar DeRozan,SF,3.50%,35.5
73,1272064975,dmill01,0,269.25,F Ben Simmons UTIL Kawhi Leonard PG John Wall C Dwight Howard SF Harrison Barnes PF Derrick Favors G Shai Gilgeous-Alexander SG Patrick Beverley,,Wilson Chandler,PF,3.50%,12.25
74,1272503322,asmithii2287,0,269,C Karl-Anthony Towns PG John Wall SG Bradley Beal F Julius Randle UTIL Caris LeVert PF Danilo Gallinari SF DeMarre Carroll G Shaquille Harrison,,Goran Dragic,PG,3.50%,38.75
75,1272069196,bucknutfan4life,0,267.75,C Anthony Davis SG Zach LaVine PG De'Aaron Fox G Mike Conley F Taj Gibson UTIL Ryan Arcidiacono PF Dante Cunningham SF Wesley Johnson,,Otto Porter Jr.,F,3.50%,16.25
76,1272877988,trellyh,0,267.25,SF Kevin Durant SG Zach LaVine PG Derrick Rose F Nemanja Bjelica PF Montrezl Harrell G Markelle Fultz UTIL Shai Gilgeous-Alexander C Kenneth Faried,,Kelly Olynyk,PF,3.50%,25.25
77,1272825052,Dark_Alley,0,267,UTIL John Wall G Mike Conley PF Julius Randle SG Lou Williams F Serge Ibaka SF T.J. Warren C Jonas Valanciunas PG Quinn Cook,,Fred VanVleet,G,3.50%,19.5
78,1272070438,l4kers,0,266.75,PG John Wall G De'Aaron Fox C Deandre Ayton SG Buddy Hield F Montrezl Harrell SF T.J. Warren UTIL Jonas Valanciunas PF Derrick Favors,,OG Anunoby,SF,3.50%,26
78,1272244668,Shillier31,0,266.75,PF Anthony Davis UTIL Marc Gasol C Montrezl Harrell F Taj Gibson SG JJ Redick SF Terrence Ross PG Quinn Cook G Spencer Dinwiddie,,Jonas Valanciunas,UTIL,3.50%,14.75
80,1272638373,Nameless4014,0,266.5,PG John Wall SG Zach LaVine F Tobias Harris G Klay Thompson PF Jabari Parker UTIL Rodney McGruder SF Mikal Bridges C Dwight Powell,,Bryn Forbes,UTIL,3.00%,18.5
81,1272121073,jwheelster,0,265.75,PG Zach LaVine F Luka Doncic UTIL Marc Gasol G Mike Conley C Montrezl Harrell PF Taj Gibson SG Justin Holiday SF Kyle Anderson,,Jrue Holiday,SG,3.00%,58.25
82,1272347000,wonderwoman33,0,265.5,C Karl-Anthony Towns UTIL Nikola Vucevic PG Derrick Rose SG Bradley Beal PF Jae Crowder SF Terrence Ross G Derrick White F DeMarre Carroll,,Jeff Teague,PG,3.00%,47.25
83,1272457084,LLB36,0,265.25,UTIL Karl-Anthony Towns C Nikola Vucevic SG Bradley Beal F Tobias Harris PF Julius Randle G Derrick White PG Patrick Beverley SF Wilson Chandler,,DeAndre Jordan,UTIL,3.00%,28.5
84,1272342367,prodigy07,0,265,SF Kevin Durant PG Kyle Lowry SG Zach LaVine C Willie Cauley-Stein G Goran Dragic F Cheick Diallo UTIL Dwight Powell PF Anthony Tolliver,,Wayne Ellington,SG,3.00%,20.75
85,1272111767,hitmann2014,0,264.75,UTIL Donovan Mitchell F Evan Fournier C Julius Randle G Lou Williams PF Serge Ibaka SF Joe Ingles PG Dennis Smith Jr. SG JJ Redick,,Markelle Fultz,SG,3.00%,15
86,1272388971,tnttim64,0,264.5,PG Kyle Lowry C Julius Randle G D'Angelo Russell PF Serge Ibaka SG Joe Ingles UTIL Goran Dragic F Rodney McGruder SF Danilo Gallinari,,Dwight Powell,F,2.50%,22.5
87,1272389124,Robert778877,0,264.25,G Bradley Beal UTIL Marc Gasol SG Klay Thompson C Steven Adams PF Serge Ibaka F Pascal Siakam SF Jae Crowder PG Quinn Cook,,Dwight Howard,C,2.50%,32.5
88,1272245791,ahandfield,0,263.5,C Karl-Anthony Towns PG Mike Conley UTIL Steven Adams SF Buddy Hield SG Joe Ingles PF Jabari Parker F Jerami Grant G Derrick White,,Iman Shumpert,F,2.50%,13.5
89,1272124505,magic_johnson_sick,0,263,C Hassan Whiteside PG Devin Booker G Klay Thompson SF Evan Fournier PF Julius Randle UTIL Montrezl Harrell SG Markelle Fultz F OG Anunoby,,E'Twaun Moore,F,2.50%,39.5
89,1272726228,richarddimov,0,263,PF Kevin Durant F Paul George SF Kawhi Leonard UTIL Taj Gibson G Justin Holiday PG Ryan Arcidiacono SG Jonathon Simmons C Damian Jones,,C.J. Miles,SG,2.50%,3.5
91,1272675126,813viking,0,262.5,PG John Wall SG Donovan Mitchell UTIL Bradley Beal F Tobias Harris G JJ Redick PF Jae Crowder SF Harrison Barnes C Kelly Olynyk,,Dorian Finney-Smith,UTIL,2.50%,15.5
92,1272090708,hasito,0,262.25,F Ben Simmons SG Zach LaVine C Hassan Whiteside PF Montrezl Harrell SF Jae Crowder G Quinn Cook PG Jeff Teague UTIL Rondae Hollis-Jefferson,,Andre Iguodala,G,2.50%,28.75
93,1272183526,swarms82,0,262,C Anthony Davis UTIL Kevin Durant G DeMar DeRozan SG Josh Okogie PG Ryan Arcidiacono SF DeMarre Carroll PF Maxi Kleber F Jonas Jerebko,,Draymond Green,PF,2.50%,30.5
94,1272150800,pug64,0,261.75,C Joel Embiid SF Ben Simmons SG Lou Williams G Joe Ingles F Justin Holiday PG Quinn Cook UTIL Spencer Dinwiddie PF Jeff Green,,Markieff Morris,F,2.50%,29.5
95,1272089592,jroussel96,0,261,C Karl-Anthony Towns PG Kyle Lowry SG Zach LaVine SF Caris LeVert PF Pascal Siakam G Patty Mills UTIL Shai Gilgeous-Alexander F OG Anunoby,,Trevor Ariza,PF,2.00%,20.75
96,1272087200,magovista,0,260.25,C Karl-Anthony Towns SG Devin Booker G Bradley Beal F Julius Randle SF T.J. Warren UTIL Jonas Valanciunas PG Quinn Cook PF Mike Muscala,,Tyler Johnson,SG,2.00%,22
97,1272555936,nestamarley24,0,260,C Joel Embiid SG Devin Booker PG Mike Conley F Justise Winslow UTIL T.J. Warren G Quinn Cook SF E'Twaun Moore PF Markieff Morris,,Shelvin Mack,G,2.00%,21.25
98,1272061881,SportsKings1,0,259,PF Anthony Davis SG Kawhi Leonard C Serge Ibaka F Taj Gibson SF Justin Holiday G Quinn Cook PG Shai Gilgeous-Alexander UTIL Bryn Forbes,,Rudy Gobert,C,2.00%,44
99,1272825868,MichaelB9B,0,258.5,UTIL Nikola Vucevic PG Dennis Schroder C Wendell Carter Jr. PF Serge Ibaka F Pascal Siakam SF Justise Winslow SG JJ Redick G Justin Holiday,,Cameron Payne,SG,2.00%,0
100,1272064444,Srirmin69,0,257.75,UTIL Kawhi Leonard F Luka Doncic G Bradley Beal C Serge Ibaka PF Jaren Jackson Jr. SF JJ Redick SG Justin Holiday PG Spencer Dinwiddie,,Patty Mills,PG,2.00%,18.75
100,1272163720,petermao,0,257.75,SG Bradley Beal PG De'Aaron Fox F Tobias Harris UTIL Marc Gasol G D'Angelo Russell SF Danilo Gallinari C Jarrett Allen PF Derrick Favors,,Jarell Martin,C,2.00%,5
102,1272206562,bigdawgnyc,0,257.5,F Anthony Davis SG Zach LaVine PG Dennis Schroder G Dennis Smith Jr. UTIL Taj Gibson SF Danny Green PF Alfonzo McKinnie C Ed Davis,,Mike Muscala,PF,2.00%,26
103,1272083069,jsherman0,0,257,SF Ben Simmons SG Bradley Beal UTIL Marc Gasol PG Mike Conley C Steven Adams G Spencer Dinwiddie PF Derrick Favors F Kelly Olynyk,,Damian Jones,C,2.00%,7.75
104,1272385841,guccism,0,256.75,SF Kevin Durant SG Kawhi Leonard UTIL Klay Thompson G Dennis Smith Jr. F Justin Holiday PG D.J. Augustin PF Marvin Bagley III C Dwight Powell,,Kyle Anderson,F,2.00%,32.25
105,1272070058,Joshz.team,0,256.25,PG Zach LaVine SG Dennis Schroder C Steven Adams PF Julius Randle F Montrezl Harrell UTIL Jonas Valanciunas SF Jae Crowder G Quinn Cook,,Andrew Wiggins,F,2.00%,29
105,1272833224,briananjess859,0,256.25,G Klay Thompson PG Mike Conley C Deandre Ayton SF Evan Fournier SG Buddy Hield PF Julius Randle F Serge Ibaka UTIL Antonio Blakeney,,Wesley Johnson,SF,1.50%,8
107,1272064432,smoothBUCK,0,255.25,SF Kevin Durant F Ben Simmons C Karl-Anthony Towns PF Julius Randle G Fred VanVleet SG T.J. McConnell PG Landry Shamet UTIL Jonathon Simmons,,Dante Cunningham,SF,1.50%,19.75
108,1272158628,estevan670,0,254.5,PG Zach LaVine SF Luka Doncic SG Derrick Rose C Willie Cauley-Stein PF Taj Gibson F Harrison Barnes G Justin Holiday UTIL Otto Porter Jr.,,Kelly Oubre Jr.,F,1.50%,8.25
109,1272084052,wwjackson99,0,254,SF Kevin Durant C Joel Embiid PF T.J. Warren UTIL Jarrett Allen F Justin Holiday G Quinn Cook PG Shai Gilgeous-Alexander SG Patrick Beverley,,Caris LeVert,SF,1.50%,21.75
110,1272868340,bmorfas,0,253.5,C Joel Embiid PG Luka Doncic UTIL Steven Adams SF Andrew Wiggins PF Danilo Gallinari F T.J. Warren G Bryn Forbes SG Fred VanVleet,,Joe Harris,F,1.50%,18
111,1272246109,Briles555,0,253.25,PF Anthony Davis F DeMar DeRozan PG Devin Booker SG JJ Redick G Quinn Cook SF Andre Iguodala C Ed Davis UTIL Álex Abrines,,D.J. Augustin,PG,1.50%,23.25
112,1272076356,Princenamor1,0,252.75,PG Zach LaVine G Derrick Rose SG Dennis Schroder UTIL Wendell Carter Jr. SF Rodney McGruder PF T.J. Warren C Jonas Valanciunas F Jeff Green,,Boban Marjanovic,C,1.50%,0
113,1272373323,Double_Bs,0,252.25,PG Devin Booker SG Donovan Mitchell UTIL Steven Adams C Serge Ibaka G Goran Dragic PF Taj Gibson SF JJ Redick F Jae Crowder,,Mikal Bridges,UTIL,1.50%,27.5
114,1272093035,World__War__C,0,252,C Joel Embiid PG Ben Simmons UTIL LaMarcus Aldridge PF Pascal Siakam SF JJ Redick G Kelly Oubre Jr. F Jeff Green SG C.J. Miles,,Furkan Korkmaz,SG,1.50%,24.5
115,1272152162,kennyschlie10,0,250.25,F Anthony Davis UTIL Karl-Anthony Towns C Steven Adams PF Julius Randle PG Quinn Cook SG Patrick Beverley G T.J. McConnell SF Jonathon Simmons,,Gorgui Dieng,C,1.00%,6.75
116,1272379652,Tmanziel1,0,250,SF Paul George PG Dennis Schroder C Marc Gasol G Mike Conley PF Harrison Barnes F Jerami Grant UTIL Marvin Bagley III SG Danny Green,,Antonio Blakeney,UTIL,1.00%,11.75
