Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
36,1284228866,Elway1998,0,277,UTIL Andre Drummond PG Donovan Mitchell SF Nikola Mirotic C Julius Randle PF Montrezl Harrell G Monte Morris SG Tyreke Evans F JaMychal Green,,Nikola Jokic,C,7.50%,35.75
37,1284150710,bbutts048,0,276.75,C Anthony Davis UTIL Joel Embiid PG De'Aaron Fox SG Jeremy Lamb G Tyreke Evans PF Thaddeus Young F Dewayne Dedmon SF Bogdan Bogdanovic,,Tobias Harris,F,7.50%,42
38,1284186307,Medamorth,0,275,F Anthony Davis UTIL Marc Gasol PF Julius Randle PG De'Aaron Fox SF Rudy Gay C Brook Lopez SG Tyreke Evans G MarShon Brooks,,Collin Sexton,UTIL,7.50%,28.25
38,1284249021,reggiesanchez,0,275,PF Blake Griffin C Andre Drummond PG Lou Williams G Joe Ingles SF Rudy Gay UTIL Brook Lopez SG Tyreke Evans F Marvin Bagley III,,Garrett Temple,SG,7.50%,23
40,1284196157,BRUMMIE22,0,273.75,PF Anthony Davis F Montrezl Harrell UTIL T.J. Warren C DeAndre Jordan PG De'Aaron Fox SF Rudy Gay SG Tyreke Evans G Kevin Huerter,,DeMar DeRozan,SG,7.50%,36.5
40,1284245524,rybob1187,0,273.75,C Andre Drummond SF Tobias Harris UTIL Nikola Mirotic F Montrezl Harrell G De'Aaron Fox PG Dennis Smith Jr. SG Tyreke Evans PF Wilson Chandler,,DeAndre Jordan,C,7.50%,45.5
42,1284292691,Brum2121,0,273.25,F Anthony Davis PG Kyrie Irving C Montrezl Harrell G Lou Williams UTIL Harrison Barnes SF Bogdan Bogdanovic PF Marvin Williams SG Langston Galloway,,Joel Embiid,C,7.50%,62.25
42,1284351947,c.jjrthe_great-1,0,273.25,F Blake Griffin PG Jamal Murray C Deandre Ayton G Trae Young SG Kent Bazemore SF Rudy Gay UTIL Nicolas Batum PF Trevor Ariza,,Monte Morris,G,7.00%,19.25
44,1284126839,msteffens14,0,273,PF Tobias Harris C Marc Gasol G Donovan Mitchell UTIL Luka Doncic PG Ricky Rubio F JJ Redick SG Jeremy Lamb SF Bojan Bogdanovic,,Andre Drummond,UTIL,7.00%,55
44,1284129628,tom101947,0,273,UTIL Giannis Antetokounmpo PG Ben Simmons SG Devin Booker F Al Horford G Reggie Jackson PF Ersan Ilyasova SF Dorian Finney-Smith C Guillermo Hernangómez,,Blake Griffin,F,7.00%,47.5
44,1284182149,zigger77,0,273,SG Devin Booker C Rudy Gobert UTIL Luka Doncic PF Montrezl Harrell SF T.J. Warren PG De'Aaron Fox F Harrison Barnes G Tyreke Evans,,Jrue Holiday,PG,7.00%,44
47,1284353929,ravishinroman,0,272.75,PF Anthony Davis UTIL Marc Gasol PG Mike Conley G De'Aaron Fox F Rudy Gay SG Nicolas Batum SF Tyreke Evans C Jakob Poeltl,,Domantas Sabonis,PF,6.50%,46.75
48,1284121824,Thepeacemaker,0,272,PF Giannis Antetokounmpo G Mike Conley PG Luka Doncic C DeAndre Jordan UTIL De'Aaron Fox SF Nicolas Batum F Tyreke Evans SG Kevin Huerter,,Bojan Bogdanovic,SG,6.50%,30.5
48,1284306251,WillSimmons,0,272,UTIL Jrue Holiday F Julius Randle PG De'Aaron Fox PF Jayson Tatum C Willie Cauley-Stein G Buddy Hield SG Joe Ingles SF Rudy Gay,,Myles Turner,C,6.50%,33.5
50,1284315163,petermao,0,270.75,F Tobias Harris C Marc Gasol SF Khris Middleton PF Montrezl Harrell G De'Aaron Fox UTIL Brook Lopez SG Jeremy Lamb PG Jeremy Lin,,Marvin Bagley III,PF,6.50%,40.75
51,1284191610,Patsrule161,0,270.5,SG DeMar DeRozan C Marc Gasol F Nikola Mirotic UTIL Eric Bledsoe PG De'Aaron Fox G Collin Sexton SF Tyreke Evans PF Dewayne Dedmon,,Brook Lopez,C,6.50%,27
52,1284279546,hutch27,0,269.75,G Dennis Schroder UTIL Steven Adams SF Nikola Mirotic PF Julius Randle PG Trae Young F Kent Bazemore SG Bojan Bogdanovic C Mike Muscala,,Eric Bledsoe,SG,6.50%,42.25
53,1284149417,ten_set,0,268.75,PF Blake Griffin PG Ben Simmons C DeAndre Jordan G De'Aaron Fox SF Rudy Gay SG Malcolm Brogdon F Garrett Temple UTIL Bryn Forbes,,Jaren Jackson Jr.,PF,6.00%,30.75
53,1284319776,DanielAtkinson,0,268.75,UTIL Kyrie Irving C Steven Adams PG Luka Doncic G De'Aaron Fox SG Lou Williams PF Jayson Tatum F Jaren Jackson Jr. SF Josh Jackson,,Ricky Rubio,PG,6.00%,50.5
55,1284187726,CSILV2,0,268.5,SG DeMar DeRozan PG Kyrie Irving C Rudy Gobert PF Al Horford F Larry Nance Jr. G Ricky Rubio SF Trevor Ariza UTIL Marcus Smart,,Dennis Smith Jr.,PG,6.00%,34.25
56,1284116108,KobeMoreBuckets,0,268.25,UTIL Giannis Antetokounmpo SF DeMar DeRozan C Rudy Gobert PG De'Aaron Fox G Darren Collison SG Tyreke Evans PF Marvin Bagley III F Dorian Finney-Smith,,Khris Middleton,F,6.00%,32.5
56,1284138572,priincemcwonder,0,268.25,SF Paul George PG Kyrie Irving G Luka Doncic PF T.J. Warren F E'Twaun Moore UTIL Juancho Hernangómez C John Collins SG David Nwaba,,Tristan Thompson,UTIL,5.00%,23.25
58,1284301834,jjojean13,0,268,UTIL Marc Gasol SG Khris Middleton PG Mike Conley G Luka Doncic C DeAndre Jordan PF Paul Millsap SF Harrison Barnes F Maxi Kleber,,David Nwaba,SG,5.00%,14
58,1284366763,misterburnz123,0,268,C Joel Embiid SG DeMar DeRozan PG Kyrie Irving G Malcolm Brogdon SF Bojan Bogdanovic UTIL Bryn Forbes PF Trey Lyles F Mikal Bridges,,Rudy Gobert,C,5.00%,29.25
60,1284345559,roblujan,0,267.25,F LaMarcus Aldridge UTIL Marc Gasol C Deandre Ayton G De'Aaron Fox PF Jayson Tatum PG Ricky Rubio SF Rudy Gay SG Malcolm Brogdon,,Julius Randle,C,5.00%,60
61,1284282278,CbusDawg,0,267,PF Anthony Davis UTIL Luka Doncic C DeAndre Jordan G De'Aaron Fox F Rudy Gay PG Dennis Smith Jr. SF Nicolas Batum SG Tyreke Evans,,Gary Harris,SG,5.00%,25
62,1284169082,swarms82,0,266.75,G Kemba Walker C Steven Adams F T.J. Warren PG De'Aaron Fox UTIL Buddy Hield SF Jeremy Lamb PF Nemanja Bjelica SG Tyreke Evans,,E'Twaun Moore,G,4.50%,36.25
62,1284344944,Slayerofall717,0,266.75,F Ben Simmons UTIL Mike Conley G Eric Bledsoe PF T.J. Warren C Tristan Thompson SF Harrison Barnes PG Darren Collison SG Malcolm Brogdon,,Trevor Ariza,PF,4.50%,34.75
64,1284141692,Jay9813,0,266.5,PF Anthony Davis UTIL Luka Doncic F T.J. Warren G De'Aaron Fox SF Rudy Gay PG Dennis Smith Jr. C Myles Turner SG Tyreke Evans,,Mike Conley,PG,4.50%,50.75
65,1284188038,Belinskian,0,265.75,G Khris Middleton PG Mike Conley C Montrezl Harrell SG Lou Williams SF Danilo Gallinari F Jaren Jackson Jr. UTIL Brook Lopez PF JaMychal Green,,Nicolas Batum,SF,4.50%,22.5
66,1284198888,gwillacey,0,264.75,PG Ben Simmons SF Jimmy Butler SG Devin Booker UTIL Deandre Ayton PF Rudy Gay C John Collins F Tyreke Evans G Bryn Forbes,,Al Horford,C,4.50%,25.25
66,1284297024,bilmil5,0,264.75,SG Khris Middleton UTIL Luka Doncic PF Montrezl Harrell C Deandre Ayton SF T.J. Warren PG De'Aaron Fox F Rudy Gay G Jeremy Lamb,,Bogdan Bogdanovic,SG,4.50%,26.75
66,1284345774,Kheaney22,0,264.75,C Joel Embiid PG Ben Simmons SF Jimmy Butler UTIL Marc Gasol PF Mike Muscala F Glenn Robinson III G Iman Shumpert SG Markelle Fultz,,Markelle Fultz,SG,4.00%,2.25
69,1284219486,atitze,0,263.5,C Joel Embiid SF Jimmy Butler PF T.J. Warren G Kent Bazemore PG Shai Gilgeous-Alexander UTIL Dennis Smith Jr. SG Malcolm Brogdon F Marvin Bagley III,,Cory Joseph,G,4.00%,22
70,1284105909,jrellis,0,263,F LaMarcus Aldridge UTIL Steven Adams C Rudy Gobert PF Montrezl Harrell SF T.J. Warren PG Lou Williams SG Garrett Temple G Cory Joseph,,Derrick Favors,F,4.00%,17.5
71,1284217340,Dirks_Knee,0,262.75,PF Anthony Davis C Joel Embiid UTIL Marc Gasol PG De'Aaron Fox G David Nwaba SF Mike Scott SG MarShon Brooks F Maxi Kleber,,Danilo Gallinari,SF,4.00%,0
71,1284279371,upinsmoke003,0,262.75,F DeMar DeRozan G Jrue Holiday UTIL Devin Booker C Steven Adams PG Malcolm Brogdon PF Trevor Ariza SF Garrett Temple SG Avery Bradley,,Jerami Grant,PF,3.50%,10.75
73,1284129561,pacers3131,0,262.5,UTIL Kyrie Irving C LaMarcus Aldridge PF Tobias Harris PG De'Aaron Fox G Lou Williams F Al Horford SF Tyreke Evans SG Hamidou Diallo,,Gordon Hayward,SF,3.50%,21
74,1284140948,99DWhite,0,262.25,C Andre Drummond UTIL Nikola Jokic SF Tobias Harris PG Lou Williams PF Juancho Hernangómez G Garrett Temple SG Tyreke Evans F Dorian Finney-Smith,,JaMychal Green,PF,3.50%,28.25
74,1284308775,NLampert,0,262.25,C Anthony Davis PG Ben Simmons SG Buddy Hield UTIL JJ Redick SF Rudy Gay F Bojan Bogdanovic PF Derrick Favors G Bogdan Bogdanovic,,Willie Cauley-Stein,C,3.00%,33
76,1284118071,JoeyD47,0,260,UTIL Blake Griffin C Marc Gasol G Trae Young PG De'Aaron Fox SG Joe Ingles SF E'Twaun Moore PF Jerami Grant F Derrick Favors,,Darren Collison,G,3.00%,29.5
77,1284121563,MrMangla,0,259.75,SF Ben Simmons UTIL Jimmy Butler C DeAndre Jordan PF Jaren Jackson Jr. G Buddy Hield SG JJ Redick PG Malcolm Brogdon F Garrett Temple,,Dewayne Dedmon,C,3.00%,34.5
78,1284204797,Dark_Alley,0,259.25,C Andre Drummond G Kyrie Irving PF Paul Millsap UTIL Ricky Rubio SF Harrison Barnes F JJ Redick SG Jeremy Lamb PG Jeremy Lin,,Mike Muscala,C,3.00%,26.25
78,1284282536,penguinomics,0,259.25,UTIL Montrezl Harrell C Deandre Ayton SF T.J. Warren PG De'Aaron Fox SG Lou Williams G Gary Harris F Jayson Tatum PF Harrison Barnes,,Paul Millsap,PF,3.00%,25.75
80,1284148519,Cretz,0,259,F Blake Griffin UTIL Andre Drummond G Luka Doncic C Willie Cauley-Stein PG Dennis Smith Jr. SF Juancho Hernangómez SG Bogdan Bogdanovic PF Omari Spellman,,Bryn Forbes,UTIL,3.00%,26.75
81,1284324517,samishrout23,0,256.75,PF Paul George SF Tobias Harris C Steven Adams UTIL Luka Doncic PG De'Aaron Fox SG Tyreke Evans G Cory Joseph F Dorian Finney-Smith,,Patty Mills,G,3.00%,5.5
82,1284136195,bubbagump1976,0,256.5,PF Giannis Antetokounmpo C Andre Drummond PG Kyrie Irving SF Juancho Hernangómez G Jeremy Lin SG Tyreke Evans F Mike Muscala UTIL David Nwaba,,John Collins,C,2.50%,31.75
82,1284343442,dreamville1991,0,256.5,C Anthony Davis PG Jrue Holiday SG JJ Redick UTIL Brook Lopez PF Marcus Morris SF E'Twaun Moore F Bojan Bogdanovic G Jaylen Brown,,Langston Galloway,UTIL,2.50%,13.75
84,1284143289,amkulikowski,0,256.25,F Anthony Davis PF Paul George G De'Aaron Fox SF Bojan Bogdanovic C Myles Turner UTIL Garrett Temple PG Monte Morris SG Tyreke Evans,,Reggie Jackson,G,2.50%,26.25
84,1284187987,oh_ihoop,0,256.25,PF Anthony Davis SG DeMar DeRozan C Deandre Ayton SF Jayson Tatum PG Collin Sexton UTIL Jae Crowder G Patty Mills F Iman Shumpert,,Hamidou Diallo,SG,2.50%,25.75
86,1284103322,B6969,0,255.75,PF Giannis Antetokounmpo PG Devin Booker F Nikola Mirotic C Deandre Ayton SF Buddy Hield G Monte Morris UTIL Alex Len SG Markelle Fultz,,Shai Gilgeous-Alexander,G,2.50%,22.5
86,1284164769,Slow_Guy,0,255.75,UTIL LaMarcus Aldridge C Marc Gasol G Trae Young SG Gordon Hayward F Kent Bazemore PG Ricky Rubio SF Harrison Barnes PF Rudy Gay,,Omari Spellman,F,2.50%,10.25
88,1284231759,mr9wd,0,255.25,PF Blake Griffin C Andre Drummond PG Ben Simmons SF Nicolas Batum UTIL Myles Turner F Jaylen Brown SG Bryn Forbes G Markelle Fultz,,Trey Lyles,PF,2.50%,9.5
89,1284224416,Lugnut,0,255,PF Anthony Davis SF Paul George C Marc Gasol F Juancho Hernangómez SG Tyreke Evans PG Bryn Forbes UTIL Cory Joseph G David Nwaba,,Nemanja Bjelica,PF,2.50%,25.5
90,1284315995,WaveBreak,0,254.75,SF Paul George UTIL Steven Adams F Domantas Sabonis PG De'Aaron Fox C Willie Cauley-Stein SG Buddy Hield PF Juancho Hernangómez G David Nwaba,,Patrick Beverley,SG,2.00%,13.5
91,1284192047,dootoo22,0,254.25,C Joel Embiid UTIL Nikola Jokic PF T.J. Warren PG De'Aaron Fox SF Rudy Gay SG Tyreke Evans G Cory Joseph F Dorian Finney-Smith,,Aaron Holiday,PG,2.00%,30.25
92,1284277588,brizz1,0,254,UTIL Jimmy Butler F Nikola Mirotic C Deandre Ayton PF T.J. Warren G Trae Young PG De'Aaron Fox SG Buddy Hield SF Tyreke Evans,,Marcus Morris,PF,2.00%,19
93,1284176255,RaymondAnthonyPablo,0,253.75,PF Anthony Davis SF Giannis Antetokounmpo PG Kemba Walker F Marco Belinelli SG Iman Shumpert C Guillermo Hernangómez G Markelle Fultz UTIL Nerlens Noel,,DeAndre' Bembry,UTIL,2.00%,13.5
94,1284305508,dogface17,0,253,SF Paul George UTIL Marc Gasol C Deandre Ayton PF T.J. Warren PG De'Aaron Fox F Juancho Hernangómez SG Tyreke Evans G Cory Joseph,,Jamal Murray,G,2.00%,41
95,1284310288,Sleepyjesus,0,252.75,PF Anthony Davis F Nikola Mirotic PG De'Aaron Fox G Ricky Rubio C Tristan Thompson SF Rudy Gay SG Jeremy Lamb UTIL Dorian Finney-Smith,,Cody Zeller,C,2.00%,24
95,1284333067,CardsFan1227,0,252.75,PF Giannis Antetokounmpo PG Dennis Schroder C Domantas Sabonis SG Joe Ingles F E'Twaun Moore G Darren Collison UTIL Nicolas Batum SF Bogdan Bogdanovic,,Jaylen Brown,F,2.00%,20
97,1284107154,persongreg,0,252.5,PG Ben Simmons SG Jimmy Butler SF T.J. Warren G De'Aaron Fox C Willie Cauley-Stein UTIL JJ Redick F Jeremy Lamb PF Trevor Ariza,,Jae Crowder,UTIL,2.00%,32.25
98,1284170957,Gr8lakr,0,252.25,PG Kemba Walker C Nikola Jokic PF LaMarcus Aldridge SG Eric Bledsoe G Malcolm Brogdon F Marvin Bagley III SF DeAndre' Bembry UTIL Maxi Kleber,,Thaddeus Young,PF,2.00%,23.5
98,1284244474,SOUTHSIDE4-1TX,0,252.25,C Andre Drummond PG Kyrie Irving UTIL Lou Williams SG Kent Bazemore F Buddy Hield G JJ Redick SF Jerami Grant PF Trey Lyles,,Maxi Kleber,UTIL,2.00%,12.5
100,1284117299,mitanner,0,252,SF Giannis Antetokounmpo SG Dennis Schroder F LaMarcus Aldridge PF Domantas Sabonis C John Collins UTIL Garrett Temple G Cory Joseph PG Aaron Holiday,,Iman Shumpert,SG,2.00%,36.75
101,1284102994,dandizle,0,251.5,SF Giannis Antetokounmpo F LaMarcus Aldridge G Trae Young PG De'Aaron Fox UTIL Collin Sexton PF Juancho Hernangómez C Myles Turner SG David Nwaba,,Marvin Williams,PF,1.50%,15.5
101,1284122538,barij21,0,251.5,PG Kyrie Irving UTIL Nikola Mirotic G De'Aaron Fox C Al Horford PF Jayson Tatum SG Buddy Hield F JJ Redick SF Rudy Gay,,Glenn Robinson III,UTIL,1.50%,12.5
103,1284104518,sports_savant,0,251.25,PG Kemba Walker C Nikola Jokic G Kyrie Irving UTIL Collin Sexton SG Patrick Beverley SF Bojan Bogdanovic PF Marvin Williams F David Nwaba,,Shelvin Mack,UTIL,1.50%,10.5
104,1284314531,scooterk75,0,250.25,F Giannis Antetokounmpo SF Ben Simmons PF Paul Millsap UTIL Tristan Thompson C Brook Lopez PG Malcolm Brogdon G Monte Morris SG Tyreke Evans,,Marco Belinelli,F,1.50%,21.25
105,1284148986,nkb12,0,249.75,C Anthony Davis PG Devin Booker SG Donovan Mitchell G Kent Bazemore SF Rudy Gay PF Trevor Ariza UTIL Jae Crowder F Stanley Johnson,,Nerlens Noel,UTIL,1.50%,0
105,1284356055,patriotsfanforever,0,249.75,G Kyrie Irving SG Dennis Schroder F Julius Randle UTIL Jayson Tatum C Tristan Thompson PF Harrison Barnes PG Darren Collison SF Juancho Hernangómez,,Malik Monk,SG,1.50%,2.75
107,1284313217,CaptainDLH,0,249.25,UTIL Nikola Jokic SG Devin Booker C Rudy Gobert PG Luka Doncic PF Harrison Barnes G Darren Collison F Bojan Bogdanovic SF Mikal Bridges,,Kyle Anderson,F,1.50%,28.5
107,1284337821,manaba24,0,249.25,C Blake Griffin PG Kyrie Irving G Devin Booker F JJ Redick SG Joe Ingles UTIL Jeremy Lamb PF Juancho Hernangómez SF Vince Carter,,Thon Maker,UTIL,1.50%,0
109,1284134905,Kroppy3,0,248.5,SG Donovan Mitchell G Jamal Murray C Montrezl Harrell UTIL Deandre Ayton SF T.J. Warren PG De'Aaron Fox PF Paul Millsap F Tyreke Evans,,Alex Len,UTIL,1.00%,32
109,1284319310,noelitall,0,248.5,UTIL Nikola Jokic SF Tobias Harris C Deandre Ayton PG De'Aaron Fox G Lou Williams F Gordon Hayward SG Tyreke Evans PF Mike Muscala,,Marcin Gortat,C,1.00%,20.25
111,1284156620,will92381,0,248.25,PF Blake Griffin SG DeMar DeRozan PG De'Aaron Fox SF Jayson Tatum UTIL Shai Gilgeous-Alexander C Brook Lopez G Tyreke Evans F Reggie Bullock,,Kevin Huerter,SG,1.00%,9.75
112,1284144516,dpboyz80,0,247.5,PG Kemba Walker G Kyrie Irving SG Donovan Mitchell SF Nikola Mirotic PF Juancho Hernangómez C Myles Turner F Tyreke Evans UTIL Dorian Finney-Smith,,Mason Plumlee,PF,1.00%,15.75
113,1284097145,Ritzy,0,247.25,G Jimmy Butler C Deandre Ayton PF T.J. Warren PG Trae Young SF Jayson Tatum F Larry Nance Jr. SG Buddy Hield UTIL Tristan Thompson,,Tim Frazier,G,1.00%,0
114,1284243572,pjb0009,0,247,F Giannis Antetokounmpo G Ben Simmons SG Gary Harris UTIL Kent Bazemore PG Dennis Smith Jr. PF Derrick Favors SF Garrett Temple C Cody Zeller,,Ben McLemore,F,1.00%,0
115,1284237209,clevelandcavs,0,246.75,SF Giannis Antetokounmpo C Andre Drummond PG Eric Bledsoe SG Joe Ingles F Rodney Hood G Jeremy Lin PF Thaddeus Young UTIL Cody Zeller,,Ersan Ilyasova,PF,1.00%,13.5
116,1284138450,fun4chance,0,246.5,PG Kemba Walker SF Nikola Mirotic C Deandre Ayton UTIL De'Aaron Fox PF Jaren Jackson Jr. SG Buddy Hield F Rudy Gay G David Nwaba,,Guillermo Hernangómez,C,1.00%,24.75
