Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
10,1302697027,ms386514,0,259,SF LeBron James G De'Aaron Fox PF Danilo Gallinari C Willie Cauley-Stein UTIL Buddy Hield F Marvin Bagley III SG Tyreke Evans PG Aaron Holiday,,Kawhi Leonard,SF,28.21%,56.5
12,1302085844,kmatayoshi,0,258,PF Kawhi Leonard PG Kyle Lowry SG Klay Thompson UTIL Willie Cauley-Stein SF Buddy Hield C Serge Ibaka G Darren Collison F Doug McDermott,,Kyle Lowry,G,28.21%,46
13,1302497403,Naravuth,0,257,SF Kevin Durant UTIL De'Aaron Fox C Willie Cauley-Stein G Buddy Hield PG Lou Williams PF Serge Ibaka F Marvin Bagley III SG Iman Shumpert,,Bojan Bogdanovic,F,25.64%,20.75
14,1302755481,90ImFamous,0,256.5,PF Kevin Durant F LeBron James SG Klay Thompson PG Lonzo Ball SF Danny Green G Andre Iguodala UTIL Iman Shumpert C Damian Jones,,Danny Green,F,23.08%,31.25
15,1301775897,wackyzacy,0,256,SF LeBron James PG De'Aaron Fox C Myles Turner PF Pascal Siakam F Buddy Hield UTIL Bojan Bogdanovic SG Bogdan Bogdanovic G Josh Hart,,Danilo Gallinari,SF,23.08%,31
15,1302497787,Pandamonyum1,0,256,SF LeBron James SG Klay Thompson PG De'Aaron Fox G Buddy Hield F Kyle Kuzma UTIL Marvin Bagley III PF Nemanja Bjelica C Tyson Chandler,,Myles Turner,C,20.51%,16
17,1302206300,thetruth24518,0,255.5,SF LeBron James UTIL Kyle Lowry F Montrezl Harrell SG Buddy Hield PF Marvin Bagley III PG Darren Collison G Cory Joseph C Boban Marjanovic,,Boban Marjanovic,UTIL,20.51%,0
18,1301825162,Bro0227,0,255.25,F LeBron James SF Kawhi Leonard G Buddy Hield PF Serge Ibaka UTIL Bojan Bogdanovic SG Bogdan Bogdanovic PG Darren Collison C Boban Marjanovic,,Pascal Siakam,F,17.95%,33
19,1302549850,IBeatit10,0,252,SF Kawhi Leonard PG Kyle Lowry PF Montrezl Harrell UTIL Willie Cauley-Stein SG Bojan Bogdanovic C Jonas Valanciunas G Quinn Cook F Danny Green,,Willie Cauley-Stein,C,17.95%,33
20,1302413334,Anderson2828,0,251.5,PF Kawhi Leonard PG Kyle Lowry F Montrezl Harrell SF Danilo Gallinari C Myles Turner UTIL Darren Collison SG Danny Green G Iman Shumpert,,Brandon Ingram,SG,15.38%,27.25
21,1301835694,kochbarh,0,250.75,SF Kawhi Leonard PG Kyle Lowry C Domantas Sabonis SG Buddy Hield G Lou Williams PF Serge Ibaka UTIL Patrick Beverley F Danny Green,,Fred VanVleet,G,15.38%,4.75
22,1302548039,nickel_19,0,250.5,UTIL Kevin Durant SG Klay Thompson C Willie Cauley-Stein G Buddy Hield PG Lou Williams PF Serge Ibaka SF Thaddeus Young F Nemanja Bjelica,,Shai Gilgeous-Alexander,UTIL,15.38%,37.75
23,1302439565,scoot18uga,0,250,UTIL LeBron James C Montrezl Harrell G De'Aaron Fox SG Lou Williams PF Marvin Bagley III SF Bogdan Bogdanovic PG Quinn Cook F Iman Shumpert,,Bogdan Bogdanovic,SG,15.38%,41
24,1301802305,MrStealYoBands,0,248.5,PF Kevin Durant SF Kawhi Leonard UTIL Montrezl Harrell F Serge Ibaka SG Bojan Bogdanovic PG Quinn Cook C Boban Marjanovic G Shaun Livingston,,Jonas Valanciunas,C,15.38%,18.5
25,1301727323,Slimhopes,0,246,PG Kyle Lowry PF Montrezl Harrell SG Klay Thompson C Willie Cauley-Stein SF Buddy Hield G Lou Williams F Marvin Bagley III UTIL Thaddeus Young,,Iman Shumpert,G,15.38%,8.5
26,1302312015,tbuono21,0,244.25,SF Tobias Harris C Montrezl Harrell PF Domantas Sabonis SG Klay Thompson PG Lou Williams F Bojan Bogdanovic UTIL Nemanja Bjelica G Danny Green,,Domantas Sabonis,PF,12.82%,48.25
27,1302068687,FrankTheTank2551,0,242,SF LeBron James PF Montrezl Harrell SG Klay Thompson F Danilo Gallinari C Serge Ibaka PG Darren Collison G Lance Stephenson UTIL Kevon Looney,,Kyle Kuzma,PF,10.26%,25.25
28,1302369395,aaronvan,0,240.75,SF LeBron James PG De'Aaron Fox C Myles Turner SG Buddy Hield G Lou Williams PF Serge Ibaka F Marvin Bagley III UTIL Josh Hart,,Tobias Harris,PF,10.26%,43
29,1301874272,smaranpatel1,0,240.25,SF Kevin Durant SG Klay Thompson PF Danilo Gallinari C Myles Turner G Buddy Hield PG Shai Gilgeous-Alexander UTIL Quinn Cook F Doug McDermott,,Quinn Cook,PG,10.26%,11
30,1302753455,BrandanErhard215,0,239.25,SF Kevin Durant PF Montrezl Harrell C Domantas Sabonis SG Klay Thompson F Serge Ibaka PG Aaron Holiday G Iman Shumpert UTIL Boban Marjanovic,,Nemanja Bjelica,UTIL,10.26%,18.25
31,1302344571,aherrera23,0,237.25,PF LeBron James SF Tobias Harris C Willie Cauley-Stein SG Buddy Hield G Lou Williams UTIL Jonas Valanciunas PG Darren Collison F Nemanja Bjelica,,JaVale McGee,C,7.69%,26.5
32,1301715374,arew24,0,234,PF Tobias Harris G Klay Thompson UTIL De'Aaron Fox SF Danilo Gallinari SG Brandon Ingram F Marvin Bagley III C Jonas Valanciunas PG Fred VanVleet,,Tyreke Evans,SG,7.69%,25.5
33,1302177019,king_josiah,0,233.75,UTIL Kevin Durant F Montrezl Harrell PF Pascal Siakam SF Brandon Ingram SG Buddy Hield G Lou Williams PG Darren Collison C Boban Marjanovic,,Josh Hart,G,7.69%,23.25
34,1302653946,divx22,0,233,SF Kawhi Leonard PG Kyle Lowry F Pascal Siakam SG Brandon Ingram G Buddy Hield PF Serge Ibaka C Jonas Valanciunas UTIL Fred VanVleet,,Thaddeus Young,UTIL,7.69%,27.75
35,1302339738,inqb,0,223.5,SF Kevin Durant C Myles Turner UTIL Pascal Siakam SG Buddy Hield F Serge Ibaka PF Kyle Kuzma G Bojan Bogdanovic PG Fred VanVleet,,Aaron Holiday,PG,7.69%,10.5
36,1301386397,thisdarrellguy92,0,219.25,SF LeBron James PF Montrezl Harrell SG Brandon Ingram PG Lou Williams F Bojan Bogdanovic C JaVale McGee UTIL Darren Collison G Fred VanVleet,,Doug McDermott,F,5.13%,15.5
37,1302627308,FrankCastle2015,0,215.75,PF LeBron James SF Kawhi Leonard C Montrezl Harrell G Lou Williams F Serge Ibaka PG Aaron Holiday SG Iman Shumpert UTIL Boban Marjanovic,,Andre Iguodala,F,5.13%,23
38,1302712017,kmedina626,0,207.75,UTIL Klay Thompson G De'Aaron Fox PF Danilo Gallinari C Myles Turner F Pascal Siakam SF Buddy Hield PG Lou Williams SG Bojan Bogdanovic,,Tyson Chandler,C,5.13%,20.75
39,1302783026,jfrehner,0,187,SF Kawhi Leonard G Victor Oladipo PG De'Aaron Fox PF Danilo Gallinari SG Brandon Ingram C Serge Ibaka UTIL Boban Marjanovic F Jordan Bell,,Marcin Gortat,C,2.56%,18.25
,,,,,,,Shaun Livingston,G,2.56%,21
,,,,,,,Patrick Beverley,UTIL,2.56%,6.75
,,,,,,,Lance Stephenson,G,2.56%,3.25
,,,,,,,Kevon Looney,UTIL,2.56%,22.5
,,,,,,,Kentavious Caldwell-Pope,G,2.56%,16.5
,,,,,,,OG Anunoby,F,2.56%,7.75
,,,,,,,Cory Joseph,G,2.56%,28
,,,,,,,Skal Labissiere,F,2.56%,0
,,,,,,,Lonzo Ball,PG,2.56%,20
,,,,,,,Damian Jones,C,2.56%,1.5
,,,,,,,Victor Oladipo,G,2.56%,0
,,,,,,,Jordan Bell,F,2.56%,5
