Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
32,1303998304,bgk0091,0,217,C Joel Embiid PG Ben Simmons SG Bradley Beal PF Markieff Morris UTIL Wendell Carter Jr. G Kelly Oubre Jr. SF Jeff Green F Mike Muscala,,Zach LaVine,PG,7.69%,23.5
33,1303525547,Gstacksisback,0,213.75,G Russell Westbrook C Joel Embiid F Larry Nance Jr. UTIL Marcus Morris SF Kelly Oubre Jr. PF Jonathan Isaac SG Marcus Smart PG Elie Okobo,,Mason Plumlee,PF,7.69%,17.25
34,1303373215,kochbarh,0,208,PG Zach LaVine SG Jimmy Butler C DeAndre Jordan G CJ McCollum SF Evan Fournier PF Larry Nance Jr. F Trevor Ariza UTIL Garrett Temple,,Blake Griffin,PF,7.69%,41.5
35,1303409111,petermao,0,206.5,SG James Harden C Nikola Vucevic UTIL Luka Doncic PG Collin Sexton F Kelly Oubre Jr. G Ryan Arcidiacono SF Stanley Johnson PF Omari Spellman,,Julius Randle,C,7.69%,23.5
36,1303877603,Bro0227,0,184.75,C Joel Embiid F Paul George G Zach LaVine PF Larry Nance Jr. SF Markieff Morris SG Kelly Oubre Jr. UTIL Aron Baynes PG Elie Okobo,,Kyrie Irving,PG,7.69%,41.5
37,1303950217,smgillis7,0,180.25,G Russell Westbrook UTIL Ben Simmons SG Devin Booker PF Markieff Morris F Marcus Morris SF Kelly Oubre Jr. C Aron Baynes PG Elie Okobo,,Brandon Ingram,F,7.69%,31
38,1303881016,brandonk0501,0,150.5,PF LeBron James SG Devin Booker SF Jimmy Butler G D'Angelo Russell PG Lonzo Ball C Cody Zeller F Carmelo Anthony UTIL Maxi Kleber,,Terrence Ross,SF,7.69%,26.25
39,1303318733,titanium998,0,0,,,Lonzo Ball,PG,7.69%,25.25
,,,,,,,Jeremy Lamb,SF,5.13%,38.25
,,,,,,,Steven Adams,UTIL,5.13%,33.25
,,,,,,,Dwyane Wade,SG,5.13%,33.75
,,,,,,,Andre Drummond,C,5.13%,59.5
,,,,,,,Spencer Dinwiddie,G,5.13%,25
,,,,,,,Kyle Kuzma,PF,5.13%,41
,,,,,,,Cody Zeller,C,5.13%,4
,,,,,,,Nikola Mirotic,SF,5.13%,28
,,,,,,,Jusuf Nurkic,C,5.13%,41.25
,,,,,,,DeAndre Jordan,C,5.13%,25
,,,,,,,Trevor Ariza,F,5.13%,23
,,,,,,,LeBron James,F,5.13%,41.25
,,,,,,,Collin Sexton,PG,5.13%,24.5
,,,,,,,Ryan Arcidiacono,G,5.13%,8
,,,,,,,Jonathan Isaac,PF,5.13%,13.75
,,,,,,,Gordon Hayward,G,5.13%,24.5
,,,,,,,Paul Millsap,UTIL,5.13%,49.5
,,,,,,,Paul George,F,5.13%,34.75
,,,,,,,Devin Booker,SG,5.13%,0
,,,,,,,D'Angelo Russell,G,5.13%,45.75
,,,,,,,Josh Richardson,F,5.13%,32.5
,,,,,,,Wendell Carter Jr.,UTIL,5.13%,43.25
,,,,,,,Wayne Ellington,SG,5.13%,16
,,,,,,,Wesley Matthews,SF,2.56%,23
,,,,,,,Jamal Murray,SG,2.56%,23
,,,,,,,Taurean Prince,F,2.56%,27.25
,,,,,,,Wayne Selden Jr.,UTIL,2.56%,0
,,,,,,,Joe Ingles,SG,2.56%,19.75
,,,,,,,Nicolas Batum,UTIL,2.56%,13.75
,,,,,,,P.J. Tucker,F,2.56%,25.25
,,,,,,,Garrett Temple,UTIL,2.56%,24.75
,,,,,,,Rodney McGruder,G,2.56%,22.75
,,,,,,,Jarrett Allen,UTIL,2.56%,41.5
,,,,,,,Stanley Johnson,SF,2.56%,16
,,,,,,,Omari Spellman,PF,2.56%,10
,,,,,,,James Ennis III,SF,2.56%,5.5
,,,,,,,Clint Capela,UTIL,2.56%,55
,,,,,,,Jayson Tatum,PF,2.56%,20.5
,,,,,,,Bam Adebayo,C,2.56%,27.75
,,,,,,,James Johnson,F,2.56%,15.25
,,,,,,,Carmelo Anthony,F,2.56%,0
,,,,,,,Maxi Kleber,UTIL,2.56%,0
,,,,,,,Nikola Jokic,UTIL,2.56%,38
,,,,,,,Rudy Gobert,UTIL,2.56%,52.75
,,,,,,,Malik Beasley,SG,2.56%,5.5
,,,,,,,Michael Kidd-Gilchrist,PF,2.56%,14
,,,,,,,J.J. Barea,SG,2.56%,16.25
,,,,,,,Justise Winslow,F,2.56%,15.25
,,,,,,,Bradley Beal,SG,2.56%,25
,,,,,,,Mike Muscala,F,2.56%,34
,,,,,,,DeMar DeRozan,SF,2.56%,30
,,,,,,,Derrick Favors,UTIL,2.56%,16.5
