Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
19,1293135598,eyecravesoda,0,321.75,PF Kevin Durant UTIL Klay Thompson SF Jayson Tatum PG Jeff Teague C Willie Cauley-Stein SG Buddy Hield F Justin Holiday G Eric Gordon,,Otto Porter Jr.,PF,13.00%,48.75
19,1293340173,Elway1998,0,321.75,C Karl-Anthony Towns PF Julius Randle SF Nikola Mirotic G Klay Thompson PG Derrick Rose UTIL Tristan Thompson F Taj Gibson SG James Ennis III,,Collin Sexton,PG,13.00%,36
21,1292956174,marvp76,0,321.5,PF Kevin Durant G Eric Bledsoe SF Jayson Tatum UTIL Jabari Parker C Willie Cauley-Stein PG Collin Sexton SG Malcolm Brogdon F Markieff Morris,,Jayson Tatum,SF,12.50%,37
22,1293062898,wearandtear1014,0,319.25,PG Russell Westbrook C Karl-Anthony Towns PF LaMarcus Aldridge SF Otto Porter Jr. G Quinn Cook SG Eric Gordon F Marvin Bagley III UTIL Jordan Bell,,Giannis Antetokounmpo,SF,12.50%,74.5
22,1293141358,IndyGlen,0,319.25,PG Russell Westbrook C Clint Capela UTIL Julius Randle PF Rudy Gay F Buddy Hield SG Justin Holiday G Eric Gordon SF Bogdan Bogdanovic,,Cedi Osman,SF,12.50%,18.75
24,1293341910,draftkingssuperstar2,0,319,C Karl-Anthony Towns SG Zach LaVine SF Khris Middleton PF Nikola Mirotic G Collin Sexton PG J.J. Barea F Eric Gordon UTIL P.J. Tucker,,LaMarcus Aldridge,PF,11.50%,23.75
25,1293256094,joshualala,0,318.75,PG James Harden C LaMarcus Aldridge PF Julius Randle SF Jabari Parker G Collin Sexton F Cedi Osman SG Justin Holiday UTIL Iman Shumpert,,Tristan Thompson,C,11.50%,53
26,1293161170,ourkez,0,318,F Giannis Antetokounmpo PG Jrue Holiday PF Julius Randle UTIL Robert Covington SF E'Twaun Moore G Justin Holiday C Kevon Looney SG Marco Belinelli,,Kevin Durant,UTIL,11.00%,73.75
27,1292991735,CaptainDLH,0,317.25,UTIL Russell Westbrook C Karl-Anthony Towns PG Luka Doncic SF Harrison Barnes G Collin Sexton SG J.J. Barea F Markieff Morris PF Jordan Bell,,Zach LaVine,UTIL,11.00%,42
28,1293387407,cityofcircuits,0,316.5,C Karl-Anthony Towns SG Zach LaVine F Julius Randle PF Nikola Mirotic PG Derrick Rose SF Justin Holiday UTIL Jeff Green G Tomas Satoransky,,Dennis Schroder,PG,10.50%,25.5
29,1293092895,Alltheway1983,0,315.5,PF Kevin Durant PG Luka Doncic UTIL Jamal Murray SF Jayson Tatum SG Dennis Schroder G Buddy Hield F Eric Gordon C Kevon Looney,,De'Aaron Fox,PG,10.50%,25.5
30,1293388783,sandhogs,0,314.75,SG James Harden C Karl-Anthony Towns UTIL Clint Capela PG Quinn Cook SF Eric Gordon PF Marvin Bagley III F Rodney Hood G Bogdan Bogdanovic,,Paul George,SF,10.50%,54.75
31,1293015490,IxBLEWxIT,0,314.5,C Nikola Jokic PF Julius Randle G Klay Thompson UTIL Willie Cauley-Stein F Otto Porter Jr. SG Buddy Hield SF E'Twaun Moore PG Collin Sexton,,J.J. Barea,PG,10.00%,39.75
31,1293169773,Joeoconnor7,0,314.5,G John Wall F Paul George C Clint Capela PF Nikola Mirotic UTIL Jeff Teague SF Justin Holiday SG Eric Gordon PG Marcus Smart,,Marvin Bagley III,PF,10.00%,45.75
33,1292935151,bluenovember,0,314.25,C Karl-Anthony Towns UTIL Jrue Holiday PF Nikola Mirotic SG Derrick Rose SF E'Twaun Moore PG Collin Sexton G Malcolm Brogdon F Andre Iguodala,,Rodney Hood,SG,9.50%,11
33,1292995507,1DebraLover,0,314.25,PG Russell Westbrook SF Kevin Durant SG Klay Thompson C Steven Adams UTIL Justin Holiday G Bryn Forbes F Iman Shumpert PF Mason Plumlee,,Kyrie Irving,UTIL,9.00%,37.75
35,1292960434,YSLyames,0,313.75,G Russell Westbrook PG Kyrie Irving C DeAndre Jordan PF Jabari Parker UTIL Justin Holiday SG J.J. Barea SF Eric Gordon F Bogdan Bogdanovic,,Iman Shumpert,F,8.50%,22.5
36,1293094139,nnamdioz,0,313.5,PG James Harden G Jrue Holiday C Clint Capela UTIL Tristan Thompson SF Justin Holiday SG Eric Gordon PF Jeff Green F Dorian Finney-Smith,,Jerami Grant,PF,8.50%,21.5
37,1293295707,teleStraightShooter,0,312.75,PG Jrue Holiday C Clint Capela PF Julius Randle SF Nikola Mirotic G Klay Thompson F Otto Porter Jr. SG Bogdan Bogdanovic UTIL Mason Plumlee,,Bradley Beal,SG,8.00%,45
38,1292924034,allen1521,0,312.5,C Karl-Anthony Towns PG Kyrie Irving PF Julius Randle UTIL DeAndre Jordan SF Otto Porter Jr. F Marcus Morris SG Bogdan Bogdanovic G Damion Lee,,Malcolm Brogdon,PG,7.50%,32.25
39,1293117621,Dark_Alley,0,312,PF Paul George UTIL Julius Randle PG De'Aaron Fox SG Klay Thompson C Tristan Thompson SF Marcus Morris G Collin Sexton F Cedi Osman,,Luka Doncic,G,7.50%,35
39,1293397993,skip2mylou23,0,312,PG John Wall SG Bradley Beal C Julius Randle UTIL De'Aaron Fox PF Nikola Mirotic G J.J. Barea SF Eric Gordon F Bogdan Bogdanovic,,E'Twaun Moore,SF,7.50%,38.75
41,1292988996,andrew10000,0,311.75,SF Kevin Durant SG Klay Thompson PG Jamal Murray F Jayson Tatum PF Harrison Barnes C Brook Lopez UTIL Malcolm Brogdon G Eric Gordon,,Andrew Wiggins,G,7.00%,2.25
41,1293113055,kdogmonster9,0,311.75,G Jrue Holiday PG John Wall F Julius Randle PF Nikola Mirotic C Tristan Thompson UTIL Cedi Osman SG Eric Gordon SF Bogdan Bogdanovic,,Jamal Murray,PG,6.50%,43.5
43,1293000139,RandyMossya,0,311.5,PG James Harden F Paul George C Clint Capela UTIL Tristan Thompson G Collin Sexton SG Eric Gordon PF P.J. Tucker SF James Ennis III,,Rudy Gay,PF,6.50%,25
44,1292963062,LouisV11,0,311,G James Harden SF Paul George C Steven Adams F Harrison Barnes SG Buddy Hield UTIL Jordan Clarkson PG J.J. Barea PF Gorgui Dieng,,DeMar DeRozan,F,6.50%,52
45,1293054493,BadPuppy,0,310.5,UTIL Jrue Holiday G Zach LaVine C Julius Randle PF Nikola Mirotic F Jabari Parker PG Quinn Cook SG Eric Gordon SF Bogdan Bogdanovic,,Al Horford,C,6.50%,21.5
45,1293055722,eddie16,0,310.5,SG Jrue Holiday PG John Wall F Julius Randle SF Otto Porter Jr. C Wendell Carter Jr. G E'Twaun Moore UTIL Quinn Cook PF Markieff Morris,,Wendell Carter Jr.,UTIL,6.50%,24
47,1293277540,Isma_bish13,0,309.25,UTIL LaMarcus Aldridge PF Nikola Mirotic SG Klay Thompson PG Derrick Rose F Jabari Parker SF Harrison Barnes C Tristan Thompson G E'Twaun Moore,,Paul Millsap,PF,6.00%,24.5
48,1293212990,Russ2662,0,309,SG Zach LaVine PF LaMarcus Aldridge PG De'Aaron Fox UTIL Dennis Schroder F Jabari Parker SF Otto Porter Jr. C Tristan Thompson G Justin Holiday,,Steven Adams,C,6.00%,32
48,1293228085,Robster01,0,309,C Karl-Anthony Towns PG Luka Doncic F Nikola Mirotic G Klay Thompson PF Jabari Parker UTIL Willie Cauley-Stein SF Eric Gordon SG Bogdan Bogdanovic,,Dario Saric,F,6.00%,39
50,1293153481,FatGandalf,0,308.25,UTIL Karl-Anthony Towns SG Jrue Holiday PF Julius Randle SF Nikola Mirotic PG Collin Sexton G Quinn Cook F Cedi Osman C Aron Baynes,,Nemanja Bjelica,UTIL,6.00%,12.5
51,1293046644,Boneheads68,0,306.5,UTIL James Harden PF Nikola Mirotic SG Klay Thompson C Willie Cauley-Stein SF Otto Porter Jr. PG Malcolm Brogdon F Dario Saric G Jaylen Brown,,Khris Middleton,F,5.50%,31.5
52,1293090219,maxrluminox,0,306.25,C Karl-Anthony Towns SG Jrue Holiday SF DeMar DeRozan G Klay Thompson PF Jabari Parker UTIL Quinn Cook F Andre Iguodala PG Antonio Blakeney,,Aron Baynes,C,5.50%,15.75
52,1293130929,dragroute,0,306.25,SG James Harden C Karl-Anthony Towns PG Kyrie Irving G Quinn Cook UTIL Eric Gordon PF Jerami Grant F David Nwaba SF Iman Shumpert,,Nikola Jokic,C,5.50%,31
54,1293249695,mm45,0,306,PG James Harden UTIL Clint Capela C Julius Randle F Nikola Mirotic G Klay Thompson SG Marcus Smart SF Iman Shumpert PF Jordan Bell,,DeAndre Jordan,UTIL,5.50%,37.25
55,1293368466,Hingoe,0,305.25,UTIL Russell Westbrook F Kevin Durant C Clint Capela G Quinn Cook SF Eric Gordon PF Marvin Bagley III SG Marcus Smart PG Tomas Satoransky,,Harrison Barnes,F,5.50%,34.25
56,1293315752,gilo162,0,304,UTIL Karl-Anthony Towns G Kyrie Irving SG Bradley Beal PG Luka Doncic SF Otto Porter Jr. PF Markieff Morris F Jeff Green C Aron Baynes,,P.J. Tucker,SF,5.50%,16.5
57,1293316781,r.turney,0,303.5,UTIL Russell Westbrook C Karl-Anthony Towns PG John Wall SF Eric Gordon PF Marvin Bagley III F Jerami Grant G Rodney Hood SG Bogdan Bogdanovic,,Robert Covington,SF,5.00%,24.5
57,1293331749,DinkeyMan,0,303.5,SF Giannis Antetokounmpo PG John Wall UTIL Jabari Parker F Al Horford PF Otto Porter Jr. G Collin Sexton SG Malcolm Brogdon C Channing Frye,,Jaylen Brown,F,5.00%,25.25
59,1293148447,yetti88,0,303,UTIL James Harden PG De'Aaron Fox PF Nikola Mirotic SG Klay Thompson C Tristan Thompson F Cedi Osman SF Eric Gordon G Iman Shumpert,,Kevon Looney,F,5.00%,18
60,1293260775,treyjordan,0,302.75,PG John Wall PF Julius Randle SF Nikola Mirotic SG Klay Thompson UTIL Jeff Teague C Al Horford G Eric Gordon F Kelly Oubre Jr.,,Jeff Teague,PG,5.00%,31
61,1293195999,afigz89,0,302.5,PG James Harden C Clint Capela UTIL Bradley Beal F Buddy Hield G Collin Sexton SF Cedi Osman SG Eric Gordon PF P.J. Tucker,,Mason Plumlee,F,4.50%,29.75
62,1292985685,Senoj79,0,302.25,C Karl-Anthony Towns PG Jrue Holiday UTIL John Wall PF Jabari Parker SF Robert Covington SG Eric Gordon G Bogdan Bogdanovic F Kevon Looney,,Marcus Smart,UTIL,4.00%,26.5
63,1293363892,CHRONO9,0,302,SF Giannis Antetokounmpo F Paul George C Clint Capela PG Jeff Teague PF Larry Nance Jr. G Eric Gordon SG Marcus Smart UTIL Aron Baynes,,Markieff Morris,F,4.00%,33.25
64,1292864504,Boompow2,0,301.75,SG Jrue Holiday UTIL John Wall C Julius Randle PF Nikola Mirotic G Klay Thompson PG J.J. Barea SF Bogdan Bogdanovic F Iman Shumpert,,Brook Lopez,C,4.00%,14.5
65,1293036797,mlglade1,0,301.5,PF Kevin Durant G Klay Thompson UTIL Dennis Schroder C Willie Cauley-Stein F Otto Porter Jr. SG Buddy Hield PG Collin Sexton SF Cedi Osman,,Antonio Blakeney,PG,4.00%,11.5
66,1293163413,Putonswole,0,300.5,C Nikola Jokic PG John Wall SG Jamal Murray F Jayson Tatum UTIL Jeff Teague G Buddy Hield PF Marvin Bagley III SF Jaylen Brown,,Jeff Green,PF,4.00%,14.5
67,1293179390,abe1019,0,300.25,PG Kyrie Irving SG DeMar DeRozan SF Jayson Tatum C Paul Millsap PF Al Horford UTIL Otto Porter Jr. G Collin Sexton F Justin Holiday,,Trey Lyles,SF,3.50%,23
68,1292947369,aaronvc4,0,300,SG James Harden C Clint Capela PF Julius Randle PG Derrick Rose G Justin Holiday F Jerami Grant UTIL Monte Morris SF Bogdan Bogdanovic,,Anthony Davis,PF,3.50%,0
69,1293170855,Iceman10000,0,299.75,SF Kevin Durant G Jrue Holiday C Clint Capela UTIL Tristan Thompson PG Quinn Cook F Justin Holiday PF Taj Gibson SG Bogdan Bogdanovic,,Marcus Morris,F,3.50%,24.75
70,1293151869,k.rob10,0,299.5,UTIL Giannis Antetokounmpo G James Harden F Kevin Durant SF David Nwaba PG Ryan Arcidiacono C Thomas Bryant PF Mason Plumlee SG Deonte Burton,,Tomas Satoransky,SG,3.50%,8.25
70,1293179482,xXxPLOSIVE,0,299.5,G Russell Westbrook PG John Wall C Julius Randle F Nikola Mirotic UTIL J.J. Barea SF Eric Gordon SG Rodney Hood PF Cheick Diallo,,Jordan Clarkson,PG,3.00%,33.25
72,1293144407,Bouba0048,0,297.75,UTIL LaMarcus Aldridge C Clint Capela F Julius Randle G Derrick Rose PG Jamal Murray SF Jabari Parker SG Eric Gordon PF Taj Gibson,,Jordan Bell,PF,3.00%,13.5
72,1293257808,funk21,0,297.75,UTIL Giannis Antetokounmpo SG James Harden PG Zach LaVine G Eric Gordon PF Taj Gibson SF P.J. Tucker F Kevon Looney C Mason Plumlee,,James Ennis III,SF,3.00%,9.25
74,1293225901,Wolverine2128,0,296.5,PG James Harden G Russell Westbrook PF Julius Randle SF Cedi Osman SG J.J. Barea UTIL Rodney Hood F Bogdan Bogdanovic C Mason Plumlee,,Ryan Arcidiacono,UTIL,3.00%,8.25
75,1293220749,Coryg22,0,296,PF Kevin Durant C Clint Capela F Nikola Mirotic SG Klay Thompson UTIL Paul Millsap G Eric Gordon SF P.J. Tucker PG Marcus Smart,,Patty Mills,PG,2.50%,18
76,1292994674,dorianxyz,0,295.25,PG Russell Westbrook G Bradley Beal SF Nikola Mirotic C Tristan Thompson PF Larry Nance Jr. UTIL Wendell Carter Jr. SG J.J. Barea F Jonas Jerebko,,Dorian Finney-Smith,F,2.50%,23
77,1292975671,blooberry,0,295,SG Jrue Holiday PG John Wall UTIL Nikola Mirotic C Willie Cauley-Stein SF Otto Porter Jr. F E'Twaun Moore G Quinn Cook PF Marvin Bagley III,,Eric Bledsoe,PG,2.50%,45
78,1293046274,SadatGnosis,0,293.75,SG James Harden SF Kevin Durant G Klay Thompson PF Larry Nance Jr. PG Collin Sexton UTIL Taj Gibson F Iman Shumpert C Damian Jones,,Pat Connaughton,G,2.50%,9.25
78,1293190144,scooterk75,0,293.75,SF Giannis Antetokounmpo PG John Wall C Julius Randle SG Dennis Schroder UTIL Malcolm Brogdon PF Dario Saric G James Ennis III F Pat Connaughton,,Larry Nance Jr.,PF,2.50%,23.5
78,1293254145,Gucciman2001,0,293.75,SF Giannis Antetokounmpo PG James Harden F Jabari Parker UTIL Collin Sexton C Brook Lopez SG Eric Gordon G Ryan Arcidiacono PF Wesley Johnson,,Thomas Bryant,C,2.50%,12.25
78,1293327482,Dev21,0,293.75,SG Jrue Holiday F Paul George UTIL Nikola Mirotic G Derrick Rose SF Buddy Hield C Tristan Thompson PF Jerami Grant PG Ryan Arcidiacono,,Gorgui Dieng,C,2.00%,6.75
82,1293070547,forehead21,0,293.5,G Jrue Holiday C Clint Capela PG Luka Doncic SF Khris Middleton PF Otto Porter Jr. SG E'Twaun Moore F Eric Gordon UTIL Jaylen Brown,,Jonas Jerebko,F,2.00%,17.75
82,1293096455,markmerg,0,293.5,SG Jrue Holiday PG John Wall UTIL Nikola Mirotic PF Al Horford SF Otto Porter Jr. C Wendell Carter Jr. F Dario Saric G Eric Gordon,,Damian Jones,C,2.00%,21.5
84,1293225821,RisingStars7,0,293.25,PG James Harden F DeMar DeRozan C Clint Capela UTIL Tristan Thompson SF Cedi Osman G Eric Gordon SG Rodney Hood PF P.J. Tucker,,Kelly Oubre Jr.,SG,2.00%,29
85,1292991932,brettC3015,0,293,PG Zach LaVine UTIL Clint Capela C Steven Adams G Derrick Rose PF Jayson Tatum F Harrison Barnes SG E'Twaun Moore SF Eric Gordon,,Ersan Ilyasova,PF,1.50%,0
86,1293177271,Littlebilly65,0,292,G Bradley Beal PG Luka Doncic SG Klay Thompson C Steven Adams PF Jayson Tatum SF Jabari Parker UTIL Brook Lopez F Justin Holiday,,Shaquille Harrison,G,1.50%,7.75
86,1293209357,Wyo_wrestleref,0,292,SF Giannis Antetokounmpo SG Jrue Holiday PF Paul George G Dennis Schroder PG Quinn Cook F Marvin Bagley III C Aron Baynes UTIL Cheick Diallo,,Bryn Forbes,G,1.50%,24
88,1293239941,drewizzle86,0,290.75,PG John Wall F Paul George G Bradley Beal SF Nikola Mirotic PF Paul Millsap SG Malcolm Brogdon UTIL Eric Gordon C Thomas Bryant,,Cheick Diallo,F,1.50%,14
89,1293182936,dchasse,0,289.75,G Zach LaVine F Julius Randle PG De'Aaron Fox UTIL Eric Bledsoe C Steven Adams PF Jabari Parker SG Rodney Hood SF Jaylen Brown,,David Nwaba,F,1.50%,22.5
90,1293123535,oakridgeoutlaw,0,289.25,UTIL Russell Westbrook PG John Wall C Clint Capela SF Jabari Parker PF Juancho Hernangómez SG Justin Holiday F P.J. Tucker G Bogdan Bogdanovic,,Gordon Hayward,SG,1.00%,0
91,1293012329,extoneagles,0,289,C Karl-Anthony Towns SG Jrue Holiday PG John Wall SF Nikola Mirotic G Quinn Cook PF Dario Saric F Trey Lyles UTIL Shaquille Harrison,,Damion Lee,G,1.00%,10.25
92,1293347388,gabefranchise,0,288.75,C Nikola Jokic SG Zach LaVine UTIL Klay Thompson PG Derrick Rose PF Jayson Tatum G Quinn Cook SF Eric Gordon F Marvin Bagley III,,Andre Iguodala,F,1.00%,21.25
93,1293075805,appalolly,0,288,PG James Harden G Jrue Holiday UTIL Klay Thompson C Al Horford SG Eric Gordon PF Marvin Bagley III SF Jerami Grant F Bogdan Bogdanovic,,Monte Morris,UTIL,1.00%,19.5
94,1292981413,dollazMartoral,0,287.75,PG James Harden SG Zach LaVine C Steven Adams SF Rudy Gay PF Otto Porter Jr. UTIL Quinn Cook F Justin Holiday G Shaquille Harrison,,Kyle Korver,F,1.00%,20.75
95,1293079889,bigwadd,0,287.5,PG James Harden C Karl-Anthony Towns G John Wall F Cedi Osman SF Eric Gordon SG Rodney Hood UTIL Bogdan Bogdanovic PF Kevon Looney,,Josh Okogie,UTIL,1.00%,0
96,1293212143,mathersc,0,287.25,PG Kyrie Irving SG Jrue Holiday C Clint Capela G Klay Thompson SF Jabari Parker PF Otto Porter Jr. F Bogdan Bogdanovic UTIL Kyle Korver,,Wesley Johnson,SF,1.00%,8.25
97,1293126764,lsckeeper40,0,286.5,PF Kevin Durant C Karl-Anthony Towns PG John Wall UTIL Willie Cauley-Stein SF Eric Gordon SG Rodney Hood F Bogdan Bogdanovic G Antonio Blakeney,,Davis Bertans,C,1.00%,30
97,1293210188,kucas0918,0,286.5,PF Kevin Durant C Karl-Anthony Towns G John Wall UTIL Willie Cauley-Stein F Eric Gordon SF Rodney Hood SG Bogdan Bogdanovic PG Antonio Blakeney,,Juancho Hernangómez,PF,1.00%,32
99,1293249284,keptcold,0,286.25,SG James Harden PG Russell Westbrook G Derrick Rose C Tristan Thompson SF Jaylen Brown PF Nemanja Bjelica F Bogdan Bogdanovic UTIL Marcus Smart,,Marco Belinelli,SG,1.00%,20
100,1293110346,trlyon14,0,286,PG James Harden UTIL Russell Westbrook G Klay Thompson PF Jayson Tatum SG Malcolm Brogdon F Trey Lyles SF Wesley Johnson C Davis Bertans,,Nerlens Noel,C,1.00%,13.75
100,1293198326,LukeKingofDrafts,0,286,SG Jrue Holiday SF Paul George C Clint Capela G Klay Thompson F Jabari Parker PG Collin Sexton PF Jerami Grant UTIL Thomas Bryant,,Dennis Smith Jr.,G,0.50%,0
102,1293313894,TheOdds,0,285.5,G James Harden C DeAndre Jordan PG Jamal Murray SF Jayson Tatum PF Larry Nance Jr. UTIL Brook Lopez SG Eric Gordon F Jaylen Brown,,Gary Clark,UTIL,0.50%,9.5
103,1293307382,spot64,0,283.75,SF Giannis Antetokounmpo PG Russell Westbrook G Buddy Hield C Wendell Carter Jr. SG Eric Gordon PF Jerami Grant UTIL Rodney Hood F Bogdan Bogdanovic,,Andrew Harrison,UTIL,0.50%,6.5
104,1293215668,DrBeastMode24,0,283.25,G Russell Westbrook SF Nikola Mirotic C Steven Adams PG Dennis Schroder F Rudy Gay UTIL Buddy Hield PF Marvin Bagley III SG Bogdan Bogdanovic,,Gerald Green,F,0.50%,10.25
105,1293396540,kingdrafter99,0,282.75,C Karl-Anthony Towns PG Kyrie Irving SF Jayson Tatum UTIL Willie Cauley-Stein F Al Horford SG E'Twaun Moore G Justin Holiday PF Jeff Green,,Michael Carter-Williams,G,0.50%,5.5
106,1293396541,StowCold,0,281,SG James Harden SF Paul George C Clint Capela F Al Horford PG Quinn Cook G Justin Holiday PF Taj Gibson UTIL Iman Shumpert,,Anthony Tolliver,SF,0.50%,0
107,1293146582,winnersedge16,0,280.75,UTIL James Harden C Clint Capela PG De'Aaron Fox F Robert Covington SF Otto Porter Jr. G Eric Gordon PF Jerami Grant SG Bogdan Bogdanovic,,Deonte Burton,SG,0.50%,12.5
108,1293248289,GFOD153,0,280.5,F Giannis Antetokounmpo SF Paul George C Clint Capela PF Paul Millsap PG Malcolm Brogdon SG Eric Gordon G Bogdan Bogdanovic UTIL Ersan Ilyasova,,Thon Maker,UTIL,0.50%,14
109,1292972047,epahsni,0,280.25,PF Giannis Antetokounmpo C Karl-Anthony Towns PG Jrue Holiday SG Bradley Beal SF Rodney Hood UTIL Andrew Harrison F Kyle Korver G Damion Lee,,Carmelo Anthony,F,0.50%,0
110,1293144974,taybebe233,0,280,G Jrue Holiday UTIL DeMar DeRozan C LaMarcus Aldridge SF Nikola Mirotic F Jabari Parker PG Quinn Cook PF Marvin Bagley III SG Tomas Satoransky,,Maxi Kleber,PF,0.50%,18.75
111,1293338029,Derrickdjgail,0,279.25,SG Jrue Holiday PF Julius Randle G Luka Doncic C DeAndre Jordan SF Nikola Mirotic PG J.J. Barea UTIL Jeff Green F Taj Gibson,,Cristiano Felicio,C,0.50%,0
112,1293081839,darrman999,0,278.5,PG Russell Westbrook F DeMar DeRozan SG Derrick Rose UTIL Jayson Tatum PF Al Horford G Quinn Cook SF Eric Gordon C Damian Jones,,Dante Cunningham,F,0.50%,23.5
113,1292893750,MichaelB9B,0,278.25,UTIL Karl-Anthony Towns G Klay Thompson SF Jayson Tatum PG Dennis Schroder C Willie Cauley-Stein PF Otto Porter Jr. SG Gordon Hayward F Eric Gordon,,Justin Jackson,SF,0.50%,24
114,1293369784,kevoo954,0,277.25,UTIL Paul George PG De'Aaron Fox F Andrew Wiggins G Jamal Murray PF Jabari Parker C Willie Cauley-Stein SG Buddy Hield SF Justin Holiday,,Malik Beasley,SG,0.50%,9.25
115,1293035084,ashleeeey,0,276.5,UTIL Jrue Holiday SF Khris Middleton SG Klay Thompson G Derrick Rose PF Jayson Tatum C Tristan Thompson PG Jordan Clarkson F Nemanja Bjelica,,Channing Frye,C,0.50%,0
116,1293053264,marcjiggy4life,0,275.75,PG James Harden C Karl-Anthony Towns SG Zach LaVine G Derrick Rose SF Jaylen Brown PF Taj Gibson F Trey Lyles UTIL Josh Okogie,,Wesley Matthews,SF,0.50%,21.5
116,1293353024,thankscalcapone,0,275.75,SF Kevin Durant PG De'Aaron Fox SG Klay Thompson PF Jabari Parker C Willie Cauley-Stein UTIL Harrison Barnes F Jerami Grant G Bogdan Bogdanovic,,,
118,1292964738,nac1220,0,275,PF Kevin Durant C Clint Capela PG De'Aaron Fox SG Klay Thompson UTIL Willie Cauley-Stein F Justin Holiday SF Bogdan Bogdanovic G Iman Shumpert,,,
