Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
24,1297621644,jm88825,0,324.25,PG Kyrie Irving UTIL Clint Capela F Jayson Tatum C Tristan Thompson SG Jeremy Lamb G Gordon Hayward PF Larry Nance Jr. SF Eric Gordon,,Kemba Walker,PG,12.00%,40
25,1298000650,pspokorny,0,323,UTIL James Harden G Kyrie Irving PG Zach LaVine SF Cedi Osman SG Justin Holiday PF Derrick Favors F Jae Crowder C Mohamed Bamba,,LaMarcus Aldridge,PF,12.00%,41.5
26,1297839324,bigchris65,0,321.75,PG James Harden G Kemba Walker F Jeremy Lamb PF Al Horford UTIL Wendell Carter Jr. SF Eric Gordon SG Rodney Hood C Cody Zeller,,Otto Porter Jr.,F,12.00%,31
27,1297424239,Dox492002,0,317.5,C Karl-Anthony Towns PG John Wall G Jeff Teague UTIL Tristan Thompson SF Otto Porter Jr. SG Eric Gordon PF Markieff Morris F P.J. Tucker,,Malcolm Brogdon,PG,11.00%,33.5
28,1297559577,Roe1986,0,317.25,PG James Harden SG Jrue Holiday PF LaMarcus Aldridge SF Gordon Hayward C Larry Nance Jr. UTIL Terrence Ross F P.J. Tucker G Bryn Forbes,,Derrick Rose,SG,10.00%,21.25
28,1297827289,SadatGnosis,0,317.25,PF Giannis Antetokounmpo PG James Harden SF Kevin Durant F Kyle Korver UTIL Mohamed Bamba SG Jonathon Simmons C Aron Baynes G Jerian Grant,,Marcus Smart,SG,10.00%,22.5
30,1297450394,Alumni50,0,316,PF Kevin Durant UTIL Kyrie Irving PG Jeff Teague C Tristan Thompson G Jordan Clarkson F Eric Gordon SG Rodney Hood SF Marvin Williams,,Andrew Wiggins,SF,10.00%,27.75
31,1297687749,Uncle_Brian,0,314.75,PF Kevin Durant UTIL Nikola Vucevic C Rudy Gobert G Jeremy Lamb F Al Horford SG Evan Fournier PG D.J. Augustin SF Marvin Williams,,Bojan Bogdanovic,F,9.50%,29.25
32,1297525541,tilitzky,0,312.5,SF Kevin Durant UTIL Zach LaVine PG Ricky Rubio PF Robert Covington G Collin Sexton F Marcus Morris SG Terrence Ross C Cody Zeller,,Collin Sexton,G,9.00%,23.75
33,1297439700,jsherman0,0,312.25,PG James Harden C Clint Capela SG Bradley Beal UTIL Tristan Thompson PF Otto Porter Jr. SF Eric Gordon F Kyle O'Quinn G Jonathon Simmons,,D.J. Augustin,PG,9.00%,30.5
34,1297434716,outback22,0,311.5,PG James Harden SG Jrue Holiday C Tristan Thompson SF Jeremy Lamb PF Otto Porter Jr. UTIL Myles Turner F Jae Crowder G Aaron Holiday,,Derrick Favors,C,9.00%,24
35,1297460225,Rmp4283,0,311,C Clint Capela UTIL Nikola Vucevic PF Julius Randle SF Jabari Parker SG Jeremy Lamb PG Malcolm Brogdon G Justin Holiday F Bojan Bogdanovic,,Brook Lopez,C,8.50%,27.5
36,1298018659,markyjr78,0,310.5,PG Kemba Walker C Nikola Vucevic F Julius Randle G Collin Sexton PF Al Horford SF Justin Holiday SG Eric Gordon UTIL Markieff Morris,,Rodney Hood,G,8.50%,28.5
37,1297375917,Onlysublime1,0,310.25,UTIL Jrue Holiday C Nikola Vucevic PG Zach LaVine PF Jabari Parker SF Jeremy Lamb G Collin Sexton SG Justin Holiday F Marvin Williams,,Bradley Beal,SG,8.00%,44.25
37,1297718228,SteelBus,0,310.25,C Clint Capela UTIL Nikola Vucevic PG Zach LaVine SF Jeremy Lamb SG Gordon Hayward PF Al Horford F Evan Fournier G Eric Gordon,,Cody Zeller,UTIL,8.00%,19.25
39,1297706686,bigal6692,0,309.75,C Clint Capela UTIL Nikola Vucevic PF Julius Randle F Jabari Parker SG Jeremy Lamb SF Otto Porter Jr. G Justin Holiday PG D.J. Augustin,,Robert Covington,SF,7.50%,44.25
40,1297582031,cornbread19,0,308.75,PG Kyrie Irving G DeMar DeRozan UTIL Zach LaVine SG Klay Thompson C Al Horford SF Justin Holiday F James Ennis III PF Marvin Williams,,Aaron Holiday,PG,7.50%,19
41,1297564037,sspiva1,0,308,PG Kyrie Irving PF LaMarcus Aldridge C Clint Capela SG Zach LaVine F Robert Covington UTIL Marcus Smart G Terry Rozier SF Marvin Williams,,Marvin Williams,F,7.00%,29
42,1297793518,mtavery,0,307.25,UTIL DeMar DeRozan C LaMarcus Aldridge G Bradley Beal F Nikola Mirotic SF Jabari Parker PF Larry Nance Jr. SG Terrence Ross PG Ryan Arcidiacono,,Wendell Carter Jr.,C,7.00%,20
43,1297377101,dmill01,0,307,SF Kevin Durant UTIL Nikola Vucevic G Zach LaVine F Gordon Hayward PF Al Horford C Brook Lopez SG Alec Burks PG D.J. Augustin,,Cedi Osman,SF,7.00%,21
43,1297445605,extoneagles,0,307,SF Kevin Durant PG Kyrie Irving C LaMarcus Aldridge PF Rudy Gay F Justin Holiday SG Marcus Smart G Ryan Arcidiacono UTIL Aaron Holiday,,Rudy Gay,SF,7.00%,15.75
45,1297788701,calvin2331,0,306.5,UTIL Clint Capela C Nikola Vucevic PF Domantas Sabonis PG Ricky Rubio SF Jabari Parker G Jeremy Lamb SG Justin Holiday F Jae Crowder,,Jae Crowder,F,6.50%,24.25
46,1297478155,Xjoker4life,0,306.25,SF Kevin Durant PG Kemba Walker SG Klay Thompson PF Nikola Mirotic G Jeremy Lamb F Pat Connaughton C Mohamed Bamba UTIL Jakob Poeltl,,Eric Bledsoe,PG,6.00%,28.25
47,1297481179,zer0zer0zer0,0,306,PG James Harden PF Anthony Davis F Evan Fournier SF Cedi Osman SG Eric Gordon UTIL Rodney Hood G Marcus Smart C Cody Zeller,,Jeff Teague,G,6.00%,31
48,1297939250,CitrusRage,0,305.25,SF Giannis Antetokounmpo C Clint Capela F Joe Ingles PF Al Horford SG Malcolm Brogdon UTIL Marcus Morris G Darren Collison PG Bryn Forbes,,Larry Nance Jr.,C,6.00%,37.5
49,1297731512,RaymondAnthonyPablo,0,305,PF Giannis Antetokounmpo SF Kevin Durant PG Quinn Cook SG Justin Holiday F Eric Gordon G Bojan Bogdanovic UTIL Taj Gibson C Damian Jones,,Bryn Forbes,UTIL,6.00%,25
50,1297437004,PayMeMore,0,304.75,PG Kyrie Irving C Nikola Vucevic UTIL Klay Thompson F Nikola Mirotic PF Al Horford G E'Twaun Moore SG Justin Holiday SF Marvin Williams,,P.J. Tucker,F,6.00%,32
51,1297436245,p1mpsup,0,304.5,SF Kevin Durant PG Zach LaVine UTIL Klay Thompson C Tristan Thompson SG Joe Ingles PF Jae Crowder G Marcus Smart F Pat Connaughton,,Nicolas Batum,SF,6.00%,15.75
52,1297881253,DJStatusphere,0,303.5,SF Kevin Durant PG Kyrie Irving SG Klay Thompson PF Jayson Tatum C Al Horford G Darren Collison UTIL Damian Jones F Alfonzo McKinnie,,Terrence Ross,F,5.50%,37.75
52,1297948581,jimberg77,0,303.5,F Giannis Antetokounmpo UTIL Kevin Durant G Ricky Rubio C Al Horford SG Rodney Hood PF P.J. Tucker PG D.J. Augustin SF Andre Iguodala,,Karl-Anthony Towns,UTIL,5.50%,38.5
54,1297377179,dragroute,0,302.75,G James Harden PF LaMarcus Aldridge PG Jeff Teague C Tristan Thompson SG Jeremy Lamb SF Cedi Osman F Bojan Bogdanovic UTIL Shaun Livingston,,Khris Middleton,F,5.50%,31.25
55,1297436430,jo172565,0,302.5,PF Kevin Durant UTIL Clint Capela C Nikola Vucevic F Jabari Parker PG Quinn Cook SG Rodney Hood SF Thaddeus Young G Andre Iguodala,,Markieff Morris,PF,5.50%,42.5
56,1297419286,rpnstv,0,302.25,PF LaMarcus Aldridge F Khris Middleton SG Klay Thompson SF Jayson Tatum UTIL Jeremy Lamb PG Malcolm Brogdon C Brook Lopez G Eric Gordon,,Quinn Cook,PG,5.00%,26
56,1297419822,bucknutfan4life,0,302.25,PF Kevin Durant C Nikola Vucevic F Domantas Sabonis UTIL Tristan Thompson G Joe Ingles SF Justin Holiday SG Alec Burks PG Aaron Holiday,,Marcus Morris,SF,5.00%,39.75
56,1297522965,Nycsourdiesel,0,302.25,G James Harden C Clint Capela UTIL Ricky Rubio F Jeremy Lamb SG Gordon Hayward PG Quinn Cook SF Rodney Hood PF Marvin Williams,,Taj Gibson,PF,4.50%,20.5
59,1297719868,Mi.Nuts,0,301.75,C Nikola Vucevic SG Zach LaVine G Bradley Beal UTIL Tristan Thompson F Joe Ingles PF Otto Porter Jr. SF Justin Holiday PG Cory Joseph,,E'Twaun Moore,G,4.50%,7.5
60,1297568474,strokesurvivor1978,0,301.25,SG James Harden SF Kevin Durant PF LaMarcus Aldridge C Brook Lopez F Thaddeus Young PG Bryn Forbes G Andre Iguodala UTIL Thomas Bryant,,Jordan Clarkson,SG,4.50%,8.5
61,1297455274,GimmeDaRock,0,299.25,SF Kevin Durant PG Kyrie Irving C Nikola Vucevic G Collin Sexton SG Malcolm Brogdon UTIL Cody Zeller F David Nwaba PF Marvin Williams,,Malik Monk,SG,4.50%,12.25
62,1297455423,uberfan5585,0,298.75,PG Kyrie Irving SG Jrue Holiday PF LaMarcus Aldridge C Tristan Thompson G Malcolm Brogdon F Justin Holiday UTIL Eric Gordon SF Dante Cunningham,,Aaron Gordon,F,4.50%,9.5
63,1297842453,Gig47,0,297.5,C Anthony Davis SG DeMar DeRozan PG Jrue Holiday SF Justin Holiday UTIL Eric Gordon PF Derrick Favors G Bryn Forbes F Marvin Williams,,Andre Iguodala,F,4.50%,14
64,1297451828,SPICE38,0,296.5,PG Kyrie Irving SG Jrue Holiday PF Jayson Tatum C Tristan Thompson F Joe Ingles UTIL Robert Covington SF Justin Holiday G Aaron Holiday,,Domantas Sabonis,F,4.00%,38
65,1297377070,SOUTHSIDE4-1TX,0,295.75,SF Kevin Durant PG Kemba Walker C Tristan Thompson SG Jeremy Lamb F Bojan Bogdanovic G Darren Collison PF Taj Gibson UTIL Thaddeus Young,,Thaddeus Young,UTIL,3.50%,12.5
65,1297426675,Bertbdog,0,295.75,C Karl-Anthony Towns UTIL Nikola Vucevic PF Julius Randle SG Jeremy Lamb F Otto Porter Jr. G Justin Holiday SF Eric Gordon PG Aaron Holiday,,Anthony Davis,F,3.50%,65.5
65,1297465993,genobean05,0,295.75,PG Kyrie Irving C Nikola Vucevic UTIL Aaron Gordon SF Jabari Parker SG Gordon Hayward PF Al Horford G Eric Gordon F Rodney Hood,,Rudy Gobert,UTIL,3.50%,24.5
68,1297412938,Changbill,0,295.25,F Kevin Durant SG Bradley Beal PG Derrick Rose UTIL Tristan Thompson PF Otto Porter Jr. C Al Horford SF Eric Gordon G Michael Carter-Williams,,Dario Saric,PF,3.50%,16.5
69,1297443754,sonthebeat,0,295,SF Kevin Durant C Clint Capela PG Zach LaVine SG Eric Bledsoe G Justin Holiday F Bojan Bogdanovic UTIL Jonathan Isaac PF Frank Kaminsky,,Marco Belinelli,UTIL,3.00%,20.75
70,1297508225,andrevlad,0,294.25,SG James Harden UTIL Eric Bledsoe G Derrick Rose C Tristan Thompson F Al Horford SF Justin Holiday PF Derrick Favors PG Aaron Holiday,,Davis Bertans,C,3.00%,9.5
71,1298072615,IceRazor,0,293.5,PG James Harden SG DeMar DeRozan SF Khris Middleton PF Robert Covington G Nicolas Batum C Cody Zeller F P.J. Tucker UTIL Bryn Forbes,,Myles Turner,UTIL,3.00%,33.5
72,1297768038,ratm182,0,293.25,F Kevin Durant UTIL Nikola Vucevic PF Jabari Parker C Tristan Thompson PG Jordan Clarkson SF Cedi Osman SG Rodney Hood G Marcus Smart,,Aron Baynes,C,3.00%,15.25
73,1298089944,tamsuKi,0,293,PG Jrue Holiday UTIL Klay Thompson G Eric Bledsoe C Domantas Sabonis SF Jeremy Lamb F Larry Nance Jr. SG Eric Gordon PF Derrick Favors,,Tyreke Evans,UTIL,2.50%,19.75
74,1297422236,jennypenny222,0,292.75,PG Kyrie Irving SG Jrue Holiday PF Nikola Mirotic SF Jeremy Lamb G Gordon Hayward C Al Horford F Justin Holiday UTIL Bojan Bogdanovic,,Alec Burks,SG,2.50%,9
74,1297893848,joshjcomedy,0,292.75,PG James Harden SF Kevin Durant SG DeMar DeRozan C Myles Turner UTIL Bryn Forbes G Marco Belinelli PF Davis Bertans F Chimezie Metu,,Shaun Livingston,UTIL,2.50%,11.75
76,1297429809,Downhere,0,290.25,UTIL Kevin Durant PG Zach LaVine G Jeff Teague C Tristan Thompson SF Cedi Osman PF Dario Saric F Justin Holiday SG Marcus Smart,,Patty Mills,G,2.50%,24.25
76,1297727799,HBOSS,0,290.25,SG James Harden F DeMar DeRozan SF Jayson Tatum PF Jabari Parker PG Collin Sexton G Justin Holiday C Damian Jones UTIL Aron Baynes,,Pat Connaughton,F,2.50%,25.25
78,1297426601,lkdogg,0,289.25,C Clint Capela G Zach LaVine SF Jabari Parker UTIL Tristan Thompson F Joe Ingles PG Jordan Clarkson PF Al Horford SG Eric Gordon,,Ryan Arcidiacono,G,2.50%,35.5
78,1297768371,scrub40,0,289.25,SF Kevin Durant PG Kyrie Irving SG Klay Thompson G Malcolm Brogdon F Nicolas Batum UTIL Justin Holiday PF Derrick Favors C Guillermo Hernangómez,,Darren Collison,G,2.00%,36.25
80,1297848426,Tay_kt_EZ,0,288.5,SF Giannis Antetokounmpo PF Kevin Durant C Nikola Vucevic G Jeff Teague UTIL P.J. Tucker PG Shaquille Harrison SG Malik Monk F Jason Smith,,Cory Joseph,PG,2.00%,21.25
81,1297487154,roblujan,0,286.75,PG James Harden SF Kevin Durant F Gordon Hayward SG Nicolas Batum C Brook Lopez PF Derrick Favors G Cory Joseph UTIL Malik Monk,,Terry Rozier,PG,2.00%,19
82,1297414705,Evilempire7,0,286.25,G Jrue Holiday C Nikola Vucevic F Julius Randle SF Jabari Parker SG Jeremy Lamb PG Collin Sexton PF Markieff Morris UTIL Cody Zeller,,Jonathon Simmons,UTIL,2.00%,16.25
83,1297470024,bleezy123,0,285,PF LaMarcus Aldridge C Clint Capela PG Zach LaVine SF Jabari Parker SG Jeremy Lamb UTIL E'Twaun Moore F Justin Holiday G Bryn Forbes,,Jonathan Isaac,UTIL,2.00%,22.5
84,1297419289,purdbucket,0,284.5,PG Kyrie Irving SG Zach LaVine UTIL Rudy Gobert SF Nikola Mirotic PF Jayson Tatum C Wendell Carter Jr. F Jeff Green G Terrence Ross,,Mohamed Bamba,C,2.00%,23
85,1298066547,r.turney,0,284.25,PG Kyrie Irving F LaMarcus Aldridge UTIL Nikola Vucevic G Gordon Hayward PF Al Horford C Wendell Carter Jr. SF Cedi Osman SG Rodney Hood,,Jonas Jerebko,PF,2.00%,12.25
86,1297415038,reddit2400,0,283.75,PG Kyrie Irving C Nikola Vucevic PF Julius Randle UTIL Jeremy Lamb G Collin Sexton SG Jordan Clarkson F Al Horford SF Marvin Williams,,Damian Jones,C,2.00%,10.5
87,1297459269,fishncurry,0,282.25,PF Kevin Durant SG DeMar DeRozan UTIL Joe Ingles F Al Horford SF Evan Fournier C Wendell Carter Jr. G Justin Holiday PG D.J. Augustin,,John Wall,PG,1.50%,59.75
88,1298097305,deadbabyshooting,0,281.25,PG Jrue Holiday C Clint Capela SG Klay Thompson G Derrick Rose SF Jeremy Lamb PF Marcus Morris F Bojan Bogdanovic UTIL Jae Crowder,,Kevon Looney,F,1.50%,14.5
89,1297839727,Mudbone23,0,280.75,SG DeMar DeRozan PG Zach LaVine PF Jayson Tatum F Jabari Parker UTIL Andrew Wiggins C Al Horford G Nicolas Batum SF Justin Holiday,,Dante Cunningham,PF,1.50%,10.75
90,1298071115,ebog,0,280.25,SF Kevin Durant PG Kyrie Irving SG DeMar DeRozan UTIL Aaron Gordon G Bojan Bogdanovic PF Jonathan Isaac F Kyle Korver C Aron Baynes,,Carmelo Anthony,F,1.50%,0
91,1297483518,jmiller2000,0,279.75,UTIL Kyrie Irving PF LaMarcus Aldridge PG Zach LaVine SG Klay Thompson SF Gordon Hayward C Brook Lopez F Jae Crowder G Aaron Holiday,,Frank Kaminsky,PF,1.50%,7
91,1297795519,gentlefire,0,279.75,PG Jrue Holiday C Clint Capela G Zach LaVine F Nikola Mirotic SG Gordon Hayward PF Al Horford SF Rodney Hood UTIL D.J. Augustin,,David Nwaba,SF,1.50%,0
93,1297697800,tydadon,0,279.5,SG DeMar DeRozan PG Jrue Holiday G Derrick Rose SF Andrew Wiggins F Robert Covington C Al Horford PF Larry Nance Jr. UTIL Terrence Ross,,Kelly Oubre Jr.,UTIL,1.50%,10.5
94,1297434744,dueces22,0,279,PG Kemba Walker SF DeMar DeRozan SG Klay Thompson PF Jayson Tatum C Al Horford G Eric Gordon UTIL Marcus Smart F Andre Iguodala,,Thomas Bryant,C,1.50%,13.75
94,1297442340,AlexanderdeGreat,0,279,UTIL Kevin Durant SG Jrue Holiday F Otto Porter Jr. SF Gordon Hayward PF Al Horford G Eric Gordon PG Marcus Smart C Davis Bertans,,Kyle Korver,F,1.50%,30.5
96,1297444523,RJV101,0,278.25,UTIL Jrue Holiday F Khris Middleton G Bradley Beal PF Robert Covington PG Collin Sexton C Al Horford SF Nicolas Batum SG Eric Gordon,,Jeff Green,F,1.00%,24
97,1297448894,jroussel96,0,277.75,SF Kevin Durant PF LaMarcus Aldridge SG Jeremy Lamb UTIL Gordon Hayward PG Malcolm Brogdon F Cedi Osman G Nicolas Batum C Brook Lopez,,J.R. Smith,F,1.00%,0
97,1297503696,floyboy359,0,277.75,PG Kemba Walker SG Derrick Rose PF Jabari Parker C Tristan Thompson G Andrew Wiggins F Jeremy Lamb UTIL Malcolm Brogdon SF Justin Holiday,,Gorgui Dieng,PF,1.00%,4.5
97,1297548023,whens1973,0,277.75,PG James Harden SG Bradley Beal SF Nikola Mirotic C Al Horford F Evan Fournier UTIL Wendell Carter Jr. G Justin Holiday PF Carmelo Anthony,,Miles Bridges,SF,1.00%,10.25
97,1297717272,Kap73,0,277.75,C Clint Capela SG Klay Thompson PG Eric Bledsoe F Rudy Gay UTIL Robert Covington G Jeremy Lamb SF Nicolas Batum PF Markieff Morris,,Jaylen Brown,SG,1.00%,0
101,1297493529,petermao,0,277.5,SF Kevin Durant C Nikola Vucevic PF Julius Randle SG Jordan Clarkson PG Quinn Cook UTIL Brook Lopez G Cory Joseph F P.J. Tucker,,Guillermo Hernangómez,C,1.00%,0
101,1297500017,mrbiggz503,0,277.5,PG James Harden C Clint Capela SG Zach LaVine G Jordan Clarkson F Dario Saric SF Eric Gordon PF Taj Gibson UTIL Gorgui Dieng,,Thon Maker,F,1.00%,2
103,1297672197,Munson_RoyE,0,277.25,PF Kevin Durant PG Kyrie Irving SG DeMar DeRozan SF Cedi Osman C Larry Nance Jr. UTIL Marcus Smart G Alec Burks F Andre Iguodala,,Daniel Theis,PF,1.00%,0
103,1298101623,Strunkified,0,277.25,PG James Harden SG Jrue Holiday G Joe Ingles F Cedi Osman C Larry Nance Jr. UTIL Marcus Morris SF Nicolas Batum PF Jonas Jerebko,,Shaquille Harrison,UTIL,1.00%,18.5
105,1297444033,Beagle69,0,276.75,PF Giannis Antetokounmpo PG James Harden SG Andrew Wiggins SF Jeremy Lamb C Derrick Favors F Thaddeus Young G Marco Belinelli UTIL Cameron Payne,,Michael Carter-Williams,G,0.50%,-0.5
106,1297436377,criticalkyle,0,275.75,C Karl-Anthony Towns PG Kyrie Irving SG Joe Ingles SF Andrew Wiggins UTIL Al Horford F Evan Fournier PF Markieff Morris G Rodney Hood,,Darius Miller,SF,0.50%,17.5
106,1297477296,Srirmin69,0,275.75,F Giannis Antetokounmpo G Kemba Walker UTIL John Wall C Al Horford PF P.J. Tucker SG Patty Mills SF Miles Bridges PG Shaun Livingston,,Kyle O'Quinn,F,0.50%,2.5
108,1297430727,mcduel500,0,275.5,PF Anthony Davis G John Wall C Julius Randle PG Eric Bledsoe F Justin Holiday UTIL Marvin Williams SG Malik Monk SF Darius Miller,,Cameron Payne,UTIL,0.50%,2
109,1297477525,Gibby19,0,275,G DeMar DeRozan UTIL Nikola Vucevic C Tristan Thompson SF Joe Ingles SG Jeremy Lamb PG Collin Sexton F Al Horford PF Thaddeus Young,,Cheick Diallo,F,0.50%,0
109,1297478401,tanman1623,0,275,PG James Harden PF Kevin Durant SF Joe Ingles C Brook Lopez SG Jaylen Brown G Kelly Oubre Jr. F Jae Crowder UTIL Cody Zeller,,Austin Rivers,SG,0.50%,13.25
111,1297453224,andercowboy,0,274.5,SG James Harden SF Kevin Durant PF Julius Randle PG Ricky Rubio G D.J. Augustin F J.R. Smith UTIL Malik Monk C Aron Baynes,,Josh Okogie,UTIL,0.50%,0
111,1297924569,darthshaz24,0,274.5,UTIL LaMarcus Aldridge C Clint Capela SF Khris Middleton G Klay Thompson PF Nikola Mirotic SG Justin Holiday PG D.J. Augustin F Dante Cunningham,,Jakob Poeltl,UTIL,0.50%,21
113,1297671960,Littlebilly65,0,274,G Jrue Holiday PG Zach LaVine PF Jayson Tatum C Tristan Thompson SG Joe Ingles SF Andrew Wiggins UTIL Nicolas Batum F Eric Gordon,,James Ennis III,F,0.50%,19.25
114,1297841402,PiratesWorld,0,273.75,F Giannis Antetokounmpo SF Khris Middleton PG Eric Bledsoe PF Al Horford G Malcolm Brogdon UTIL Brook Lopez SG Eric Gordon C Damian Jones,,Robin Lopez,UTIL,0.50%,10.25
115,1297584293,reikojohns1,0,273.5,PF Giannis Antetokounmpo PG James Harden UTIL Wendell Carter Jr. F Cedi Osman SF Nicolas Batum G Rodney Hood C Cody Zeller SG Marco Belinelli,,Chris Paul,PG,0.50%,0
116,1297620584,jfhat13,0,273.25,SG James Harden G Zach LaVine PF Julius Randle UTIL Tristan Thompson SF Otto Porter Jr. PG Quinn Cook C Thomas Bryant F Thon Maker,,Tomas Satoransky,UTIL,0.50%,16.5
117,1297446245,robbieneill95,0,273,G DeMar DeRozan PF LaMarcus Aldridge PG Zach LaVine SG Bradley Beal SF Nikola Mirotic C Brook Lopez UTIL Pat Connaughton F Jonathon Simmons,,Isaiah Briscoe,PG,0.50%,0
118,1297439779,markjr688993,0,272.75,SG DeMar DeRozan PF Julius Randle F Jabari Parker C Tristan Thompson UTIL Joe Ingles PG Collin Sexton SF Justin Holiday G Eric Gordon,,Jacob Evans III,G,0.50%,0
