Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
34,1299109729,adamkumar93,0,186,SF LeBron James PG Devin Booker PF Pascal Siakam UTIL Jaren Jackson Jr. G Lonzo Ball SG Bojan Bogdanovic C Dewayne Dedmon F Trey Lyles,,Mike Conley,PG,7.69%,44.75
35,1298939594,zrza,0,181.25,SF LeBron James C Nikola Jokic F Jaren Jackson Jr. G Reggie Jackson UTIL Jonas Valanciunas SG Rodney McGruder PG Trey Burke PF JaMychal Green,,Aaron Holiday,PG,7.69%,5
36,1299380317,jmante4334,0,178.5,PF LeBron James UTIL Kawhi Leonard F Blake Griffin SG Tim Hardaway Jr. C Alex Len G Aaron Holiday PG Frank Ntilikina SF Vince Carter,,Vince Carter,UTIL,7.69%,0
37,1299254649,That_dude_JJ,0,178,SF LeBron James UTIL Andre Drummond PG Kyle Lowry PF Noah Vonleh SG Trey Burke C Bam Adebayo G Kentavious Caldwell-Pope F Doug McDermott,,John Collins,C,7.69%,25
38,1299355428,TheKid98,0,177,SF LeBron James PG Devin Booker PF Serge Ibaka C JaVale McGee SG Kent Bazemore F Bojan Bogdanovic G Trey Burke UTIL Jeremy Lin,,Deandre Ayton,C,7.69%,36
39,1298825242,kevrules,0,160,SF LeBron James C Andre Drummond PF Blake Griffin G Tyreke Evans F Thaddeus Young SG Reggie Bullock PG Aaron Holiday UTIL Vince Carter,,Kentavious Caldwell-Pope,G,7.69%,4.75
,,,,,,,JaVale McGee,UTIL,7.69%,14
,,,,,,,James Johnson,F,7.69%,17.75
,,,,,,,Serge Ibaka,F,5.13%,23.25
,,,,,,,Allonzo Trier,G,5.13%,47.5
,,,,,,,Reggie Bullock,SG,5.13%,12.75
,,,,,,,Monte Morris,G,5.13%,23.25
,,,,,,,Josh Hart,SG,5.13%,13
,,,,,,,Doug McDermott,F,5.13%,27.5
,,,,,,,Mason Plumlee,PF,5.13%,29
,,,,,,,Paul Millsap,UTIL,5.13%,43.75
,,,,,,,Kyle Anderson,PG,5.13%,22.25
,,,,,,,JaMychal Green,PF,5.13%,22.75
,,,,,,,Gary Harris,SG,5.13%,0
,,,,,,,Garrett Temple,G,5.13%,25
,,,,,,,Taurean Prince,F,5.13%,28.25
,,,,,,,Wayne Ellington,SG,5.13%,37.75
,,,,,,,Kyle Lowry,PG,5.13%,36.5
,,,,,,,Kent Bazemore,SG,5.13%,22.25
,,,,,,,Juancho Hernang?mez,F,2.56%,22.5
,,,,,,,Greg Monroe,UTIL,2.56%,0
,,,,,,,Jonas Valanciunas,UTIL,2.56%,16.75
,,,,,,,T.J. Warren,UTIL,2.56%,38.75
,,,,,,,Lance Stephenson,SF,2.56%,17
,,,,,,,Dewayne Dedmon,C,2.56%,25
,,,,,,,Trey Lyles,F,2.56%,17.25
,,,,,,,Trevor Ariza,SF,2.56%,15.5
,,,,,,,Mikal Bridges,SF,2.56%,10
,,,,,,,Hassan Whiteside,C,2.56%,32
,,,,,,,Malik Beasley,UTIL,2.56%,30
,,,,,,,Moritz Wagner,UTIL,2.56%,2.75
,,,,,,,Alex Len,C,2.56%,21.25
,,,,,,,Frank Ntilikina,PG,2.56%,-0.5
